Y,O,Z,J,X
l,22,48.53890828094887,99,91.58080811763186
p,10,48.94123728601183,10,4.278764300525983
j,3,36.394337937411414,97,55.90573098396128
e,57,9.59565065598511,66,75.39399928825864
u,4,34.830075132309226,96,53.359299355016255
d,60,78.07229542684388,84,44.009338066367874
a,59,43.12020667495082,75,91.47667879960684
m,66,83.74015548873213,38,31.187752408023496
y,42,94.53664205862421,36,14.429855818446025
n,99,61.03280344442581,83,60.67177138372517
q,46,53.77342886476407,63,64.5673556937133
t,27,86.7513617414108,81,81.25411303273846
l,84,81.94136724505812,16,32.405081204230335
r,59,75.09925956356149,85,61.691225797454706
v,19,53.279208940014954,12,13.349915153304126
j,55,36.793658743085246,74,94.23199155785824
v,89,36.03833243842599,72,1.4845806482257862
i,56,29.721239190970607,100,5.460583817015696
z,56,42.4045761563415,93,59.53551227010322
r,65,64.5161844945786,94,43.93437096115157
a,74,56.96260815776408,28,77.3685969452232
l,39,68.42011298454503,48,82.09884285069019
k,78,38.2340795908804,59,71.21538908181567
g,97,76.95282651639934,87,83.9914893272278
m,50,5.577207894717118,25,90.56962287669428
g,8,66.77785709669342,34,4.155357247919589
h,65,46.021962258510854,72,45.6081510402726
e,35,37.65270423993402,71,51.18744862263836
w,36,41.340493849342096,97,23.90575178947998
p,25,61.54055565623479,90,41.43773260341115
x,11,59.628961734320995,3,72.10414699097765
u,4,60.85931850216698,28,58.0338383954063
y,45,43.36594276890278,66,63.393460388598264
j,11,71.40772474221855,0,62.40079815222301
e,83,60.79754250811259,57,8.575500348949717
c,71,45.54448860228605,27,76.22408386951088
b,85,51.7319444437325,75,9.466777060281151
e,78,69.25243600458857,29,53.176755119783024
s,26,24.59904242668496,38,37.233548615334925
m,88,23.677063731006733,1,84.95959952573887
z,30,96.21056850562334,76,83.16385312617551
j,36,87.59141626038863,94,8.076915386981954
c,58,2.3300502399450918,93,74.2536689448315
i,73,44.43268271248741,7,52.5836472531914
k,23,38.502800078659774,5,29.157377461302236
u,38,75.96923858119436,20,54.5778966898526
h,46,13.13384676704008,82,26.61646524479816
o,1,77.13427617765217,41,3.8216862063140455
e,93,20.452906251346747,70,59.08670865036779
f,63,8.361843042966255,7,89.7330878289098
i,70,96.00838017160822,42,42.10876031183166
f,56,44.41070767551057,83,11.93880411573831
l,96,36.855960657162846,90,43.82855633359023
v,82,87.13014921723678,95,56.09319639802109
t,67,97.92043803683804,2,58.09446999712756
i,99,46.26485431643529,22,51.652967017938664
r,26,96.77228837352752,15,43.47567362624356
y,71,89.67562896959502,20,78.9498575762842
o,19,83.7636558398533,63,80.98292621621381
k,29,80.90934608090772,64,94.20506482646431
m,26,29.539733392519885,77,97.17887216342888
j,53,91.01453808578553,84,7.949952485163713
m,91,25.619043349739947,17,0.4756556884870089
c,94,93.95662310062124,13,8.855688479543023
y,43,46.21941128115816,2,92.06212938839887
p,37,30.389231014222972,97,76.27382443483643
m,82,75.40264879829257,9,11.556055201694992
k,15,57.76729346156736,69,51.005671804373506
k,94,50.280454667230586,32,84.92132965988087
m,65,75.7242867264369,60,34.09513309299238
k,45,30.28425783386417,77,5.356184928826124
o,16,59.52899931708693,43,28.266432727539414
z,8,35.66255846021604,53,15.63839174579521
m,38,0.38027149542825267,16,75.70685273143253
y,55,0.7471591603855132,72,29.29269070459909
a,10,10.669061088202591,60,93.09951623207363
m,47,10.62916945221357,85,83.73536374221533
d,68,37.3117037217788,80,33.595404771460466
v,5,27.016836291003877,40,85.24285891083949
f,38,87.03074047766582,73,2.95224106690386
b,16,96.94802509329337,74,30.122534369418695
r,15,38.40871626001806,16,82.35575962089119
e,20,34.106874629066176,68,98.21720299760783
a,67,27.390263378667935,73,98.36295899514795
u,3,22.027097175053633,0,41.97753437588941
w,21,70.21798263502676,40,89.6223262592258
a,29,15.98590047826638,70,60.443511304950846
w,58,27.061976219293015,87,36.4288885685684
m,80,53.65932567770585,91,57.543604520739166
n,78,3.7586852881891786,12,55.37298260814758
d,47,50.207519727198246,24,45.56249289244014
e,13,42.54638873696588,34,25.883815930906128
l,40,80.61156250678651,100,86.32934929505221
z,0,21.975584043139694,23,25.61372930460556
o,91,93.81207262130158,87,84.81582135206094
o,63,39.07548558422923,62,44.87496378726901
g,10,37.98084702351912,71,2.133075128752937
o,32,63.34063042414005,71,69.14891517402005
y,97,36.47805359294417,69,54.69417993898351
s,72,91.19404194679396,26,14.639314079944398
s,39,7.065499893416705,13,59.69632564132582
x,97,50.28099261969983,51,75.0068158189108
v,93,17.51098394561943,42,42.68739040754382
e,53,0.20294344333678938,38,15.450985914078485
m,56,11.13074865051753,93,76.00609764674643
q,88,38.78185965673092,54,29.845631150428265
p,89,94.28421367919186,44,93.22837836775271
p,5,82.96882055873157,65,42.603080825227046
m,94,54.316432077025325,34,77.91488254380626
a,9,66.48077697151022,89,84.34046418884891
x,40,69.55053651398568,26,74.60246319745771
j,100,82.78874334875782,17,1.362465156861803
q,70,17.43039909523596,41,2.783772517505667
p,46,72.29628674692935,85,51.590574439586554
x,62,78.16246466527855,38,72.35147454796316
u,53,25.73073470254519,48,23.453504114426625
s,17,67.29797050004842,98,20.62229418553946
f,66,1.7004735577369146,92,64.85142156063462
l,68,5.71078318562801,34,67.44671176639756
z,85,74.90775275010448,64,12.03184296149592
b,31,91.10127306976663,25,81.70637802946798
l,8,62.62571946680872,28,52.35829175023389
n,52,2.791297998663944,91,67.68473681634339
k,86,30.85095628814578,6,98.13214466321794
a,12,48.942495204919545,44,63.83983802593873
p,84,95.14311718978342,33,27.638283474409022
u,56,14.992637735773673,19,49.49949944307256
j,69,40.117971362350445,51,19.037267275356704
g,24,45.92551944020165,14,74.54676498972724
e,51,42.98238649191316,100,86.30252615906171
n,82,84.4903842091372,6,34.36519916984563
p,58,64.56097320562687,79,31.069221863597583
a,32,48.11479601783354,55,77.5448179108806
t,35,31.111084211087146,2,58.149485834585654
p,61,11.128210496529611,72,4.274160649578629
h,68,57.97323209892432,14,63.35800846734152
u,0,34.42090617689454,84,36.23930943075293
p,89,28.337738911018796,37,69.79209137708608
w,75,62.38805481640328,92,78.84237663411709
j,17,31.200504556162713,49,6.547142358905422
t,42,24.21208995934507,52,96.78281532931096
z,64,71.573916843938,37,51.33644720673303
r,55,27.628945422521056,71,44.08254772840583
j,9,4.476657166240761,95,48.94192425398272
t,63,75.60674383395416,1,67.94420207803202
s,60,87.35054985249022,64,86.68509343636774
r,93,48.77098866281596,80,52.737082737849214
n,33,4.439137035233309,84,68.02127305886178
f,67,64.36031031838937,31,74.0752670322623
b,80,66.02850476335153,53,61.152800767097595
k,1,35.77295524392821,39,65.47536076562491
u,99,74.77466521071521,18,11.008692439651202
f,58,48.50464741599018,17,3.368367973125641
v,40,36.74246897060315,25,17.91616830774394
q,76,91.5357893802313,18,10.240523945882064
x,48,45.92806499274287,77,21.141556051107035
c,8,97.76622050363504,84,0.9263976841030641
f,86,66.14249644015622,13,51.31822879080844
y,8,9.757898876142557,20,82.68926741784036
t,95,32.40449639074914,48,19.51549988143837
g,7,36.3641895066951,47,81.71228666588084
s,98,1.6663274302479492,77,57.661670255652275
w,74,39.59762120192523,87,7.200987782404955
k,35,83.17954346399739,21,64.23260939976922
l,88,10.912612639422303,68,16.69026097768308
g,69,15.173397078305928,5,23.443026732259874
v,63,60.94836922137482,66,76.71909663256568
y,81,24.181993104506795,54,4.924862538490194
t,39,72.92315380719792,2,1.7332486290100757
n,60,60.44135384412741,10,96.01444538489952
w,62,59.79959853059358,52,33.423561932149084
e,79,66.96640413656321,17,88.64916654121714
r,20,86.86233820337786,65,54.11224236440981
y,83,8.083215805740696,38,96.32913774587045
i,14,58.6810344312823,1,15.591761995870835
d,12,7.706825493639203,72,0.07671854114253973
r,23,39.03275722575267,83,28.754573877500178
i,37,66.78911964229951,76,45.218269943592794
x,74,19.192002171792687,39,99.72802998324698
h,98,49.44828780566033,90,82.48307249496582
d,91,81.73609089150789,94,40.77570267368414
r,16,67.43840726711746,92,14.310689961733669
w,5,10.412067932660795,9,75.4884152358708
e,59,8.266290672612353,33,74.4551161936592
m,60,2.965667998620136,52,60.08706163150141
l,12,85.68721238459051,52,29.869856996660005
e,26,24.325269811950147,78,26.598779046959876
g,57,37.18088975821513,18,38.68284811355418
g,63,47.99397314137407,6,39.3222453924548
c,53,66.01927349312643,30,99.5476864749195
r,1,19.778220398715764,23,58.43014060980089
m,47,21.464899296864537,50,17.508797145379052
a,70,8.077204889065126,39,7.956514750431365
v,27,22.974049991309364,85,98.88612513329717
m,10,64.08035716915964,66,69.32349411591436
k,38,36.13123956138487,44,13.048325202455302
s,77,2.9420049328788944,31,94.34222028254273
z,19,96.0810291008897,9,41.033515567925335
u,43,47.11323823143982,69,3.3822798985913116
b,79,16.256739740318558,18,69.3696163863661
s,81,16.46037439498601,94,69.04017352868746
e,20,24.67417205224901,9,71.91295151633508
y,93,32.14416597793801,51,61.6348672199453
w,51,53.04866713933449,46,38.22426140085934
m,44,84.50969713012498,4,65.08867349062541
u,10,25.448412265324315,54,13.77045957788059
o,43,3.2512242874798813,90,58.87780301446514
v,7,52.5872598893109,20,38.20045850484035
k,74,61.52435993800479,87,42.077673926271366
e,69,84.94519794571251,79,86.20560703385894
l,11,93.80247501284303,82,19.224509131327082
t,3,78.11898441021683,71,94.0715847211024
w,23,83.26553842412856,94,42.031298588312296
t,53,89.6009630544334,99,81.74690862139109
l,57,10.04167952045184,18,46.54521863419622
i,5,80.84617273589328,48,94.95371846512394
l,31,21.257193476297754,52,54.81883554948409
s,7,73.7074416648012,63,49.63688342982763
o,97,92.29008895722845,61,12.385537171245609
i,6,66.57238737525805,75,12.365800039201712
y,18,66.02352114627752,55,40.98846933214103
z,32,75.2923520013877,97,78.28439435268045
u,55,79.74104623806492,79,83.40705964046165
r,48,56.63169335025451,40,60.121782767333364
j,1,44.75336843424744,50,94.84266906546407
h,46,19.270938413321236,49,25.140976699521865
s,68,4.230237848831997,11,17.938053839557345
e,46,85.5363051109669,12,81.7230894437771
r,41,72.42135303566096,62,58.71227998136095
c,19,45.69521198079789,81,42.426586567806865
v,72,0.025927144813897574,55,76.8967875006829
c,51,79.98631449355686,90,0.13464840074401963
o,7,54.00804229405301,50,58.81782395889758
q,85,43.664077421212546,97,49.341776361554956
g,53,10.037251309524176,68,22.136457417382104
y,92,56.87131285578039,88,59.100020321925975
b,92,88.45107148913333,66,83.28904056122994
w,48,45.39374625876835,47,51.80453762157021
n,72,51.516696255974345,66,95.89694174077795
i,53,56.681923372514845,30,76.76604144493702
w,59,25.847552992302347,44,40.00254374286782
o,60,71.10412923641515,68,40.82219370944104
t,58,25.96432761830757,85,37.98660829232221
z,86,59.99545403747106,82,98.84151106086185
n,92,53.38453214468017,52,47.586472458593065
n,95,84.92471180662164,6,9.193409621868343
v,18,68.54521444295962,52,48.13465867776275
t,6,19.8214694000576,30,13.77003306586989
k,62,3.7463459124966625,14,94.37944405240577
b,49,33.93162404061485,31,71.58356426368589
q,40,19.66753279212633,92,6.4533121523368315
y,41,23.456115196905603,25,86.69656500704178
f,10,65.49406736740787,33,5.876527443119805
n,71,56.158011697646494,80,44.409799811122795
e,40,4.817831920616522,73,42.193771714188586
h,40,75.48322945469516,38,51.834242016599255
m,85,30.569058508563785,90,5.685278079659717
y,49,17.94372482146802,2,79.8367786842467
o,33,66.54412818603203,5,82.69880790163536
i,45,89.16078257949388,64,85.91073651149328
h,80,24.28360739861567,18,70.48558124278424
i,76,70.11017735683961,87,37.982571600523805
j,47,18.174715525598696,52,47.438125147194064
c,68,86.35835341987055,98,64.00044630838829
l,38,25.83552782219124,40,97.84536047162779
p,78,43.05971764801008,87,39.95151503249657
u,18,96.69619598958205,100,71.61124458590862
r,6,12.202190675613178,20,59.081059202185635
f,74,64.43810530237675,34,51.29829913048324
k,75,96.0022698061316,78,45.11209109194642
j,48,48.40447884358273,60,42.89617469398148
f,52,2.9166599578805186,49,3.0448960280736626
j,26,59.42203665765475,25,56.058821769455506
s,20,14.009485725344506,18,87.71161261795581
m,2,83.17051236885159,18,53.27698987417032
e,33,55.24735240416129,4,82.57842163184583
i,61,79.71698882760161,92,58.988098962737844
t,35,2.4698341090152454,72,86.73423275879873
z,11,36.073267190844895,12,57.382546001558175
e,39,38.06252913751098,9,68.44533291696412
o,55,99.42490428779122,86,17.41070255734064
v,92,68.77319068195867,14,3.646616780235934
v,9,13.472049344797654,38,6.541686835543448
z,85,8.868650685678848,66,64.51470077864721
z,76,94.65276731163104,78,88.68854744094843
y,35,43.80426540466673,93,95.74862441997698
a,64,60.937624157604894,45,33.431196203329364
a,36,56.558557705636815,24,92.19126225732404
p,74,20.152585039240467,81,57.45311212114102
y,1,56.75024885285998,56,81.94498952175687
r,44,98.293894977057,100,41.807270322760424
h,97,11.387031339008935,39,98.69106035837738
r,71,2.245130841962617,42,62.82039437042426
b,34,80.53000156087529,95,81.39921144033883
h,41,78.91018657622801,60,23.32810695753833
p,46,5.999391225150374,22,1.648429267073337
h,77,82.15420265179469,42,52.35600957905619
g,83,40.553667047707144,0,66.48379166563501
i,8,3.0088461383679155,31,32.759381696917345
q,35,49.12915716871083,93,89.01140468537253
s,12,63.83345290488489,19,32.44666814322179
v,8,21.863986680365098,38,61.4477208315593
o,34,20.507665255998575,31,87.69444029012946
u,66,2.811711852916021,1,99.72303473492249
k,45,65.36955795941454,74,36.45262533400011
t,68,35.8894338680842,33,22.939592671050445
d,77,69.46272081393187,81,22.194430558837464
s,65,64.25609955885763,70,17.622593081173278
z,65,5.554412674117382,4,88.28632636849738
f,10,33.74856395333809,99,25.56611319522698
z,24,66.73170340793784,95,24.27888246958322
c,42,25.10693082311173,27,89.91376907135698
m,17,71.37900617011654,58,43.330169219432356
l,22,4.910778944640981,88,36.70529228994297
q,63,16.587641807527554,95,93.78243566768035
z,70,7.82730392351052,9,91.87115906789698
l,13,77.93481630666199,52,68.45751994441373
g,73,80.91395047896836,93,37.10266933641996
d,75,10.460863988493196,27,92.60355879488769
p,34,2.927292841297413,64,38.6549850021207
q,58,74.16021488248708,3,25.503272141524658
b,93,45.38558207178301,100,72.59917961031267
r,66,0.7595412813324876,22,82.59275307679471
q,7,15.18970541920297,8,81.97332603252562
u,89,53.29116498308027,91,18.90786405022751
v,50,14.118255232672194,36,0.06979490249729992
l,40,42.76328369081188,50,88.27487744106787
n,12,93.41894606544834,67,19.406688140030383
i,80,3.14699232542921,79,96.87880204757506
a,54,17.598524132671944,95,18.90461690160552
a,92,80.48612745448017,85,74.28377963640852
x,36,66.39541277487527,32,76.63690288074189
r,28,62.08403865918898,41,74.84058845823324
w,27,19.20968475364111,95,22.94197308587159
q,1,36.85237631814628,22,90.90950439557386
j,57,6.130878985069666,78,67.96479813348945
x,10,96.93853279087801,39,51.86288404682844
v,81,2.8108062313656923,35,9.615718744237078
u,4,56.713544699283105,74,53.08322974302329
l,69,21.010724686848892,20,36.10515849493532
z,32,99.20101296003995,56,70.41749886768277
n,56,43.069086860860175,38,76.8731942702838
o,68,0.7739009256025886,93,93.44614745836068
b,33,65.39511733596946,73,88.675511092875
c,91,19.877878397748894,16,36.60278072458677
t,2,92.71027868202029,59,96.15269047543799
x,81,56.63576662986889,26,21.404504446758676
v,27,80.45822056994552,64,49.413775236806714
r,36,87.62919128975277,13,63.56601455992038
e,88,35.98399565248389,29,60.95531422461198
a,86,96.74925007982138,89,97.76718176858031
x,81,78.2187993792592,22,96.23392021601202
s,60,9.481798176569288,44,49.90321205653744
k,47,35.73424830193055,16,39.49689578678698
g,76,30.92157950173705,81,83.83029821622522
c,89,29.001419982526922,0,33.544835805970905
p,96,42.397588741801286,97,80.53604549179215
l,68,16.136871524629715,87,38.99944237848487
y,29,77.59968011260185,44,87.8156029954384
x,22,30.364906415741487,30,31.347924950072994
k,84,0.6353782389318718,92,11.281977334994242
r,31,61.630785782078334,6,23.066497220765125
q,42,32.78521932599019,33,79.41690281779775
c,48,76.9894061684238,50,98.06392476191232
m,19,10.589146547491756,86,85.76042380603933
g,100,81.09782880456406,37,12.4307640108133
x,26,95.66523645994911,66,59.80085286106507
n,100,0.6349559285540707,16,84.01824699960993
l,42,55.48564248950086,83,44.151894383072424
i,86,21.06197717182827,2,85.8685298521346
x,31,26.19524195113169,29,61.033189225228035
f,54,63.92406119068532,35,18.52617003171444
v,99,7.989079722200609,70,21.316871581563035
w,39,43.21212892035028,99,79.84253887535422
a,96,4.91209307358067,90,35.80686023796803
m,13,72.26551263363811,53,95.82312059759215
x,80,10.433012489802007,90,64.15427084543866
b,91,43.90593563982892,63,94.52306174707631
h,54,68.90208001311213,40,80.85371582110005
n,18,85.26866530848861,37,59.64111151850481
m,49,15.786896790648974,51,70.05961539969057
x,50,72.46036759455313,4,23.0711319924228
q,76,67.58453047960678,1,51.76507001514887
x,56,23.81455201114282,10,24.46955974365228
p,83,81.4181281643042,16,18.901165979328894
