V,Q,O,T,S
s,61,73.11163689285107,35,70.90312981941608
r,45,89.05212573292877,79,47.44857481964545
s,90,40.69750712955007,32,43.32812822631888
h,84,68.25223479983532,24,32.418227954812636
h,83,16.95797973695918,44,76.96892089724875
h,13,29.422338188602946,83,52.70532583225235
m,50,5.894407076532104,55,32.61298841045146
x,74,32.388404754754106,13,77.49349715548277
h,6,86.72818042192846,43,55.43611084821419
l,85,69.51470430289095,0,61.69123075081638
a,39,56.68435677987475,83,66.37005930729015
x,70,60.25146271812238,68,54.148075265851645
o,90,80.43176560248897,87,75.58898722316975
u,94,32.62792574620686,64,22.621718306666317
b,68,95.08616001936758,67,67.63088581639907
m,99,87.65246697676359,28,65.81658502830531
i,99,94.85410382818273,35,77.78661019179002
i,12,22.137776957361254,78,26.408850844943878
a,97,18.806918431054086,29,7.150606234737211
q,40,6.748911182794615,46,65.47448188109874
s,33,62.389744566302994,100,79.83118656002782
i,60,69.33245434542265,32,58.9557051841037
w,96,47.63917979724286,30,95.7308085704098
n,73,88.37290579996022,15,66.71950748453231
b,60,40.177855839880436,65,95.73125903299339
n,7,79.98663691157711,44,17.043320833083097
h,56,52.36263514573554,58,96.8284252967209
n,37,86.61759222570308,50,69.86999368474274
w,86,35.743778760513734,97,41.905331848815955
w,55,71.48004638083714,13,52.20343791245901
v,74,20.305546258274155,29,79.6648759029906
d,79,69.18845025102804,56,32.966475480656186
b,11,96.97807055010284,35,95.1281463505522
c,22,33.802441464534006,90,82.21157789644978
z,27,21.629705567974256,68,82.64477974139321
s,92,93.3320086304557,53,87.60505728145188
f,55,88.18604084715234,89,93.73728350149794
a,58,3.706658215031855,70,39.94680352763618
p,53,9.016955813389405,81,58.66486193383413
l,75,69.74087801322796,53,61.872089348583984
m,28,30.64085324739274,81,36.309260797268514
v,96,8.07735366608454,59,20.240748115446504
i,63,25.42203237431697,32,50.942685137738344
o,54,51.09952644066732,81,86.03784947150973
m,45,63.71597983538212,72,49.0688774587317
g,59,75.4140830323046,83,62.81109407212503
h,56,54.063034341916264,69,60.54920538187352
i,19,15.317528767070366,30,33.86542820126001
l,51,2.9501064972559776,100,16.309234228763724
z,49,72.82977920142774,98,81.80744073526533
l,94,47.83035783348677,97,79.0004507686438
j,30,50.48916387251394,0,81.94313154128832
b,98,21.261880530182196,56,29.337918501670014
w,78,69.96945530285534,53,62.19221073467129
r,93,66.37529015338966,13,78.2420209612358
f,10,71.34027108361288,87,93.08553237124697
z,36,42.482917227037234,75,40.02672391861006
t,80,4.820842598943353,65,2.1300626450113214
z,95,85.2883149177657,95,60.49927801241035
a,18,79.24379428052576,60,76.24568465154171
j,70,40.59798157049072,48,68.61710515760865
l,18,55.99450191003675,51,63.73730420487893
w,72,33.97013306856663,14,60.75339363536337
s,70,60.89157273919067,22,80.53590471699744
w,58,38.28001374949385,42,91.61138840641567
z,86,30.974334566329365,20,30.799828541914664
r,5,62.7544762561914,38,23.72131311875838
h,22,66.43906215637807,13,18.047661829567552
z,5,55.25004720954283,10,46.6620988344537
j,29,98.83190034826632,53,82.93781817570608
l,21,21.128508767743014,17,6.615763059168933
w,93,66.53724943879213,41,27.206835738359835
r,60,72.80209510293162,15,63.74122134016634
d,65,21.317764761002532,10,53.891341145891715
x,51,74.29577820770355,31,59.65185687758091
m,70,75.69802876724074,37,64.38442370934064
p,27,27.641254634694292,30,39.48420559929565
x,21,92.45125194097568,64,3.3969239834968468
z,71,17.120683790035063,84,6.932897542212646
c,85,88.13287271705586,65,0.7626081037648835
w,46,34.72135604715078,27,62.00918582137888
q,67,39.00756665724451,48,59.86728429268643
n,38,19.51459385887616,53,77.06869588807562
g,8,89.88999231411248,30,93.25461125064946
f,88,93.4606909441844,21,19.743157972191284
o,95,89.77230453209188,54,2.631028311018946
y,49,42.72702391896731,18,3.0235999325780027
y,21,98.46318809565201,17,77.49132092818049
f,36,49.296247360948776,13,90.81566930713527
l,25,46.92937300895289,84,5.311868413863385
m,55,25.09963271015605,74,20.43844131151421
b,48,43.767855343941875,33,70.61121193232543
s,54,25.035123512968116,32,84.6830194787378
q,45,46.21248746159652,76,81.62632447416138
u,98,53.35441176840422,86,88.26355373614929
a,29,59.86687942092313,89,27.706106854605707
m,84,29.23074056339585,35,3.0377011506566243
f,25,77.73616642449957,0,80.40497049099807
x,88,36.015582711569714,25,95.37771451175014
l,1,18.01337049853935,35,6.820939702897622
r,48,45.115551941064325,89,82.15875105811551
d,23,75.74012838986538,50,87.95931367959673
z,60,39.028855873582046,88,19.275764214923385
q,73,37.99673754314475,1,71.4342527561231
g,31,20.047647406811542,46,20.853059496569838
q,55,57.352667437570815,1,82.0165525594808
h,50,32.88652203624681,36,59.28672799011379
g,89,2.2999061850736857,40,33.75743148183539
b,38,3.3440832053841962,41,70.6931131722841
t,2,69.16548787557983,72,17.3484019771873
z,88,70.91308293317292,12,41.34568076604693
q,80,81.26527310557593,77,25.425531586865336
c,21,17.9254834678201,8,11.778504175429184
x,64,39.2995234398829,41,34.67218589708689
f,14,17.472103313346743,15,43.312979001726845
v,71,98.7806465417014,59,60.245610400067626
v,9,51.14009141598432,88,69.82534175358906
f,48,69.25806570419472,34,8.25137927764782
l,8,74.2721303042724,89,38.24691780709363
a,9,25.233991170265213,82,42.639831747962745
v,28,79.40667558193154,42,28.006121529689597
w,39,89.66890215696046,63,32.320317255238194
o,19,72.77612387811914,51,76.14313891653728
c,72,15.032034701103836,80,95.93775353347188
e,50,24.1219785360288,44,18.880585680092686
d,69,87.21524915265675,68,60.17169438345318
e,58,66.40648175844657,40,43.342637117067575
w,27,69.96519761191483,25,83.38693093086502
x,70,81.51893838640001,37,78.86097164521092
f,35,59.75387316028827,69,2.3926260452513115
l,56,5.734975913946383,77,88.77643494816695
g,35,81.22977712664354,92,7.93041219157693
z,96,98.4759868240084,78,68.36816849214898
j,45,58.176605533396334,82,95.76135407108055
y,36,94.697814247863,97,99.20661981585214
p,79,72.59338183682466,20,84.43858567146741
y,85,7.114110802665985,49,3.3905901767957602
g,34,78.55420782192964,51,69.10250217288929
o,21,40.74410038966266,68,36.47576184372676
t,100,12.847780108093353,66,85.48356069875163
a,61,32.54482159633606,32,51.15176121435231
b,90,18.96371792605791,44,80.80383100222899
o,56,59.64851475657408,9,7.46274394702211
k,29,35.52089713930378,87,8.151562365264297
w,17,88.55617647046205,66,23.196761451911474
n,33,99.25257054172103,94,0.003032849531270365
d,49,3.910734108531,86,51.388610542977084
c,52,59.28999733234196,15,31.94036753377425
o,46,42.16216576653744,11,7.324249055763654
b,28,54.68561706907117,97,14.531392748880146
q,56,94.4953707576562,34,84.91619537892984
w,17,2.468223705407746,85,92.59330824280813
v,59,70.2701576607756,76,80.3764402941092
h,40,26.30579653318795,89,75.6789586657773
a,54,14.023580943812108,48,76.28025706977272
f,44,47.8938807305886,29,21.31498814562519
b,17,7.714636112386808,93,53.70477946655853
b,16,48.55101421915572,99,31.889215625826207
h,39,15.330508367957574,28,25.154826293764277
z,14,61.57738041214205,22,30.641196206826283
v,23,64.21360764482206,46,47.41487237006618
h,70,7.460123428006971,22,10.725226255694986
l,36,46.60007712108752,15,58.233156342961024
s,63,25.316432164196577,71,60.28542361499649
a,57,33.06215879993151,70,17.721172309679435
t,95,44.85704706841531,47,48.86624026992925
w,80,46.019485420110385,68,61.99837240430838
u,64,32.03163470390038,89,62.03217498657225
v,8,37.190159724382035,22,71.9541151877365
m,48,39.31884779034734,39,44.83127967242477
e,43,31.6026645563369,77,47.058987364248814
j,94,38.76139091475752,50,82.6472479712832
u,73,59.31457513035081,94,38.314245086750574
p,94,9.769597351057913,30,89.70934909108799
n,66,92.21431062936367,89,49.77873774755882
t,81,92.62735551723233,10,64.07044834440731
k,40,16.257377091951643,64,53.72337890251786
i,12,25.182675530820596,19,10.96711097132822
k,11,14.441123730546524,68,34.36663609109376
j,16,22.06827671403042,83,8.522032648739042
c,36,34.420923373226486,36,56.358479735591146
t,99,53.821674775691974,27,13.824528237892864
a,32,95.15588650607596,24,72.30310067871204
l,37,93.60172944168646,56,41.49355333918358
a,56,78.90410853607675,74,99.92941196178651
f,27,52.60939916081765,95,93.64497849477908
g,85,34.31922416396178,39,38.90988475735008
y,1,22.14865635405886,18,98.51949754679069
t,74,59.51517616427439,18,43.814091591156476
t,19,23.788343048416028,84,92.180904167455
p,44,6.160991622324907,61,35.622996637512415
d,57,94.30306911487907,14,67.32955030317126
z,51,8.966658159876351,14,41.75080733732576
q,56,7.65699831005342,64,77.77902836055888
r,48,89.83441454074149,99,78.1726219015329
e,67,91.41215280061259,83,69.97841383912456
j,64,5.312447226250605,47,89.55593457326943
t,6,26.632495507506338,73,18.317058644969975
e,4,26.546555562556073,81,92.85542812440065
a,63,65.40934775688336,10,61.51579905403906
e,88,15.828196647405523,61,33.69626870124998
g,77,69.23009140080869,50,16.51035200794002
c,7,82.01100300476426,83,93.14393991470996
v,39,20.517472206537423,14,95.80096767580173
g,35,16.68421084263465,36,56.243962708086606
h,59,70.4760479887399,20,72.51029035835252
g,76,37.90091928697503,85,74.73754974917459
e,54,78.04993837015476,13,41.620295255193305
j,2,12.853675134251974,35,23.363103839339992
l,12,44.54627103557802,3,46.90218353376078
h,46,70.65563846418735,85,72.41393282623685
g,80,33.69170313530396,53,11.519372250654602
i,56,61.405266821715585,80,76.51680998107373
z,86,41.8883315587108,4,63.461283209911116
x,46,82.25891050562375,0,54.374755836859215
g,15,66.81997922323156,100,54.9077600792163
o,81,26.63038257299665,0,15.190859075667495
s,65,76.99224309320253,60,47.13930153738224
s,10,18.53207708610638,6,54.643088319927536
e,92,94.46147840528968,45,93.26950011238814
f,55,99.35245073519205,92,2.9032992576085603
t,31,25.170421590104564,51,12.196970696108068
y,50,96.31521266401923,99,96.73916563934037
n,27,2.364886623704021,77,47.87582831256842
d,73,76.82057347513495,32,12.214437768055708
d,40,97.62097574556078,65,17.08714292641237
n,31,82.5109384046501,0,42.75668312797113
i,27,85.46742403130256,82,9.307897809377973
u,60,80.06806862164913,65,57.28707927115406
v,19,59.68187249801946,96,24.43236144724349
p,17,7.627484457930189,81,96.43587523050647
b,2,34.48835221881821,80,62.895263549819525
x,39,95.63246631334805,28,7.879220931873032
w,94,30.813584309233377,68,43.962886227796616
k,26,41.281981132526255,73,74.04738799628028
q,66,37.023363589303216,27,82.71053951256089
n,78,97.57546783407363,86,27.9357803190445
k,12,31.11330686537879,73,78.56758305605533
l,41,20.684327274663904,3,2.551921302705351
m,86,32.63161669894396,9,0.1799796728045755
l,91,90.27739226965333,85,80.15525808389697
z,94,41.40380058095445,64,80.78426737499795
i,34,54.82472499702058,99,53.052613015811765
x,8,28.60733591366018,95,23.809671622057472
f,4,48.47794508837482,64,80.67844425589179
y,28,78.12792640054631,28,71.95251901416351
p,1,13.48704702762954,2,37.617839750659876
q,53,24.627828288179067,6,57.74065538562074
m,75,92.46225271228005,75,70.5344560289797
z,21,7.410268692013144,90,7.190784731724742
e,57,32.271011112093895,12,37.799009216711845
z,49,54.850253896348086,73,32.566773739998844
w,98,23.33676838397558,79,43.66850642406467
t,38,7.099509507530843,57,43.962232238346765
l,25,81.38411876974244,21,99.38128034442353
a,46,62.045791552627726,36,36.699759817085706
i,9,56.35075046496563,29,55.2577618047187
n,49,43.31251810295961,73,8.732143220387467
i,75,91.22921498836574,23,69.74685836090472
l,27,61.19746810789374,51,95.50161300047607
x,27,53.185751770201286,16,38.21965530022562
v,55,79.34698203922973,14,6.319597740340499
l,44,24.266507071662314,10,37.07526932259276
g,63,22.172078236474103,43,10.402543439498114
v,77,48.73128652984489,38,66.66617354833072
r,69,96.96179189050666,49,34.36771755222717
j,24,68.19913129067638,51,92.91182937026316
f,13,14.279814130141244,61,99.89503073562202
y,94,30.711978588460433,13,54.35403856907439
d,72,7.388464430494912,97,20.044375337005015
g,87,93.20105113298119,33,16.600483722620595
s,17,79.31075880111838,94,91.93739802459119
r,62,94.91097173910177,58,81.05356686214081
z,83,11.935606451532676,57,21.01738925442277
l,78,58.177591883377445,38,22.432330386994714
j,64,51.12807181315047,29,15.691903174080979
f,42,10.36642270904694,18,89.25393037494005
n,24,97.07623453830065,60,88.53466666558181
m,78,77.93673912507745,52,5.429605479078448
v,69,72.03427394206324,16,97.25719475470916
t,57,77.49642814068942,56,70.69055933044545
x,85,28.556618293195157,100,47.581946679627954
c,44,25.78906263752556,59,77.95350565992499
v,54,9.501737272817257,6,8.402330521545931
h,5,65.46859386590582,27,44.63204089889419
e,80,32.77889359003091,76,33.30127631385212
c,12,6.406403804017657,68,6.643805496396038
z,21,58.21493840458785,25,50.18019376991487
m,19,73.41153613056903,39,54.63042306504644
e,86,10.64262773883289,59,15.742638868105164
z,20,60.73952036632444,79,95.80253915498268
i,54,26.62231739804276,98,74.80941711979068
m,31,71.07000124880784,17,57.26550193986143
m,73,84.87011214834826,78,54.81119493770894
m,23,35.58009465307151,12,82.83380846719793
v,10,49.14707906910055,24,20.40782605779755
e,94,80.91803885192247,17,12.36091565799915
a,72,80.65358654228353,13,10.193338902292759
o,69,81.55611138733528,71,25.72671905014845
b,85,39.523188685791155,83,17.591820369554846
i,11,64.78192843939262,91,47.61914997906926
t,62,87.6024277912624,59,54.99699532687181
l,6,34.982548744924316,64,70.1737912729432
x,13,12.959614968249122,20,29.777807031730486
m,54,9.548775686809863,79,49.53785974319719
t,20,87.81299200475145,25,21.2207858686697
w,75,48.816643241709826,82,52.291695548751335
b,58,77.80867160026185,8,87.68485232279218
v,88,39.539903779543806,7,81.91640997009748
c,64,61.80706808953166,5,17.611977401702827
v,32,49.323356395838616,24,14.388837626097429
a,51,39.44320564726347,79,9.899850114437625
r,71,13.507073145187288,92,9.249563321974163
u,2,46.76115823907567,40,23.95525277875883
m,31,56.32838206686572,29,65.2350617355968
c,90,88.52004638309442,65,2.6269628559382197
p,5,90.45789009078761,29,21.486423524172828
w,15,84.84992894815666,82,47.536195580675326
t,1,96.62503984109722,63,11.72881381187414
u,86,90.29058009690158,67,62.852457540203275
c,56,94.43709706551059,25,47.70148985816082
d,11,81.26428326127986,31,18.357012064140534
b,25,28.915626261874962,11,31.821512066095682
h,97,50.07894837265188,69,78.55230222475315
a,54,32.64083446255609,15,75.13831665571495
g,61,74.6500245953908,8,99.89082508178922
n,3,9.531252713795357,40,15.431493738974012
x,54,45.463419928190554,32,35.29027063002989
n,31,15.08909457316243,92,60.80948249133312
f,37,4.211102081014095,1,12.87885935600559
o,70,42.35177278597232,95,18.740595152899253
x,79,48.01178251006579,99,50.357428068629915
l,75,97.53609984744736,74,18.359308521645534
j,21,31.186740001495238,14,43.10624743182267
r,74,96.53340785734837,63,92.72324333210838
d,91,31.383083557132842,35,38.23060868803518
d,81,64.6542855415853,29,64.19026710650911
r,28,21.250981034098903,39,67.76445507150422
l,56,42.33947284002397,43,17.259861617125203
g,24,98.66681924075094,93,30.707956222289702
q,84,93.81380125397283,26,15.412550654797608
v,82,8.281425826740863,17,68.624722956107
y,27,3.86394121503556,47,82.3223372213072
n,58,2.5200217142788195,97,64.44214420566334
u,90,17.31129708924084,47,89.04872798614099
e,51,23.467393785952815,51,82.36343031941594
b,36,66.47418170682393,65,76.4786271385876
d,87,1.17837877235909,77,40.20636714149762
i,54,49.52617409669313,85,45.23906488012849
v,31,15.679735894223313,74,26.035038923413378
p,28,12.42509185218318,48,11.72293600549562
o,56,15.18415574497265,40,6.833533475598275
y,75,92.6971842652379,71,43.16828836868923
a,2,21.58292277791126,72,85.99145624596129
f,50,4.502765137739207,50,35.119379516489445
d,85,49.218213615132775,65,94.3705255562498
x,32,74.78759755346329,42,26.444631635131234
f,100,86.98940535231219,12,21.840959074246246
l,80,45.18980093819148,79,55.31195789329091
v,54,8.944656924453076,36,86.36658173592865
y,67,19.343374817337843,82,0.36737928383189233
o,64,39.8936085401804,39,88.38803569708665
q,23,29.592531530266342,36,60.9689291657966
o,57,89.93566145434392,81,53.93030580364412
g,63,83.39009799109115,78,79.58322345642247
f,67,13.602168251067281,87,51.465631483771325
u,20,75.28033875378779,66,11.103420505967975
z,12,30.50204306974189,1,31.83927664573616
w,87,74.59673497869085,94,98.44687114147197
l,51,94.48759221127992,6,9.787664822303753
n,8,39.20214459715983,80,46.12379826814499
e,18,24.554455960459943,86,18.976938121478405
n,36,84.87004798292912,67,70.69245673678121
n,57,65.42938821503922,23,99.07641401836699
j,38,15.941401224330331,81,97.82721494426326
g,79,40.597301311210344,42,76.69276052395715
c,53,92.28771506004276,87,31.797296312530055
c,44,20.051459147797413,52,50.81776711575953
s,44,71.2362804197594,3,32.98831195119898
d,10,44.89210603136413,13,27.240796495098373
n,84,17.57763097218036,33,14.813972209992388
b,28,41.610736636979205,86,82.05444431703748
k,88,62.43606088859116,22,66.11213126642939
i,37,12.043580661700904,0,70.67960782202859
