Z,X,C,O,G
d,62,9.114966810507518,40,10.823203176276996
y,12,70.43314659002525,86,16.576912929389064
u,13,60.92407497219418,61,0.06599085482376088
u,99,5.140382238152219,22,64.26454822811235
n,14,71.8759367044527,70,84.45056414861915
t,74,92.34483092497226,38,77.13102552797513
g,71,8.792666322949216,86,10.485420261413282
a,7,7.637038847381639,74,67.87690926840548
z,25,75.00146662769399,95,97.27926650086879
e,82,47.1352679202573,21,66.89461027471563
u,37,32.13076793093273,1,27.852080224708676
b,49,52.70532877301919,92,77.29785266856298
b,80,42.932684866631355,32,94.44083197668225
j,2,80.00312053263269,78,5.893999399319894
l,5,75.35700874129951,17,2.7526966001514386
r,87,60.93708301878276,92,91.61239304405416
c,78,21.420291259984793,21,19.549335712319117
a,10,11.405860509740561,29,43.23637803812059
h,87,40.00343071127741,41,61.84237655551008
l,43,65.85584544152191,75,41.30209713865881
c,27,63.12995792305686,91,89.28702389774682
k,67,91.70998932111185,66,46.911114444463884
a,91,14.951944928793914,42,45.08226782629479
k,61,59.30279022636547,18,8.292866782570629
i,92,36.628138394178286,91,55.66235670091384
h,27,63.32755477177853,66,30.06163151339831
j,68,73.76926056376799,61,84.66873475879683
a,61,88.93460938959026,53,8.937930392055925
z,57,60.54415606490428,76,72.62062435489092
t,2,37.1738555484434,13,34.11881054446396
r,75,81.64968229815618,73,29.734172392737236
h,54,86.95390101193009,75,99.86290020363492
h,90,31.820165915309275,78,70.16246406530976
q,94,63.096989814730186,85,18.612349759904532
l,60,92.74541191445121,41,66.81830053811144
r,53,57.06508480103428,94,1.4552729075079984
t,59,49.6888557657701,89,45.51834112861178
w,98,43.637644151124455,55,82.79686401815322
f,59,85.7807343674685,75,48.04659304091127
l,99,33.71430630488009,93,25.589550276153506
x,8,6.936742884331581,58,14.935473790700371
m,9,67.58449197561913,41,86.68030628989416
y,62,21.05450407491403,69,53.443339927266464
a,86,83.00587297170605,2,28.240796834874082
m,84,55.90631013455851,68,13.600547179256372
x,83,96.28240569733666,68,17.353565995496865
w,26,16.95623116464189,49,81.52306256901659
c,78,96.60611859154486,27,21.77020090106112
q,37,88.71352038542143,49,5.755672684022528
a,97,69.54627993248246,78,45.409118126958404
p,43,99.75732338794543,54,12.306548282539975
s,31,27.595941476442732,24,9.12265939893363
k,10,8.866642377876877,16,38.2010774129078
t,52,70.14276948891847,69,53.39825383114919
r,88,64.7041477409455,29,26.03548769670513
l,44,50.85660615022639,0,67.45291347664475
r,60,0.8015564482762527,22,53.76604106413012
h,2,99.56867060742877,54,54.24316041572166
e,96,17.72484150160093,36,94.3713607267906
a,56,62.16198627274721,5,78.29828490222359
i,80,79.84850331589473,81,98.6174932974731
s,28,57.474747277462924,41,80.26440123539234
e,17,52.225080097326284,18,12.991702780702074
o,92,95.48926602123832,23,98.6770721949382
v,18,1.3510881683280962,84,8.3015275581101
h,13,68.76076279807619,96,10.064175799445941
a,33,75.22615774191893,67,62.68737292977345
e,9,98.29699197384235,33,6.616327196428651
g,82,79.24918190161108,11,33.2442423515482
l,97,20.49476659358902,48,13.646627423410196
s,26,9.863119255333707,54,15.730934201128088
m,59,74.14700536985666,71,74.29566603094338
k,3,82.72299720530337,32,15.687926958141052
t,31,93.20450246491066,71,1.5656472508905006
a,81,88.2475678376829,94,12.464983842553545
x,90,18.858509796474888,92,66.93892683350145
f,78,77.06476892595553,51,3.877366531015758
d,70,40.886887418893004,31,88.02415462926308
t,53,65.67080396491662,34,43.68118764340446
o,54,92.84372383698505,14,79.95501711525995
n,83,50.89302718528642,83,38.497477414464676
i,68,54.69842628161017,73,7.295548890637271
a,85,16.600200666916365,28,49.19967592656521
x,10,1.1461103326860234,55,79.04663839822248
m,50,39.93773366767043,11,80.41182894282679
i,72,79.18382805090243,27,20.629149851404925
x,66,83.52206172098563,47,63.46206184352782
d,64,69.61450297594608,22,20.048431524655697
a,32,80.59406047841341,60,39.83976914533406
p,66,86.40942304435374,7,94.74707361064216
w,100,69.59841269181706,47,67.37217370890471
v,90,76.76244342388182,75,11.842556017403593
x,5,25.210602703457084,70,23.64191469007455
a,38,11.434961104288933,8,14.300622896882043
g,93,85.83978920921619,62,1.7232534511610442
y,36,38.5799543889109,39,35.05723560763222
o,24,24.256734006902747,73,27.32560659610972
d,27,43.44939284123388,74,9.654395213461363
u,54,30.43729795393515,9,78.66172132988936
g,48,30.964842772910494,22,29.977605378881567
i,16,62.85638506190825,86,1.7416778058488402
t,23,60.28576866413273,62,81.68780548820311
z,42,6.9947740002274,4,27.02391145190639
f,85,89.82021514429599,52,51.25272784241003
v,45,10.107574485443916,46,9.064904540282793
h,31,21.344425553788383,80,62.381427335792594
g,41,44.66510238834385,0,27.86996376355564
e,37,51.612968230897536,81,39.484559192317136
v,56,48.19741777657674,21,63.33227862985766
h,5,18.87631005166729,30,22.833925100268825
e,48,97.1589177058483,96,14.026363333828352
t,60,16.27096448342783,9,81.34173218635713
n,100,86.82419699735455,10,87.54489784606099
m,36,85.77864493411062,49,61.96928743428182
s,47,31.940482386017333,56,29.58603878120025
n,58,23.34235099168852,28,34.56253995782939
j,31,39.66820703026255,84,76.69966557936455
q,82,62.89014037552113,26,83.21082193378102
x,85,37.88010495496715,73,36.53822389106096
v,5,23.84416332180981,17,30.003149525708384
l,63,18.2532525131048,46,31.103536956710975
b,20,58.45077174174469,67,29.30968818884514
y,56,48.621274310614126,73,93.5697555847244
n,23,72.57778896974136,55,0.15158507201474825
p,47,12.233798966853648,43,8.423724540750598
d,70,32.57299300306913,71,75.82420626601562
d,27,43.47113240861672,89,87.81649109362326
v,9,4.07908150165035,16,65.61513838424331
i,31,51.7836663125038,23,46.41949565006291
m,12,44.995502775356286,14,40.40182187404714
q,88,35.846511242337456,88,65.90932072037631
y,97,9.927530658077742,82,29.953618021567397
f,90,70.74215488534247,48,39.41382451965012
z,4,2.5169654504414107,3,25.29941156260066
i,94,84.45884695044941,85,79.8817481800749
x,2,19.10785514790878,62,70.70164559649832
i,36,81.23000396459956,8,9.188971684620617
r,49,42.362998413318344,35,83.0951037967964
c,9,0.49988436156003235,44,21.33696330343765
p,61,41.080677958448575,21,24.21679811319889
h,43,16.381626090277056,11,33.447882277526276
b,81,87.4533959516123,33,90.7393539999089
h,38,98.63052492986863,92,22.57795628404572
g,33,1.731922347608239,93,14.261973947007645
v,4,18.475322304857066,64,48.23409541838022
z,90,84.57291833103388,40,57.11294145168667
r,92,72.36193148956261,99,86.37136293866273
w,98,33.232379687209956,7,75.5822829798927
m,41,17.426887923245026,57,38.969050553062424
l,80,61.05182580529029,70,9.019123169651754
w,44,10.68602105169585,76,53.40895520525157
t,92,59.49550018049658,6,24.486547904454568
e,89,2.9483014569632315,8,47.66538213977001
a,49,49.76892931140892,86,65.48210871392163
i,65,69.89989338678825,72,62.25419511192152
g,9,54.064126904614874,15,51.1034754044042
o,0,4.369047333163223,84,87.4569030948673
s,13,15.407040587895116,36,99.49267293046877
c,21,83.64314972938028,17,67.30127770794279
y,71,49.24909230683291,33,34.756371999523616
s,45,7.208602889082649,54,29.871147856105363
b,93,49.269127176877745,70,43.28749499071108
h,58,89.76761033891239,35,67.23868649607768
h,76,53.84612759569964,61,97.41077980559608
j,75,73.05050998456728,73,21.844963602593637
a,40,90.10595939131186,13,27.85165401368912
s,46,69.6135934987017,27,90.9361950261145
x,85,77.51524104688446,62,99.21332967222173
r,39,68.32513647565358,49,20.289401837901323
n,30,94.60605006107788,94,4.438328733187735
v,100,65.94403557383582,40,83.0357212966307
a,6,19.21756962240163,84,66.71906503844404
h,13,35.920150967192676,32,89.58214126648669
v,88,60.760960427077414,58,69.22539843020769
r,65,18.172264423003735,57,46.49127434208889
m,15,25.282383052853863,89,29.22879173190458
d,40,66.81712403320782,61,92.84114723632615
u,58,56.221959396968735,4,24.999394511438943
g,41,23.147241743365832,93,3.476789323365581
v,14,0.22658541116674646,84,24.88576733358352
t,81,22.767756760763945,33,51.96081020095848
z,18,43.9401006132056,71,54.69115960314578
h,77,82.80485608771369,34,84.07300614823896
a,79,31.03390722607433,96,65.5860943214663
s,35,93.67274642340816,10,68.44448026169981
k,10,3.199442030082811,62,24.237613206069277
r,32,33.46125620986277,59,88.32508283318982
y,57,34.80462947355535,2,78.34346844667877
s,10,55.29497868351619,43,15.48769252936707
y,75,72.72667067220866,14,9.10796715487171
w,54,48.30222359740862,7,33.863740476819395
u,69,48.526023798558505,21,31.001238336917435
x,75,96.05210556126681,3,12.215767145512036
p,30,13.410103632652415,17,89.57819050576131
l,36,62.57532526230091,27,27.42575347502806
c,35,32.3774607032144,70,85.17044368145963
f,77,97.50490929604429,77,56.38761868456038
e,56,11.463989525797846,9,34.18709982217519
h,3,58.124559228681164,22,35.81524209735548
b,9,82.80665224303632,28,61.322092802593986
e,66,43.581274536955206,22,17.53838539657524
v,33,12.75846222450121,34,48.956177605758185
z,4,88.02213199491952,57,57.14662413392193
g,76,30.02172817616303,5,63.14858777889274
g,9,36.71047884369959,83,11.726822384003944
l,50,7.302732000247037,82,73.61326688259041
u,65,36.700816857270034,35,84.0705606208893
j,10,82.03931750981035,10,46.77392454597251
m,68,44.038351629088766,66,85.19469985133196
r,81,54.01651883078237,95,88.33207561040496
v,89,44.49920962081774,81,20.607341765676736
x,37,64.89094436287536,9,13.803059946186657
j,88,36.12890512601826,7,34.18374763108114
u,35,46.385201323928236,64,64.6591986188592
d,73,65.10561667205795,71,59.213697425209645
a,41,35.059039501734446,62,59.70122593436855
z,20,86.47911818979445,79,41.864651087329776
k,63,8.584508667628688,89,0.009790569630929724
e,85,79.47277104630899,77,55.94337047593457
w,88,3.3425632213700984,17,89.1745034349939
i,0,14.125804094333361,72,16.71177860355134
c,99,59.80027100146472,67,2.005420803185276
z,81,28.732088764491838,13,11.59434095292603
t,39,7.811547945495512,54,40.14554490432207
r,60,68.60748506850162,68,14.70161663741527
k,24,95.78728019910136,60,78.55798134785314
p,37,89.8661762031413,86,43.65612019227216
d,81,8.63496441586623,52,70.36012759128815
u,5,77.18459400181598,31,70.26220410682026
m,4,43.95581482093438,88,80.05711571245945
p,86,72.45340918426231,33,94.91139955998099
r,95,99.9424841582897,22,47.774598104289254
l,80,43.9000913161245,32,13.732754949195947
v,65,4.18956246859723,33,26.671893475727714
v,81,35.68293090904009,96,20.621098801949124
a,35,72.50199271889278,12,55.73115869434182
x,76,50.92353863432686,41,6.662149575132559
t,70,4.6129208158146024,96,67.9314960359365
l,35,79.65552794975082,66,80.91446925013761
f,1,54.408759112245185,2,55.65478961308118
q,49,45.121767079339406,81,81.74223237028767
o,69,35.43327391870616,21,5.582531701078263
o,15,50.501850304923835,41,84.1696185502773
w,24,93.2999105959813,49,84.58567617564931
m,0,66.15842697821134,93,13.750875133528861
q,23,97.06122572746828,20,26.745820608178672
f,25,77.88501180241273,51,12.977704302188442
c,59,22.417959417922994,41,69.64235347621829
j,61,67.80347092618976,28,52.939489699523335
v,84,81.19096692445098,18,70.62228149287664
s,42,62.5162886848287,94,30.973312868478576
z,32,62.3758592419875,10,73.53215119733078
g,82,34.782277537629156,13,35.1392896268646
c,27,19.32963800217421,71,64.37086022577618
n,2,1.1006636201360998,1,78.96050622984507
p,6,13.663756079720335,21,62.976768586388296
z,13,12.451000070058472,52,81.90511851096527
n,33,25.6911121745505,43,38.72234605208141
x,38,71.58110895631846,100,65.05736019437454
a,0,78.46800512807643,12,21.688607589512156
n,9,63.44302753442952,10,3.3090370519188284
r,86,17.561772038197667,72,96.20525012848675
x,25,59.80443612529409,83,92.6585841233489
w,20,80.06540057129719,92,67.82931658919848
r,5,84.21393197153031,51,90.57194058120386
f,13,90.89871935388855,94,16.41380326943024
w,8,94.12871313339245,63,47.441395916835724
w,21,52.85148276422611,54,7.175062474247762
u,97,84.4317398347546,6,18.326962079812336
z,90,51.21688442176282,57,91.04634966293402
r,19,31.841554112993542,19,54.697057788336124
y,55,68.42396670955947,55,54.68259301270234
t,88,77.29301152405687,69,8.882665873573591
w,82,16.19053617143552,45,38.75671397223515
p,3,99.73932707025482,3,88.08494943701594
b,8,67.58831493181331,93,28.84684211451143
g,40,13.603556168467268,26,64.43654328711716
m,47,90.16643229924209,73,27.163957329172185
m,22,58.5385247058016,74,67.75746214034713
k,74,43.88921584703478,98,95.34643859709942
b,81,78.78072978750012,65,62.29378832672305
t,76,55.176181077192524,77,28.782503667415337
v,79,12.58219327797626,96,7.896566159842133
n,67,0.5828112148949738,72,8.78892496080067
z,72,12.160851764504754,66,97.44336451288456
u,54,49.522260731176836,97,71.6493361527109
w,92,74.20698855667102,12,21.99411372326243
p,35,65.5152905469986,16,37.21198469244652
j,91,23.500966430552637,92,7.062017059660752
m,61,16.49784094812591,26,17.030254604453454
v,16,38.232450690810346,69,29.54998711239759
u,18,56.83820251855957,22,99.614819160418
y,91,71.6826296748793,40,50.19761551327277
c,100,91.01456455485254,85,17.294670600118256
a,41,77.93038886926101,88,20.222488404851134
z,3,41.939531278743914,72,40.759865388310835
w,84,7.159407155689578,76,66.98175271387184
b,36,78.93808458741945,4,85.743184571381
i,25,3.8822898763626768,37,43.97522765601909
p,75,27.289129583573303,70,71.81632947082913
k,50,54.17877782938499,84,42.95872968299849
c,58,31.45779529245506,9,16.422231654297004
i,92,65.54374461621832,8,92.62710145984883
r,15,55.090529484061875,97,27.20319857626784
w,64,76.19949283695232,96,45.109212922270395
i,37,1.1559392038103966,81,65.36258809744095
h,70,33.54918673785028,5,76.24681363315928
s,12,82.94631421422098,8,95.02739996390693
p,5,1.7256014305422118,18,82.34218832777822
p,98,80.85359343137817,68,58.284448738065976
j,71,32.14888980331195,70,45.80118603414252
y,35,18.108027265669435,66,83.93173004957897
o,73,52.32251604353589,52,32.764298906044154
k,34,46.382597043705076,1,49.98653096490007
c,69,13.791815374268957,3,6.217770132733258
y,8,76.47803284530596,26,32.67275493997281
o,63,50.10958228159127,60,10.587841495006224
i,4,26.813268545627167,36,26.414903543941204
m,97,66.04028157040557,76,40.7080170519191
r,40,38.162841189965526,66,34.579200320243
p,47,10.22001995752947,26,68.44811929536975
l,99,50.69193516815583,94,90.45152906301193
y,18,37.8231434846233,53,50.8083209227132
f,74,74.67090847192455,39,29.124767929718796
s,33,81.09758539393141,65,89.27663953256577
z,57,11.769815258147398,80,63.76351754464288
c,37,5.665907930207037,17,10.046341021823036
q,14,73.3352149395756,52,40.05182786044571
a,8,56.929223363954286,40,22.83896571180566
e,29,2.165952708108898,58,12.152414238142573
s,52,16.37745672449403,36,53.68556054067191
n,39,10.605743209445928,81,95.4328241844686
b,41,89.63988441145642,49,9.082603293597824
m,58,97.4066693936401,48,63.77235792130217
g,16,30.050230946035906,84,33.462819253178864
x,53,99.55257528772616,54,53.24793458099708
a,0,67.66984494912285,100,29.329825010972588
l,94,67.68213450378173,88,53.96286079154303
g,1,70.68202345309483,90,69.17422476053731
b,43,66.10397646810372,42,55.296868425338786
m,67,46.73884568338293,33,54.411031594568485
o,68,48.82823087735962,9,68.6602723132482
d,53,17.037347422266723,88,27.580764300703066
h,18,88.79907769600715,32,14.00560667279377
h,53,2.3817932411090426,41,91.89742720184849
i,7,89.05743463603672,78,26.05635163220057
g,66,82.66739545678564,8,8.756779319785313
l,23,44.265643609403035,55,4.323374870099306
r,79,20.57518865847139,25,3.202031794083038
u,98,34.48906641345316,68,22.928564554806275
a,54,93.5454187484917,60,54.127560438390375
h,45,65.85909256689774,7,46.55506278718248
h,52,92.47012309909556,5,11.668409776808597
d,40,67.52366893112354,74,98.75839457612643
r,92,57.34410431778526,34,63.30903953469679
v,29,98.39001344801437,6,60.635026190093896
k,65,90.6677298299479,50,59.41807579528913
c,40,58.218299070462095,40,75.14413927717773
q,26,36.35156004849216,91,95.78581386068954
s,53,18.345529573098183,6,50.5175530996817
g,14,89.74750473099323,70,15.772845806327895
h,23,49.40609346526055,29,68.16280298226648
t,61,20.202433672059893,9,30.162995152959716
e,72,87.08456268608312,69,14.96635562943316
b,29,93.42059366816599,7,58.54983850355558
v,99,96.08315125163884,64,94.14807858692419
d,74,71.20620729480606,55,4.529093532500539
h,82,39.62557623876679,15,47.560896297977976
n,30,5.635111380916991,57,88.91952988777528
p,54,49.365029712472975,24,11.164443027869531
s,63,87.30940068228958,61,24.296626394650932
r,70,19.406805593004727,68,12.468951371304382
w,78,50.34128659172151,25,32.0678592690641
v,75,41.23955336733353,66,6.826875797084031
d,31,49.86470098559599,92,3.4086119692840033
e,43,20.195524363971927,83,74.1441649725474
h,74,74.22095159099287,15,53.15879446788062
o,99,48.50446713561456,39,93.00424503566354
a,5,48.330703542071895,97,43.538158640958194
k,79,15.464440365460364,65,69.86833050883745
s,20,86.71708300053137,56,14.51173291733826
s,13,7.123540953027541,61,71.91290872993937
i,98,91.05019582232771,89,31.405988778264373
z,76,80.70408812376608,4,48.57727259726021
x,20,75.26401415229981,5,64.93721594030141
