C,L,J,Z,T
t,20,51.64295292198721,86,79.41675929085964
c,5,89.10248053266162,45,7.888844400449269
r,27,8.4226183835579,6,79.64361134326376
i,74,52.12115494378685,72,92.3657637531163
e,16,52.54212898810216,32,36.00945953466962
p,32,43.67259077804035,34,75.27243697536196
h,76,19.96908532552676,7,30.968792011711177
x,80,77.14381906051653,58,87.55664481138594
l,56,57.08402164622667,95,61.98875706419836
m,2,37.99376372668707,44,6.123620431312727
n,91,40.96079544926808,71,96.12431639314846
v,26,3.33066077025187,99,20.435614882510578
k,18,77.38977880020447,28,52.03443215354021
d,96,27.575026342792263,3,72.01173208607077
e,10,27.776567351408012,80,90.12875206088806
w,22,21.020620062094352,77,68.94462556410767
e,30,61.5226621838946,16,48.03405437279674
y,49,58.40418035379702,82,50.03358207511809
r,96,77.1622359557462,23,84.28536482658797
v,27,48.12782526416947,65,48.29369800010949
x,76,36.00366572136545,63,92.52592348941641
r,42,27.75379812122807,63,7.105854425446367
x,27,37.58757206493666,73,61.27733525681395
m,71,57.674954388265256,58,81.91508448576597
m,19,66.67631322765237,0,69.04430909959723
r,15,65.94415575135433,72,96.53555395510736
a,71,16.61842558935749,85,38.16233550152505
k,6,31.57903582947148,60,34.73914949654596
b,51,53.72150072128807,61,40.987798226120894
h,55,60.7920658874483,70,51.88768238984619
r,77,84.81380205203321,44,27.6722097094374
w,64,88.65934328661787,43,9.471547591627438
w,52,95.39396470578288,93,71.30097094259696
q,49,33.61868199194406,66,26.159348950299098
i,82,29.20368724413722,9,44.3384367253841
i,33,73.3492609410583,49,20.29312776579181
k,3,16.35414312289519,83,77.29631765343741
l,58,44.87291023696014,30,90.3396197952546
n,48,64.30659903872478,69,19.45077889950426
n,24,48.55457926403953,81,34.535602047209345
z,20,39.15533733347909,46,53.339562565331946
u,81,40.16355327848829,92,58.83811920054088
l,7,20.31509659413674,14,27.239362412750346
u,9,69.06674833547456,62,30.40981961535316
a,47,16.83700023218081,27,82.5307907911038
h,7,59.60933177639765,10,0.43871220285867096
h,73,88.51587859822416,68,59.581439174520646
k,67,18.054277418297982,88,22.527197432804748
p,97,11.484675312541516,31,40.60803484725544
r,76,56.821335018831775,85,83.91719992055977
a,90,2.5766949412729945,18,37.91982223206832
v,11,11.429715181438826,25,81.51483672739401
b,21,30.200765618211523,5,35.298759564071766
y,21,39.240087619224674,99,30.745796236469815
e,74,81.29907027945389,10,85.52324946463466
m,82,87.6635386844008,89,33.18641711179535
p,16,67.24601286870757,14,69.89635224741008
m,76,33.91845090308476,29,15.731682878949494
p,91,40.68849637575319,46,19.587307214541283
r,30,56.90043241547447,61,59.31443083362875
p,62,87.23188196829724,87,70.78801702904764
e,12,99.64454716073391,11,19.55794199972376
v,81,34.25728289838836,35,4.050524527918142
f,9,15.097117500741753,22,68.21107391426764
l,31,50.70894797826644,84,86.00919287554895
v,24,1.2690217611878718,76,58.12556628679987
n,2,93.5201937258075,32,70.99202991366883
f,30,32.74652553324417,67,89.10191064083435
q,77,23.637180253369582,49,23.983791294049052
r,62,69.75402992436209,34,47.846508485463865
o,49,11.977479380580391,78,3.1653261643354247
p,26,87.37339851502448,36,29.222086070692477
g,76,44.24828908735508,29,43.04187835459011
y,98,62.44565814946489,64,42.60707450158129
a,34,61.26119672045969,85,99.25461326523083
u,87,64.01779956163048,50,73.8599754377599
l,82,56.63951702958372,37,60.249504503938134
p,27,88.79561197796441,52,14.631433545350149
f,47,85.4078766835556,99,38.439211949911844
p,16,35.444137867387006,80,37.06331409571181
w,30,21.568215593417804,25,4.743642892249344
t,11,20.975810888284173,37,57.129163810616824
s,18,52.15563265900034,88,47.548124792935084
f,56,99.34308461046416,71,72.76045510862524
b,81,33.8349577090581,58,0.529524236693546
d,15,36.68750530557272,21,39.05798432184761
o,37,34.86039228376081,15,20.396658773312314
b,4,8.85583936470895,85,90.75233610508091
k,81,0.051873848364969444,86,85.12300861715028
p,72,43.490056275260095,29,86.75113193352192
v,36,73.46388809184783,53,5.023553560204819
d,49,6.417091268920283,91,59.84938860274419
k,68,49.99382456402381,95,65.49438923222236
r,14,9.54976748152423,39,32.08028333250845
m,47,41.04160636727228,45,78.79483231701344
z,61,59.71309066768913,11,82.09724492480028
y,21,0.5436319002935841,37,50.97424569359781
b,78,28.974826302782354,32,66.44211019411243
s,64,49.631682440539684,57,24.04133464959265
q,56,62.00366722372856,87,87.17358135335301
q,73,76.06679574365617,5,31.47573567968317
h,18,36.7210421698848,49,94.11630054137649
n,97,88.72508427635195,17,20.74715003798442
q,92,77.59509838648049,84,33.51882757512127
c,5,19.53076158485274,46,18.525990043222773
x,3,32.60727525899361,69,41.26329880322721
x,45,26.425702419308582,38,70.3503959530795
a,59,37.89540900800124,24,8.737888923661853
r,58,26.91877507784367,29,55.86818304201957
l,44,97.1801996410254,22,92.630477440697
d,2,21.498892240770317,50,55.917087648298555
d,79,52.82216072931225,74,61.166490089907555
c,52,3.887134773247869,12,45.14938087367092
r,94,69.41356026291959,96,70.59997095622495
m,57,13.125783256005663,68,2.8870479611720956
d,23,26.986411027106183,95,49.39674601708908
p,48,10.337425826221292,87,52.192476978663564
a,54,24.717605862716486,20,67.20912810784068
d,9,66.32328884625272,14,36.585374223988765
p,99,10.69291739084781,74,39.0668541930657
g,27,91.79296875116144,47,79.95777122671579
o,44,58.93787361698883,88,54.06260297756672
z,15,74.05625728842163,8,52.94096108914444
w,58,20.952705184133457,76,99.82168233086773
p,84,95.65227286886002,26,58.117360020201744
m,49,98.94505799021182,75,1.498151492716815
x,97,83.51926500770162,33,65.08379241123383
w,59,36.1694716632157,48,53.81621683467841
j,95,32.30723658956681,9,73.00998108786484
w,75,41.25097108655103,86,52.175696733495705
t,89,4.356119914631485,30,8.565050850986179
k,39,71.03487978691777,96,51.961992902858725
u,16,97.8721267538268,70,8.589739639558847
o,64,51.28244003447815,31,36.47027374754834
p,36,75.4378882555462,69,25.290713963986235
r,33,25.188852981274877,15,88.74217277998888
u,76,7.786112651837085,20,41.443255085393794
f,7,89.43657833750646,87,44.8899703706385
s,90,37.61321771900351,76,58.277921393440856
h,34,21.3691890290705,75,51.75585105200121
l,71,91.77719757578123,50,58.44126937727674
o,22,68.8462172397721,57,87.3428544799058
l,74,20.323728855190915,59,79.5955788543056
a,24,61.10732917376828,26,93.68263361267005
g,86,38.03306709224533,76,0.4910372099503846
p,42,80.17852030577004,77,95.3651068010853
f,36,50.72916366157698,25,97.16537365358407
l,52,74.73157439594642,35,60.84602175034676
o,61,14.667678550388874,18,54.00850131386515
m,1,37.67604949307663,16,84.79386152500994
x,21,58.91484363042928,5,76.58880827101314
c,72,69.53140129101291,82,29.175700862333464
f,21,58.533671512743645,1,50.9280790282589
a,1,83.00163961875636,69,75.82989220726449
k,99,12.156779866406698,5,50.15491423875606
t,49,73.11279083293604,13,14.574074055893583
d,82,31.34149188885399,70,86.36640439101429
l,7,47.50993256614314,30,56.301032058610254
h,41,53.3526085701028,48,22.078208746066018
v,28,44.54787582329681,62,71.39026970341487
r,98,99.07787693759286,70,59.2810217205774
j,26,53.69715660839132,66,22.69885250376431
n,35,8.59855366654475,3,58.604697959682795
r,12,32.41588096774986,100,45.09779288699748
b,49,70.15616395161388,54,93.2614874583027
d,33,40.29769608905352,65,59.063886832856795
r,79,30.506664597112334,40,70.96572294774542
j,92,57.45560335839686,22,41.346699093361764
w,91,95.49819818926693,61,56.51498073062583
u,14,86.99973486703311,48,12.640401513022548
g,48,26.264416657239607,17,42.009548312474465
x,73,38.70218804498511,26,39.621064495918866
d,75,43.70279058757941,99,66.09216374820875
a,38,95.25175122921368,77,46.32374152406181
s,6,86.07680665347799,72,76.93035488227626
c,70,64.01888261036886,13,92.76630103453934
a,64,75.31580070212584,36,38.3200439679122
b,28,71.01766083164371,70,54.87644717317688
x,95,10.984228000511354,44,78.18242420957763
o,6,66.30629993507225,42,85.73426935209535
m,40,66.33311515102149,67,96.75906934083307
e,59,98.34177734216311,48,57.067623297427296
c,46,69.74890353300174,23,37.68420191810456
i,96,90.65078892794706,67,95.24052059080174
u,28,91.11166200813815,95,57.96603929154054
m,22,50.162173252903266,9,99.64930098304384
g,28,65.02317881204283,74,53.55199382057775
v,100,44.511410869030776,72,49.03869989449563
c,99,95.29883278403327,35,24.717889452061325
w,94,57.49028845397426,25,63.60936552028679
z,67,57.838704232306924,17,90.82717041905148
r,49,92.48145460288995,93,10.942178069671682
z,72,29.98600031798223,64,17.334417583218187
s,16,88.82239114654547,39,89.86537893776708
x,67,87.02963913360875,91,36.7749237898066
p,48,10.815638493555157,32,40.1864187802171
j,76,56.63907792388028,46,12.709181072195374
g,67,16.32848130862625,97,64.9191639977019
f,31,17.252963302766688,48,41.72426991128456
p,99,78.9841060771573,0,45.526080261397404
u,66,37.912872703154555,68,86.63867662012129
b,92,81.15533510792913,9,61.91366668859012
v,48,22.848388787577832,29,75.45892237928578
d,44,79.61073171315397,8,27.625376117886567
f,62,7.7148682557652615,28,95.41530437468143
u,90,89.70582451483035,6,85.96008392240492
j,73,13.72543031226423,90,90.29739043872146
t,86,9.175356269665613,40,46.90222607280047
x,72,71.8877536615658,92,21.107008693890993
u,90,6.415372753067638,96,73.32353665363193
w,46,3.5409683268405767,10,21.956796125916945
t,84,11.373104527335098,65,63.19253467797793
r,21,21.10308426127503,60,28.316616216919897
v,21,67.55311316798479,31,96.21556856027709
n,90,22.25520616371487,77,87.8832555206341
f,33,8.382558727538303,74,43.57547117710149
v,77,90.52889889175316,33,33.29732857529836
j,43,29.563575384660577,84,17.140737071894684
o,67,71.56821022367808,24,24.945616103356638
z,90,93.280515487238,19,29.0585282884951
l,100,71.43772020135542,86,68.29461236109415
v,83,49.552323694484656,83,12.486356316154811
z,25,72.19671551619288,77,41.86910225731063
t,51,95.97895738548459,54,66.10537117063885
t,52,64.31293397051793,11,23.682892792643194
n,39,73.68340873003174,26,4.225106226365716
t,91,69.50671164676275,27,50.8459318233559
f,62,26.98260484780407,70,82.12636961411391
e,8,94.43524360017072,37,0.4172201040148593
q,19,4.728313972912723,100,10.69232501115016
j,7,84.59777465055916,89,23.098119326148037
s,2,66.59134570279622,7,43.85700868886424
h,36,60.648510344436446,3,33.63315650354549
u,13,99.12857899002704,76,25.568078049815636
u,5,56.63801274620517,19,24.037839056229437
i,35,93.12201327993924,69,26.262000455803868
o,3,60.62598769232424,17,38.60112888901529
y,81,3.4411750192351875,76,91.35609934883712
o,40,68.88569479625491,49,56.2552006348607
k,73,63.674286018057316,20,37.097604062541144
b,5,25.285379796825968,6,54.499859065564415
a,59,17.59555917500143,75,8.523324006648703
n,97,46.11227640921649,43,9.57689126300526
q,39,68.86976411341365,86,56.39547225678845
o,62,31.826313167497744,88,60.61807132670386
u,32,24.064458735584495,81,59.9010029984789
w,44,38.93500027164881,11,1.4069673642931102
h,83,77.87287946055105,42,46.66159711191178
p,45,84.66441676574317,44,75.44677060418941
u,46,89.46952800269159,30,16.62066802925959
m,97,20.757683346745548,96,92.06669673849952
n,26,73.05705482773737,7,90.48528260714195
t,30,50.55625776556264,91,84.0694375087701
c,86,27.032420012438884,5,17.080517654614347
v,39,41.66358962583474,79,2.1890062369249397
b,24,85.62896958234789,0,21.724989732569146
f,95,82.6263762505762,5,56.12764226968528
j,91,72.37663398573044,95,45.63519345114994
u,93,14.654243616123452,8,70.91474952633259
u,70,65.93889770767981,56,74.7455654806406
q,54,0.8641756610328843,84,78.12386203694032
z,37,11.114216247452635,91,18.649548616303314
g,99,55.12129570139881,93,4.813278493022722
m,22,96.8692717305266,3,12.841186437772478
d,74,10.19632662696437,39,61.409248526653336
l,37,80.49552979150448,88,27.531973389320854
x,6,31.103279050295672,51,80.39971755354708
i,90,43.33628783359583,89,26.010809743515438
m,45,6.984249416215871,62,1.161325545348879
c,73,92.74086437171593,39,26.596205063529222
k,17,20.897320039957258,35,29.55637436454075
z,28,38.98167010121002,87,33.92057321965901
m,36,67.92949324490685,42,36.10314315491752
o,1,17.499338511631034,49,9.919258723025347
u,52,48.666245655748256,40,34.97326830036393
p,12,2.0811152755063955,21,55.039867062675484
n,92,25.67220326316174,13,79.37000535220187
f,71,7.422453348997093,67,81.8375061612177
h,81,20.84957358126237,77,25.9198109817657
n,67,47.152296600915236,96,46.48301137244781
q,51,52.646208920422474,100,75.88825378787189
q,64,38.07959317264304,43,24.370626823458565
b,26,53.68895422349675,68,61.33513964001733
c,45,5.464536625561278,10,23.299939835758497
x,78,95.11009122628144,12,54.69750774105893
l,28,15.944541748959795,91,97.3914838646247
x,7,99.10949683930266,90,0.020181940513319674
e,30,17.403707870664853,80,78.2486726270211
k,24,43.49614003741568,64,80.76091098086712
g,43,39.096975311839884,36,46.80200020721793
t,83,24.150741305116373,100,72.5691234908428
q,18,50.84237509381118,87,27.07097958350475
h,63,17.251280543520643,91,88.1141705226015
n,19,94.28319362158221,37,80.77313946974026
i,71,58.22297203413267,67,79.83368149449005
p,72,97.77778906758554,91,4.6751417372568715
k,81,28.456981851360297,54,96.25836107155988
q,5,91.43089063661401,3,19.857038666111016
n,20,22.70709661494843,68,83.5238798350488
y,43,13.414936652276477,16,19.62983307694416
w,33,68.56866503700046,11,55.06331964853497
i,59,54.74773518202235,53,25.287998968331948
h,56,70.66029426901088,54,59.937450004002635
u,89,93.36344628085068,85,80.0981147265597
v,16,5.938616867418389,67,96.86062466784401
i,39,8.928988521180914,34,16.62255368444039
x,18,27.0477840673519,83,39.87868981708333
s,15,71.94903392146215,34,80.51877910379751
i,43,20.66685288732075,75,51.83479874510727
l,80,51.294915098668255,5,93.37001996159509
s,83,3.028274280695431,93,91.11303048791956
b,66,63.07657674132299,78,26.706123044869145
d,85,63.30087787051756,72,14.854233385443194
c,30,7.888377950627312,85,37.99257051767727
c,66,21.5547416539296,31,21.98792710285512
f,49,20.543421841496233,9,98.35022094837737
h,74,1.886267109567119,71,47.711438490476645
q,82,4.721794588925732,20,67.39774724811984
i,44,67.30204323682678,26,22.847171302817703
i,90,41.7106453765476,95,83.07072679450496
t,83,51.093646530817225,100,23.202469736734667
a,65,48.92155469838529,35,0.6852940798240392
g,77,50.86064812772878,28,7.184013209361728
k,79,7.697761590716789,34,89.5052189092909
y,54,20.478867268150992,76,72.18022387947521
b,96,31.818748101929362,37,25.088595661377365
m,91,22.721022884359233,20,66.26306013400321
i,70,2.4237177835387147,74,62.91039981544614
c,61,46.01168865148505,55,47.6244035070863
l,31,10.031629143179854,10,62.58969726667174
p,47,60.555650799862846,12,45.31723196288543
n,59,67.80859949289871,91,81.17446577819689
d,4,50.465742688631266,31,14.587060032321297
i,88,92.3121695106608,71,72.5184975587967
y,87,57.12989159918184,31,0.6992422585241465
m,61,93.65599325369786,44,75.06494510382774
w,18,75.96774765264074,4,73.01302429336155
z,21,0.5895711574546603,47,85.03690489684047
v,34,44.81943782734042,27,24.223795112563764
d,37,18.58729188511019,0,18.486380090416255
k,5,24.000397436143217,3,19.389302474968815
e,75,44.53879137096459,55,90.53470945725203
u,11,38.113035245025564,72,72.37840197715411
q,92,8.643903513877982,30,40.19252403729659
p,27,24.868431395182334,48,93.62399906778724
w,70,63.77075233224232,43,3.442010881893276
o,40,49.6437597947212,44,28.693535829016437
n,13,80.27795092947724,82,21.50136904351325
a,40,31.85925325745155,42,21.00380606129275
z,40,20.042256923025136,29,75.82135049046144
v,9,13.575640663650713,77,44.29934785359442
l,73,52.72923318645116,96,88.50999228545143
k,25,17.03381909465743,4,46.96564322666238
w,63,94.11289283367726,5,56.310282911486276
b,84,49.67291214374857,72,70.28587314308817
w,14,96.01782894344579,40,34.78566643519171
y,27,60.29462189450955,23,27.799474470637676
o,49,82.05476044531929,9,17.40093436336425
a,86,2.504736626959969,62,2.08261141023689
v,10,89.04843158569903,81,47.66144920715698
n,63,21.431031783259115,79,21.718720626803034
u,80,6.106996631640815,31,26.924272606478528
h,43,78.03847218663556,35,64.65817727353242
e,63,74.25187228075559,11,19.163672873893233
p,74,27.488787536754334,4,4.431734482515138
l,46,29.248149787825483,83,60.38645134819629
x,57,71.72587237748304,46,96.78224419487897
v,5,69.83454458808498,17,74.47976243959205
e,19,63.063147538906414,68,82.6930205005509
w,95,22.93744399696497,62,52.257413712021474
o,82,28.91601152192571,38,96.98446952798488
v,42,79.58273839208309,9,80.09555549754398
m,95,23.978496733712706,3,3.029838893691672
j,57,20.873652847558176,1,75.6852182839744
e,33,18.270664335288465,100,3.2086101532944666
d,15,65.10419895023082,42,21.485734783636502
d,99,22.888148873575098,21,1.9740743740097932
k,71,36.291169843440485,20,88.94920262999076
g,85,51.047788659755575,53,88.18872018905071
a,85,3.250705936489773,78,93.58077075095969
s,63,24.13776895609059,0,61.110113496501995
a,83,23.99176176032506,47,70.07395177938983
u,98,48.31762651576986,59,56.16421372547764
n,17,29.772688178484643,93,73.44455655990078
