U,O,S,G,P
v,14,80.52039477192037,50,12.84388841143067
w,75,53.11359063748052,96,12.700222634453562
r,92,82.80572262551767,95,39.65781886033136
d,3,90.61095070923098,90,97.18728622260274
y,13,85.07648795713068,47,36.474674143635774
d,28,88.1032719997442,61,85.39621992683591
m,18,69.28150938192725,19,50.191707945883834
k,80,40.67447548050942,37,45.86880649045395
z,89,31.24905479943665,16,33.08752789041976
y,93,18.145306668225135,27,50.63708537927326
z,85,88.13916577010464,92,91.83308705349606
w,67,57.33482958303264,97,1.4194023403365952
l,23,39.617832713532806,90,0.8722123749200228
c,12,20.848076085683353,17,41.312498737163764
s,82,84.22948909048773,95,89.5951034335013
l,35,65.88389265402009,55,63.048582999621736
w,37,99.39061633638178,95,98.61919688045377
y,0,70.40980697166643,63,32.546053051244016
b,30,71.54196015644956,20,12.793306513623925
f,5,67.84318722445568,68,49.42740787695432
x,52,55.18989310293778,66,71.51852730048769
l,69,62.63940298900682,3,79.91154856815912
e,25,98.07703196660032,71,8.464669139881964
y,81,12.114464476180299,78,18.42715194636072
c,40,75.75589706238615,61,72.66790438428754
b,87,30.74662390655356,64,89.77606240758216
w,69,92.62903502944945,70,63.33523851770809
o,95,25.37658798511886,1,8.762629477627126
w,7,93.97064556640343,76,44.59549888201933
e,98,26.19448109393271,90,30.02666370458993
h,46,20.90348689958673,67,10.775469142385974
z,43,0.03112992192177977,23,72.7813590266768
m,74,37.87501827622967,83,0.41027846102259513
f,58,63.07783598121516,96,44.616843371653545
i,5,8.251666602366559,24,43.76812148783167
d,73,41.858857183015274,48,43.45023248552538
c,50,23.609644781810978,86,92.1474203077412
v,38,61.26054491232497,39,92.64101986702701
d,10,47.677341056590485,50,12.988891954277172
q,36,28.943890975594456,75,33.34648139572505
j,61,60.5311800846172,92,61.284054403882735
y,11,67.72772390220851,33,25.675775437512183
n,9,59.24600144537233,45,46.893159328784606
z,12,38.62776627098059,45,67.04665326727476
z,27,25.176535295648062,60,83.00090726638196
x,92,55.41381164739128,79,44.442941789523275
l,53,47.523100767684625,0,13.980309200344532
c,64,56.75914112725569,12,14.070054542204824
s,78,41.23226491789218,86,11.671573931985046
k,71,96.74156087751267,68,60.95713171669961
x,36,74.93602231271356,95,39.033057367415466
j,14,10.444958630251499,7,93.75720304662961
h,65,79.09699875837234,64,70.8577633311875
l,11,37.896811757273966,33,74.85681095521517
y,78,88.44595655331007,15,12.231615655693162
q,40,30.902477712276834,80,5.769390545889641
v,47,82.66318167176435,13,71.62878192220646
q,33,82.838108712911,28,80.31606405187104
b,92,69.40156466768612,4,69.13126782587777
g,51,40.89289715678576,69,35.948467268432275
z,14,72.63533330341734,69,22.718904648787163
y,59,40.988536230407114,59,64.22600446794092
m,54,25.92261793067675,67,43.55508955600581
a,70,98.36437004310801,87,6.978305704115828
j,59,29.29383994052811,26,46.966524335915416
v,55,3.680704559432302,7,98.83016926898902
j,18,71.92860830921126,21,5.098719035314381
l,71,8.537717700196923,6,72.39370433696321
r,2,86.9748164485528,32,53.45676776891985
a,18,27.31977875389272,66,57.97946191390135
e,74,53.451288449401076,72,10.125623028468278
q,50,89.32787293477564,31,19.827566048263247
y,11,63.15964220391523,46,87.03270922785474
p,100,22.321578435348055,7,26.43142651822692
h,3,1.8408303077110055,6,40.18234426434321
h,60,50.71738677589062,7,62.73090832411118
z,22,15.936753435417284,9,55.430836486398796
m,12,44.12586394691873,93,23.712662146727038
e,57,31.688345062752976,100,45.991809733516234
d,48,61.672260997474126,86,74.73117848277457
j,36,61.91057289590516,86,55.9696414315322
c,36,50.43648273270759,19,53.43287470089001
e,31,1.3763332213502455,4,89.12797775360204
b,16,68.66297935211541,3,89.17327228177487
a,5,26.42306998221562,11,36.002817319542324
w,63,82.65090033798487,66,51.30016028775748
f,94,45.30334694852427,19,65.26056996250252
u,98,78.32674976445482,92,79.16848445262215
k,29,29.282095087646766,29,35.94955026500865
q,58,65.09337902544246,74,73.88318226761173
k,36,46.26722359795706,13,32.895721840104606
m,72,2.92491721509196,84,4.575322808245819
i,0,81.3815811572313,8,45.56375907467586
c,97,37.730576766464274,64,16.904704751013366
g,20,83.69859380950963,16,13.821360093038182
f,5,26.515919652334485,88,29.147117653560027
x,49,31.692270294016346,61,62.0281159049745
j,55,33.604048229708575,31,46.153432253344086
l,74,40.25112637382825,91,10.775571181149479
s,22,49.29315454880727,94,2.5630799317332253
x,69,34.50418692740945,92,66.09773796029891
h,5,84.04840587371622,30,59.380019533947504
b,75,65.75934692991365,46,45.13849532245489
y,45,48.67315487641064,44,5.086424481875785
l,100,26.264962833399753,9,39.30443867620337
j,81,95.23420010044839,64,9.580297459343301
c,91,3.9179708786401313,15,29.299158670291504
z,67,10.972258078123687,69,85.23985576869144
g,87,77.51087402785602,65,51.76003741872142
a,75,58.218624301757735,51,9.271799403465852
o,53,17.997485216612507,89,85.74306698707478
w,66,14.525394702259364,26,33.92049880144808
c,19,45.598544064439,21,88.3993525995313
t,41,43.92905494544708,31,34.24676785477625
r,51,51.653604335295256,95,11.45243558380421
o,25,1.3832389099982967,99,23.318502067531643
p,20,90.75459040509499,32,51.57214659836862
f,29,18.885483774406065,68,53.58246640087809
y,68,10.237269616704692,14,44.4591105550321
e,84,15.88729354606877,55,78.17998045414132
a,54,13.424249605853955,78,29.87416962325454
g,99,6.530033045803229,15,37.299328887600744
t,58,8.959381963255852,68,82.68972105128421
b,83,39.060045173178594,39,82.41797973511784
g,5,13.437745944159241,43,87.91684781350692
n,29,18.11730822397547,62,52.43170437730765
w,30,57.03263557111327,4,30.72810466318503
h,79,94.49560164028215,83,88.6917859032796
f,56,74.65901544350073,82,52.44132247392406
c,51,60.73525592688143,58,20.950770841621193
t,23,43.33931310532021,98,70.74236382781095
u,50,68.40021351402883,81,34.781566908929115
s,15,62.888067479111385,29,29.35710283653894
w,23,39.05091900144381,52,40.5800166122299
e,17,25.75411888424599,94,92.071060395757
o,72,57.57678724749143,39,38.58228788494037
x,100,12.233322256748558,63,66.74844829914987
q,9,39.006319532489556,26,49.507538045420716
u,64,13.786504299122115,26,50.860514885323994
e,79,40.944776290918725,29,72.49508941903146
o,97,62.37365516935678,23,68.25048134956862
s,35,70.7892365200738,10,43.170567600546185
b,73,19.145700762570872,76,87.07418252205431
h,78,31.642774633880567,38,60.96329528946466
v,23,37.35699580707863,61,31.354865494063645
e,29,13.541580512339578,31,19.069376539314543
r,0,69.3383973874859,42,97.55119907211312
t,9,72.23326183731227,59,30.575026074213984
s,47,5.8976358246551674,98,57.719062777901875
s,94,5.708402560421677,69,39.34721360705651
p,31,88.21388332466935,29,76.77818305481965
a,54,96.10318118051705,48,71.06749068677313
n,100,79.23984630818921,77,99.83867660093881
t,44,81.90755454354405,18,53.14508452283554
j,30,63.74039909938426,59,7.630975130991691
u,35,48.201687880428125,24,16.819449503132798
m,38,8.589656474752871,96,54.076112985867795
w,79,13.559091699131242,52,91.39474091487908
q,13,67.42042732054307,34,86.27533063274485
s,41,78.11554171238917,14,82.08927861191572
w,53,26.46959477311588,45,91.450072489374
o,66,99.47260349422807,18,2.4941525359018946
k,58,23.052839300324834,90,73.87537487621302
x,86,10.656747642133013,40,59.110754683197285
v,71,69.99719057921189,42,3.619281986125522
n,47,46.90507358452993,91,17.28928246420056
h,5,22.077258969452508,66,46.665894708751544
k,81,59.65859012129731,82,23.947539922507755
i,97,76.72027859523912,36,78.00087949915269
h,100,51.10587667791957,96,98.07130759165733
u,25,36.192088817183,59,40.7150303325777
x,87,46.04872362720346,97,35.20244794022583
f,83,22.53678154398675,15,41.922595525494565
o,63,31.743670075385445,68,41.27431166890625
d,84,97.33071916708114,86,75.6943126041516
t,74,0.3579541059141933,89,42.00473817187238
b,31,24.571242877610178,52,38.369741957199025
s,61,85.84878266911754,10,24.150875960907626
a,10,89.52120850282968,10,7.17235971154232
t,64,26.260871683812738,48,81.19260952633806
h,67,63.21456983303669,29,46.61471783161932
i,48,1.4341728023292033,96,91.17787780826619
m,53,64.49688873123198,20,74.10598848201053
c,56,72.8154563395046,58,34.04780405996124
i,96,39.63069060398232,71,97.54247544241878
s,93,19.51093092987499,24,82.47663761513986
j,63,79.48016186550677,18,56.813458557929785
u,70,77.21240260179681,74,9.490640056101284
x,86,96.17493517218418,42,64.24876186024949
k,88,16.094799281223406,74,9.31755640321975
n,4,36.276152746125,94,69.22920003309024
e,89,94.4826309390806,61,58.61325890397554
j,20,53.448333547592355,48,92.86746479873206
h,61,89.90816414465593,78,95.47092555411449
p,43,96.99524220824078,87,24.96461680539621
c,76,52.092417964065085,15,50.85010646113178
c,26,6.310822389551641,81,92.54268707096577
o,29,76.72161322616388,28,33.83066331568666
z,41,3.70635739868993,23,6.330232990937179
d,42,49.33998972805212,29,68.28847744926517
c,27,37.971755174236336,45,93.97794515559474
i,67,77.35124313283119,45,15.466891866081035
r,88,39.16137662594888,97,46.214150919890926
n,8,70.85788269742778,22,37.19828308533497
b,76,46.632706804520986,55,92.99833992317465
x,93,62.26954041180335,40,67.17528892361477
k,50,54.47403102188248,19,83.21538014461761
w,50,64.89445650783998,97,52.281817388240924
g,5,91.79677749830334,15,85.01805065570404
c,2,30.870421396404545,58,30.293656452217157
d,28,0.6735824064164952,56,5.7422590169562415
c,93,94.26006135888987,30,63.698173623214736
x,16,6.0870225177387605,36,19.201657742600432
l,10,63.14390261903906,4,21.964187799858202
p,10,8.242406681289417,6,96.71335363603116
h,30,32.198999215876526,44,54.19457711544998
y,7,37.47826433421192,3,35.460185460231195
s,52,26.452626508311774,59,53.605118859198186
u,18,18.278264799959278,93,26.635315175210494
e,76,70.10460832283749,25,13.02293923930633
d,16,48.962356413750555,36,10.189945150435719
x,21,54.913844412309885,28,38.94463132672058
u,89,70.18687504897282,91,95.83071972951616
y,35,51.26711784679265,83,73.10151197117321
r,37,83.2483536133528,47,96.71787657587691
g,52,99.86140879830175,50,96.91485285562545
w,83,85.29066471795255,84,69.31284482469638
o,74,98.41029003056092,70,38.40499618018926
y,95,5.367504036912607,45,46.28616567968179
c,50,48.53227233187602,92,38.79650885488727
t,30,1.4560924400275121,83,20.216796667245053
p,24,29.79010750813248,35,79.90790319790322
w,27,27.678058919916772,89,31.212073366345372
l,23,14.481620850972865,43,12.263053645785948
a,48,39.38698594820369,37,72.76368488973658
m,27,38.968391626892384,50,78.37129696172458
w,61,3.0855206225720577,67,15.85845285310129
t,57,63.51341576889274,6,29.519981176985976
m,18,98.04459377890582,87,5.2092049046623785
u,32,7.411941496678843,23,22.67280463969109
h,64,10.391711215571176,51,46.65417339575887
q,53,13.575635472115444,44,50.25172306889314
o,37,19.776355906582076,85,60.74858447964374
i,86,27.305423173790054,81,53.66052027600201
d,8,17.765008413746642,70,48.33242468782603
d,35,25.0801060442435,25,12.246414563835106
i,8,30.19374977574759,4,63.11396699455889
i,39,28.443396487744586,42,23.744228747171626
g,24,29.30960458452748,84,76.39936359163238
m,20,0.3891585131150621,24,67.14551181800465
l,80,68.49469341495235,6,18.741489414580503
z,100,61.10518463518449,78,11.886633211423403
n,72,24.29935839613068,17,51.32286070849624
l,34,46.40830318348854,2,18.437786082646777
j,9,95.58532277623343,71,2.708430931926664
d,93,9.164294972132625,57,67.00906393868912
g,70,38.265223996555285,88,12.10470690089661
g,44,32.26674087010789,33,27.995762612382503
g,53,23.853763925228144,34,70.19484789143978
c,16,15.881751303632008,37,22.76749531060829
w,58,76.58989562674887,36,93.45127026136721
y,38,95.18286789409757,96,81.13470438645821
p,59,29.89385088366683,89,15.853344877425645
u,61,83.7276826942263,71,28.257625909560403
u,32,86.92974420073165,27,20.79592130531738
u,70,95.38153292538102,13,17.61707939493894
o,87,24.59638565838793,1,96.39794588715085
j,5,39.76328102496331,96,65.96868482434466
n,83,41.566949742418316,79,60.72360246620679
r,26,89.83076654536477,98,39.109160442221324
a,43,48.83678471468799,8,28.96972489594146
e,75,7.143718015070011,51,54.925806903404364
t,79,49.65653160809176,91,69.00780200925387
l,42,57.44480636486657,93,12.599096019540635
b,15,77.43093050811656,89,1.1279240031656812
y,62,42.80337848638867,40,17.48252189199986
o,36,20.347647028725667,47,99.96651367845895
n,50,71.71795297596645,73,30.227813206254094
o,65,52.641707875877565,80,8.241086964575562
h,60,7.160348289538754,50,15.877624421864056
k,2,67.88338817592783,58,1.4619835302545292
p,5,77.33351866601616,43,21.20710325236006
s,42,84.18320313745909,37,13.648182850062373
a,42,33.81327120586162,31,44.962859606189056
p,32,28.553340113397454,25,29.837793935823232
x,30,53.12727522691385,38,29.773043418995314
h,44,71.59493207775476,8,96.78869071579605
j,95,95.78705267442525,72,88.27597365843705
v,45,77.84386755233481,34,6.909548059998105
x,25,69.42889256996241,76,72.6561499684992
x,68,89.07442578814798,63,52.45959022589701
x,27,36.02719055957142,22,13.974605813820517
m,54,18.67218786478867,37,89.72425497618956
i,82,92.323224590636,6,93.76733622094797
f,18,54.85887655262051,32,54.60561659190787
i,3,4.79847309422593,25,62.768063849970204
j,80,2.3834057431398104,56,12.624545527409936
f,32,96.14589869296614,68,44.51473455504099
g,71,15.606362763380144,37,85.13200950779566
n,98,14.17261017583562,49,96.55427525091115
i,67,90.66906585025326,12,15.513979283167744
v,18,55.51816741191916,17,22.499167826523745
k,63,38.79265097566682,97,40.00123715739067
y,47,4.446684740254048,22,21.664298980826036
s,97,87.3203552658758,25,78.36576366803541
c,52,99.8499606640352,46,21.958822972865722
n,74,34.83912433536545,73,53.18614969304054
x,14,9.054722912608614,86,87.0024824354319
a,80,68.87469458965317,72,33.251988451085346
i,22,47.90230517821977,64,56.21469815131373
r,18,74.61272544010272,52,53.90284549929066
w,78,23.875524160673933,33,39.674418608365215
h,91,88.97867632414273,35,70.43831122135056
l,8,7.459480238198912,23,59.30334870029822
n,55,73.3659909624494,50,41.02768312331985
u,38,5.469674561463689,3,46.426284461674115
i,56,10.715011036834532,65,36.54596229714514
b,32,0.9098264863865113,3,80.15360175535636
k,22,29.69325372778767,11,15.244802997902296
m,54,28.446870935294132,8,89.74787657127166
j,34,17.407121736178443,3,57.32021962897574
w,62,9.021209176105838,22,98.86075603128258
d,92,88.58760253340921,56,13.707788198438763
c,8,55.13628141993448,33,37.71545473179517
v,75,66.81910552417602,62,40.946306664699705
j,34,0.6470273736700172,35,61.19299791946339
n,63,79.22046928715756,53,85.01458952756825
u,62,80.88216886237456,2,15.142946269266766
a,15,10.553010442735545,21,51.547020374524244
k,67,75.19317287159224,27,1.66822316311247
w,14,97.86690135502438,68,56.47289914284433
j,57,28.269147626701173,89,11.013784514574054
d,78,17.5793351870424,79,45.2363666034154
b,99,58.76092124132729,98,36.307067575879316
w,8,3.2325407938611717,71,23.699760091402
c,8,19.47274197821265,97,61.50032833718158
m,23,98.09368471335947,28,58.30963272836392
y,40,14.288145401037589,54,83.08908603142076
i,19,26.748680214942567,46,47.03556975120945
f,8,17.80151517842604,48,32.074671122313426
y,53,89.99629485154072,80,65.71465219065531
x,73,75.46721232507235,28,47.94777679311613
i,90,27.237287756119787,3,48.79337439268293
t,56,32.57198461401121,3,4.969886878598617
h,73,92.1504292918799,24,72.07424097629153
f,35,63.04056706323017,71,85.92469344312327
h,0,99.39948793134904,25,19.103277702465192
y,93,14.317542496796943,86,3.3950677054946365
u,57,46.27148154793437,53,13.128494444593187
i,30,38.526387179578755,44,13.970225817844472
k,45,25.21892173821325,10,13.024741171771703
o,83,65.12478985686289,95,78.37149525838689
x,100,88.48767069680909,68,81.01971933064458
l,26,45.99922265658526,96,9.497762402181575
z,93,61.90502025358502,53,50.232480732282326
d,28,4.203594488761597,82,38.36679857418114
t,8,39.48190590494678,14,74.26059350602654
u,9,96.16402735850954,7,57.76699878860626
z,72,21.931333927710185,12,90.46216630912721
a,66,6.790478910961006,70,66.25958207226279
l,23,84.78474155425559,59,1.7764393873240358
j,30,6.4510625404119,42,40.78363578604286
n,26,41.62058264610348,80,51.607569118607366
s,7,46.247819904234,47,76.44556829641891
w,50,91.42058767460215,5,64.72366748605037
b,19,3.317313035310976,6,52.523099911871284
m,31,84.47052346865905,25,4.8590486251196445
k,73,36.17865483327504,94,42.95011012178929
g,96,71.26112400174104,16,7.396871116061277
x,21,91.56321863698719,29,0.8839767792259812
c,36,64.77806454858823,42,88.70990031550853
b,94,57.88935245745752,7,44.73969276001984
f,38,21.86081321760224,17,99.98493648458846
n,3,77.16993891205745,33,39.92123539296524
j,22,9.368756548806322,98,8.67637813020462
c,91,76.11759341348817,50,75.23478799361402
v,84,5.6433657206752414,16,26.366738314736338
k,41,80.25271542477843,51,10.285599223048592
q,44,34.17835907279526,14,13.40829797073404
u,10,92.17417701086717,11,37.34483971153618
t,45,72.4225110955771,77,23.375190882430964
n,54,78.92075683458539,50,23.53490082913622
r,93,66.40202264769628,19,34.1752192561151
s,75,87.26011517678633,31,20.818078841518005
x,93,88.90509040217832,28,64.46497163308055
