J,V,H,I,A
i,50,78.94634050980571,58,18.618771732425742
d,29,38.81032755408575,65,99.29308700807444
y,70,87.19752128434897,2,57.670227776696535
b,22,80.09986313344197,20,71.50816935715855
h,41,9.337700391492287,15,30.67102529930007
d,62,45.56582686791438,16,94.10130364434524
v,55,36.23052262236761,15,13.34650511104335
c,6,46.55887037397625,1,68.46421796993745
c,74,94.03330525783514,77,6.51623704444556
q,12,88.32072720561303,16,56.56243128330559
m,63,75.8392656316301,80,10.77555357921124
a,14,32.881414842175275,82,15.341158892913365
f,22,89.06588748175193,72,40.20433543993517
v,44,51.52164213593184,99,15.718839146559382
z,23,60.26898444941294,47,64.05620979007598
i,40,66.1883867344908,8,97.71090487614605
y,74,32.095248595499996,14,39.527180210253896
n,98,73.43999620020017,86,18.095590242915815
b,40,6.91351313236196,36,53.95803695817436
z,30,7.460093682701641,51,51.79620250426291
p,8,4.3077717580342405,72,41.507273114069406
w,88,90.38030785758203,91,2.1942876678199275
l,43,1.1988454387678482,95,39.646059255322406
d,72,14.727744899508256,42,24.64159192198864
c,72,24.49443332725427,91,2.90678365506446
a,95,93.22626601066712,59,96.86173760854706
z,4,86.96943297329427,0,75.92660454967167
w,88,22.910025322198134,79,73.95238513723203
e,64,78.91212326447445,80,39.20231612725785
a,38,13.072554448217556,2,62.54893533025362
r,73,57.68642104060523,23,99.6761701940416
y,57,45.698920158903746,16,64.02463901783635
b,13,61.89588828567677,76,85.97964047768266
q,99,71.40870520166878,91,78.00150068869918
u,0,10.199089781979264,31,8.649756910983342
t,37,25.712131972247064,72,70.40698926305569
h,2,68.66017155440252,17,33.28530860813381
g,44,86.50139261546171,21,88.97929320572887
l,13,73.05108552107002,72,82.88472547505297
d,45,33.81891760046902,77,3.5136061757982673
q,92,53.081415915449405,63,33.975630706497675
k,28,79.05708299548758,70,13.679599807391952
o,15,96.29028411884252,24,98.48383931534754
c,6,79.44517657807243,45,41.58016060298863
a,62,36.76526007600253,58,95.34895579831436
j,86,76.00467525275353,46,50.32402538227486
v,2,68.1624920887221,1,13.458548956693617
k,20,51.361982719224066,55,29.668634767137945
c,95,8.390697811437365,22,49.11427491203278
a,33,84.41713215639378,99,7.012657735523209
l,73,55.87174748180998,54,64.22949987856454
g,82,16.66894347933916,56,76.1556401191145
t,6,6.924785288210067,14,37.04493524261709
n,40,46.07846378529587,41,60.29579838109683
b,19,63.3673386819069,79,38.106075590671004
n,47,96.41677099768455,52,64.51448146313432
i,43,60.70568571643592,92,29.95424091271641
r,48,56.80500164144132,83,36.066544637927386
d,70,71.6194333549183,39,33.135785509260906
k,2,55.30740716353071,58,83.03312385166132
q,26,46.32286930799169,0,34.07590656832531
x,69,92.14340818796114,77,22.267305919418725
a,30,74.73418590151906,93,63.452394710357176
f,79,63.462260406538796,31,6.0768058539202086
m,52,42.98256243647904,34,57.96092218560772
q,31,48.95760827651448,68,9.826888085340501
g,42,27.276276127295485,100,64.59075309108727
t,25,56.41687913323765,95,36.868470607397676
i,88,84.23848067308454,54,86.12518264814972
z,76,50.330798057646454,52,85.77154169353577
u,43,11.457521595035525,81,37.41447452752635
t,20,39.230938154703665,55,7.103631110710118
g,13,9.43540966824985,2,82.78217902133154
u,98,61.11071674597629,96,18.603790280429035
a,45,50.87898904730911,68,99.00387636081365
u,13,57.68582187002459,73,78.87495439161637
a,73,88.34885300750953,83,88.83537803330223
q,2,99.33885406261633,92,58.37425501100522
r,61,73.97241643526688,77,98.67520539874408
j,11,3.9658264282948053,38,45.28545880358704
k,80,53.25379319330976,19,36.07453913893951
v,41,54.40002642452312,99,63.43510122802844
q,60,91.65773197094555,14,13.958416728139278
c,60,48.83758026171668,87,33.98837548403072
x,12,79.43692023089685,18,27.222269082851504
t,34,76.71772420565092,86,38.58538490466712
h,44,80.46717028627396,12,13.734575792220738
m,1,7.057612904019006,87,42.17109423256653
j,93,51.290653670894535,76,60.53255300021717
y,17,0.7528646835768704,58,82.91109755412742
f,11,84.10886708878165,47,43.55612276345845
s,78,7.977817396644915,79,11.560889397686868
a,14,12.94921734814789,10,80.17708872413948
i,100,36.897209303112035,71,94.577631718462
y,75,87.93470512409694,43,11.12259023262
j,51,92.48037792225901,92,60.70870904017632
u,65,65.51000924016199,89,99.84681886547735
m,66,21.121909616543157,2,36.11852402317366
w,76,33.662828081327476,17,99.00291683537947
n,44,17.610136866022174,15,8.116816277587368
c,31,44.708102895647336,6,12.86399103427044
b,52,21.162580428618206,60,45.22699928444287
c,69,41.60495420896099,58,12.171132574680609
d,50,17.708891831015418,78,73.99528698558794
y,57,44.02966524524484,79,22.659383482042415
w,14,10.923652838480024,77,18.51211892267628
k,48,97.4663172592152,65,96.82748991859611
d,84,97.02665212392577,36,19.5314241867254
z,79,29.805958904903353,25,31.594255979695163
a,11,16.598647213624552,69,2.1658412519312664
t,56,41.7926933514702,53,52.23928659811931
p,29,67.46325205987893,71,57.65825746999895
t,60,73.54994226652406,83,60.542474019171976
y,2,5.917943617184207,56,26.275907529093857
w,58,47.632691330335234,12,83.09931702604989
f,63,58.4391360969407,20,96.32356882301886
q,23,52.408614154126475,97,13.844712347057886
u,53,32.06350469546625,21,65.83564078662845
a,8,2.525093538367673,12,28.19526004233056
q,23,39.56514016752497,66,88.33211326479196
r,78,35.5019811339652,20,7.031213655159007
u,60,79.90706424708964,72,18.084156378682458
a,69,33.062051479521784,11,92.72601664334746
g,24,98.33690179578824,21,28.074946648722708
f,44,9.630308700532142,55,97.97445477757643
k,40,28.380604121795727,17,74.64193165258884
t,99,54.43619682538519,14,18.22076734265623
o,61,3.721393784052751,97,65.23695338515486
t,27,46.4695959438683,57,51.68491033541475
m,87,37.54399213454952,97,36.90090008875245
f,92,93.51072553906327,33,49.13639230764718
r,65,92.17219875022624,89,16.787079941519213
x,39,21.169168480181945,81,50.69138532622641
i,21,4.968689718503983,72,5.283908572421403
s,90,17.297862166579737,44,14.871978458139834
w,8,93.57991352701117,62,73.9649240857908
f,3,71.63808316903364,40,7.473992576898924
q,67,81.27284395829555,95,2.600517525088064
v,80,72.78997786757664,28,87.4680711646704
n,52,78.86602008184876,19,98.8454321949039
w,44,42.431469979364365,36,7.525547531467147
d,56,57.027602119219836,86,77.19937504068162
n,95,8.417645797879814,32,20.32234864691945
o,25,16.93120245932267,11,83.90509326260843
b,72,62.490307313836745,19,68.63559309957485
p,84,54.642266565170395,14,59.78194189985659
w,98,99.87896564224646,30,12.04846945601734
i,66,30.182969602672184,86,62.15924862035581
e,31,8.661021363266785,41,30.556644093163587
x,78,67.77976062769567,89,31.408479627513753
x,48,62.953044549697246,47,79.91745528672601
a,16,18.07472179662054,15,52.51275709772252
w,79,67.56387623912144,30,35.91671806519648
e,61,73.03926152971705,33,20.147476456687098
k,57,57.462781514518845,87,63.62405475841694
x,70,36.59255469466785,48,84.77115040558259
b,26,34.25951420081662,31,48.37867345597385
p,28,79.89515938663446,26,92.29048855156344
z,98,85.62037270692694,3,28.461842118350546
p,79,47.219085783998835,77,11.977420138154471
l,91,0.21132911097965223,3,3.6663977927118285
h,57,10.976145282508554,96,97.64640320071491
v,61,66.9957491551544,53,69.80613273128967
e,28,78.70730121480341,94,91.3134161252068
j,0,47.926279593965646,84,86.32828672457154
a,27,67.85693166359158,32,99.29043144371448
a,53,24.51977868028602,40,4.708772623818136
c,15,65.91114325002371,64,11.542708311468463
l,12,48.19569516935476,85,46.89138046873384
u,45,68.61569364107164,83,20.86556232078902
x,9,71.9694479357926,61,87.29229477170236
k,61,52.03662525653261,44,37.17442068018401
w,23,25.231956264667332,66,65.239567517935
z,92,13.306399668012824,22,47.76014273880955
m,94,43.43754386642963,84,33.955485500518634
r,52,41.01611770978426,100,45.80237023106199
z,16,74.2452378366573,90,53.3397751714745
u,50,83.09457454751754,33,70.49307004344601
n,18,81.10724414990958,15,26.040075094849023
a,25,12.412093502151745,60,81.40722905810856
l,66,36.24967496161702,13,18.059313385615717
n,4,88.69815198875484,42,87.71622802090445
f,15,62.68882484132431,37,19.221167216202883
y,68,78.88952809799271,59,5.950206161761451
a,9,1.659711569468847,55,23.362784578365904
y,50,40.24901166087115,32,63.33673442703795
o,15,67.97214144877466,94,65.73395766215448
p,32,92.8029271777278,2,1.8172798106404153
j,15,39.18623517035805,15,3.350065629564447
y,29,85.80096500807176,7,13.6591197327099
s,9,16.168729632805025,82,66.15000925653585
l,67,91.94764898949575,51,35.650414065628425
k,10,60.80092753163326,31,34.83595272576113
w,63,74.27676294690497,96,64.54962245219743
s,24,54.030595737296714,100,49.93325229290604
b,20,72.6274907124873,49,41.19276607968841
t,83,99.8705635316967,6,42.55600676592497
v,17,43.987398614824016,59,98.69255224840848
v,16,91.72454372417927,83,77.52878020494377
u,43,91.64402195292661,25,65.30719307409625
e,54,57.349554877566845,8,34.87299487396262
f,84,42.40836352588266,83,39.696583678961595
t,68,87.80018962515668,27,85.40902985763302
f,35,68.71206492091422,15,70.20233914264223
p,42,93.59152604033358,42,35.552039907876555
k,80,90.71195833232046,32,30.62012850491067
c,65,74.4442490573847,70,61.12729330626245
z,80,56.83233536786041,73,44.947923884003494
x,38,7.163686127415458,72,1.1795158904488345
l,10,19.293624671682995,100,8.10944327100268
v,63,83.76818358468205,56,5.665966682004065
w,6,48.730463379754596,83,11.1832847251088
i,10,19.864147627774187,24,98.62908759561206
n,81,70.64260920091505,42,8.206487902058502
e,16,28.47558640208041,42,79.90703103560787
x,51,55.16520520532191,28,15.79168694199774
f,0,73.98936463789566,5,27.016543000800397
f,28,41.19264682947536,16,34.45444842004623
s,12,75.73829234333725,21,28.06022986022064
d,5,5.426517260025776,25,89.49374829154719
o,10,58.53751624376643,41,4.419627321352159
p,4,83.22147463850983,33,8.437244858722448
c,95,87.05514442091153,47,9.441033776895114
z,25,73.66241084193784,95,18.199018776477484
p,34,46.28975198430483,91,79.10052248399427
o,94,0.5616839114270356,2,25.68336167919266
z,41,68.59937614877867,41,74.70729947315837
m,74,52.69701025485048,18,0.2894453964603749
p,60,42.715820227576565,39,48.98252582388288
y,35,43.70891450944473,49,53.23043478614715
m,29,58.55513724402998,94,19.23699124169297
g,23,87.81149591020423,50,97.8370095469889
r,33,70.75859808939734,90,24.9164804166082
v,7,75.39349931049777,59,12.92410258903277
f,83,10.887711885459261,93,86.98379175343432
t,13,92.48817894501468,79,64.45703242340942
l,83,19.33908535928419,8,31.01308477719208
c,92,20.698097006160012,41,15.461274731442366
f,72,46.65180029331454,95,14.69888492182938
m,96,8.824087979251816,3,30.087913855983896
a,94,72.24636536794421,43,69.92061049340097
j,9,40.96547104760003,32,7.216787224287103
j,57,93.21566238775935,89,74.05329281107834
q,61,55.57390744774976,3,75.1991763357808
i,55,45.50504098666156,75,22.139676291172684
o,31,11.545533554199006,79,75.64184287490792
o,78,91.75717591834432,10,39.99826942875884
q,7,82.64941699840273,59,11.182732005080275
a,80,11.67668100499608,38,42.15111206159749
c,36,58.79769755370361,90,18.357825874341806
z,37,38.37030580165901,58,23.34599318735384
r,16,86.41321455917311,32,35.237099633218826
o,68,63.88004231369614,12,88.59508358892938
s,99,49.106407763796454,28,19.29167520125903
u,64,82.52163666516829,86,13.917373112402965
l,21,42.91822787803958,20,44.521510329622096
g,22,27.622094880249414,42,18.693307983260134
k,7,37.644854269136275,22,78.71672998974094
h,31,24.44732995136767,48,40.49671337399937
d,30,76.40797225769576,36,63.624195459864495
w,69,62.645029167480345,7,59.035978669298785
k,5,25.280726852503765,33,42.42259615331435
e,95,54.99192746681742,12,10.799415191192551
c,34,6.917653357955322,4,16.64980391052413
w,19,1.6036901521975122,34,27.28618769688159
l,41,19.97342398824943,96,20.980968812458155
j,66,28.720832013703625,27,25.14315672944968
y,63,67.82025671021835,60,59.896063761071375
x,73,31.796566502510657,20,97.77221895294532
r,58,35.06614242364545,2,75.04152918125425
f,62,80.60186487551778,79,17.677522326886418
t,60,27.895363295491514,83,26.415967671067996
y,87,9.515908626818215,32,66.19041578954014
y,52,80.59819911553703,57,15.568877426494376
b,82,12.55943738920957,90,34.34944123604784
s,36,72.8777369133791,27,23.28214200228794
e,50,61.155678005716005,41,25.420764003976338
k,90,19.651256138171156,29,91.61988156697599
w,97,69.87896902415167,40,63.92518730926733
e,43,67.59820342164421,37,86.61489082207268
y,23,20.483539139255935,81,32.56009310121465
c,46,63.6476749967013,1,19.3224946350503
q,13,58.72898178634692,60,70.11873218425845
m,30,86.42342981300693,2,39.91955856851968
y,97,7.97875262419393,78,60.01699295404771
x,71,66.38421768780512,48,88.54574101881285
q,18,7.217985541941985,40,3.6405024332581637
x,20,57.82564368561969,36,85.03548700445278
y,78,49.948429263716434,93,94.49626053245375
p,87,24.079354560096256,98,65.03471103351784
x,83,16.660556132856964,29,88.60271285590105
i,60,66.1535298983683,70,33.35233463735603
t,21,48.762034839096266,50,43.22618784799841
e,47,88.85139894285471,20,99.75273978493385
m,87,7.844400079676783,55,25.431991842190115
s,5,13.796364050676512,13,10.557691704279094
u,90,37.93708403076581,17,82.45901746188017
e,42,43.596896935840505,81,82.09756264357674
l,15,45.45655420471388,76,80.3917589594762
g,77,16.123906567851254,72,53.911644617509666
b,66,92.82795633050611,54,25.037850063969934
c,70,88.9972639839335,52,69.96894430787218
b,1,11.777031057186072,56,71.510798763862
i,65,92.90048236974641,90,9.203153407601473
j,12,22.53646983383287,72,11.549206952502633
a,24,10.721664015302746,87,19.41081714368822
j,84,81.3900384443207,67,60.139463824301046
g,19,0.2679948640060492,58,89.55580570936671
s,33,17.341274780188865,53,43.84931327366382
h,95,86.95592619908189,36,56.15436795001235
s,83,0.10046838497471677,46,52.81674381506093
p,99,94.91811071794073,90,15.492000883891999
y,5,57.83766246238143,38,47.61424854825606
z,26,12.490336869245578,28,65.92502825895788
t,49,24.029909475056467,95,31.946885027481475
d,81,83.57615430337117,79,95.05739146875139
b,16,0.5671285611819732,9,43.52046250717916
r,68,79.66091328544947,12,51.46039300655379
w,19,28.914654445514564,1,6.242570437396722
x,50,73.10577203302027,98,32.979964507236204
g,3,29.18843453253399,55,29.956119650224945
w,23,38.18726271962941,87,92.54586853456576
q,0,50.19522128612973,95,73.48001373715161
l,56,12.69343990074815,65,63.38858600578825
e,31,9.894370949104491,80,27.38179377263418
d,56,99.95306763317492,66,21.077925892981007
g,9,82.87889100367701,97,76.49882367396164
e,34,43.3326769322578,12,93.34375139415611
z,95,87.79949911517197,98,0.6060549282348893
d,11,22.91518045390928,36,33.61377900616886
d,68,56.664201373160324,45,22.057894391364496
c,81,65.86347568592315,70,46.367574683661076
q,87,58.04715724642302,66,46.202286223597234
x,41,74.05249494711619,48,60.933030533055955
q,94,46.887718646197726,63,46.12832721149624
e,26,44.14376627207473,17,31.153809245479426
z,34,73.41685992218416,5,48.52886025316179
j,64,0.6772373429264178,16,22.522057292165385
b,55,80.8455917163564,82,10.041895194338002
a,97,88.41622551167005,10,40.96717566260014
b,47,80.37010543026639,73,30.517955804948738
b,9,41.981188806161754,25,12.983625230012997
i,76,94.11730725092748,9,37.029669827187504
r,11,38.39898477864384,72,97.45330609949829
j,46,80.066622540545,40,28.627169274228102
f,69,35.826646067115874,94,71.04537649775939
z,44,11.505363448502937,88,81.08459883831371
y,82,72.99665345023986,50,1.6572674153074174
p,0,24.373066124763476,77,75.49962322599355
o,39,56.67610927005702,76,35.47438300976709
g,86,54.60930459474325,74,88.60382009567553
m,58,23.653967418652233,11,34.92562162353251
e,44,31.726896758195057,65,84.76370652426739
h,33,64.1107104559257,46,97.74612374134016
e,83,55.570792057991824,38,22.4332248612265
d,40,94.41863142550739,69,56.38879486079495
n,27,64.36035847030381,53,29.536058535541443
b,37,68.25207229814373,80,22.395672728066007
c,47,49.88319998435067,51,71.89147465559408
p,10,71.30838898928947,37,21.263684528857006
w,38,21.363029831263212,28,29.19634421078766
u,84,93.5529949067469,13,78.19065287678264
y,58,27.442112057401403,26,53.322865797023724
p,17,36.43910913529786,38,83.04177593437771
q,29,10.106472704452719,35,8.542536456604088
i,4,34.475347622690066,64,59.60483995715853
w,79,63.84701666617958,43,16.31769995526364
x,81,96.98263776793006,64,91.79050497169199
d,72,70.08769513211047,27,19.157222432943733
y,50,38.50747533869519,100,82.59742052224706
k,14,26.911216233641888,87,57.6359078882126
t,90,58.2423295651234,6,73.17734773597797
w,48,95.78384786494675,1,93.11642088568813
s,39,49.46133790594972,26,59.326038057025166
e,2,39.950294940493606,49,40.417787563278054
d,29,96.81339993777598,59,52.60029666700981
y,59,7.924408244338277,96,9.600719866699325
s,7,39.25430179950345,13,71.27825083329307
n,37,37.57646567231029,12,59.780393540773424
g,3,73.78417745304391,93,20.486508757416654
l,75,92.69377248250869,9,40.06076616446974
y,61,44.87934449710609,59,61.704631572431424
a,76,90.83096729545613,38,8.756428822652573
l,20,93.97022480265376,31,86.41392502015609
y,48,48.84657954999343,41,13.307134177176705
i,21,86.30642530156214,54,38.66952560656981
