F,B,Z,S,O
e,39,40.81214980027698,26,94.05376104181428
u,55,22.38619267747872,66,80.59757260923786
h,6,96.81761220852671,24,84.03544593177357
u,41,95.22409188238615,79,15.412666070001968
x,86,37.95574149162388,88,43.256773642751824
k,34,96.32705304696354,3,45.05946742039516
x,86,33.73718602182394,27,20.230154453557525
y,42,36.413016071231,6,41.59497274575836
l,28,7.598312983464927,49,34.451187021879015
m,93,73.4962215783519,100,43.82856591922144
q,32,29.074018189957272,7,21.413349310252105
b,40,11.567067549184973,6,58.543799197209225
o,47,2.4936082846393703,75,73.20728314809095
g,4,48.55081903910858,46,56.8547868148788
j,8,6.111654465887462,27,47.67664637245481
l,38,47.82367481110692,46,81.43520886657262
m,51,87.12497953097822,5,38.59427352094361
h,7,64.92457254805247,15,25.73861294680304
d,95,38.604360513102975,47,31.664469903613014
j,60,94.05365618295978,61,91.8593926284599
h,37,44.368470149081475,80,62.094579037031195
d,58,18.264272360296317,51,11.945242787881028
e,65,3.803170161038927,58,6.136234738690205
i,83,99.93377207145167,62,77.87713191292582
f,58,32.34410897696658,77,66.1449042204233
c,33,32.45710271280707,7,31.72068190093119
z,80,40.71633192436928,77,49.425625907068415
c,34,59.26447983424623,14,23.294484497355818
i,27,47.180768062336185,22,46.35061958171445
l,41,79.42793279731832,16,5.295521317546625
h,0,17.749378627296643,43,57.97056861182735
e,21,94.33318176941167,18,98.18697833413496
g,81,26.960406789581093,27,8.202227670573226
j,12,87.90495405915699,11,81.6431569341775
l,96,28.065008118555323,30,73.31811613663515
r,96,84.45587005570962,48,73.6830872701794
i,79,50.13486856034016,62,73.10798444410582
q,47,52.130594753110906,48,50.49424158351394
b,0,78.22155394173545,14,91.58252778870778
r,89,92.10049641467607,57,42.07083828476187
j,64,52.58007650933795,76,59.51324474570539
u,8,86.66347320775965,70,14.106506259938033
j,82,69.6094723309219,7,42.09428132189227
q,73,69.90106906495322,1,96.84952217717118
u,70,16.92406240031723,29,26.892456126364817
i,23,35.23542458318475,43,7.1852901314082835
u,46,62.87258142327025,49,52.18018422624705
h,71,38.04990492070035,89,76.67170101479816
y,70,48.836049812843754,10,27.293799410865905
j,76,45.049234115354345,1,69.17854925081237
u,63,40.372926747296255,94,23.504068897847162
o,57,21.7138666664604,51,25.04323804298855
p,41,46.94155492371866,69,18.97630173410516
r,29,77.33418847551972,78,65.27955686157263
x,60,7.8007279463729535,99,43.829327521577376
e,39,48.837214779350134,10,47.99040525893293
s,32,73.21432721273125,39,89.87047296740353
d,63,78.75586558192295,51,7.6502562052141565
a,51,71.0717710075441,86,3.992061075872888
m,50,81.711185908726,96,97.31862464129962
s,22,30.881261230171265,87,29.34595081264131
f,12,54.729670943525285,4,40.19668028038522
m,4,56.35855648441993,26,77.2254782306819
i,14,51.18332742339411,4,87.100809651703
f,64,0.791820588847969,7,46.48662538586511
f,32,39.879160916436874,9,97.0322549800859
o,65,45.06699755337195,29,66.15505130228115
x,59,44.55668423417163,93,65.88354326319322
y,57,71.31167925754862,37,7.997881281814956
y,62,83.24781526543342,88,92.63951303357328
a,45,8.017492311052642,69,87.30172696873129
i,47,30.74310664844543,32,38.59044550554722
d,11,69.03605775349413,4,56.242268636592584
e,3,95.8292189664408,81,33.365322661748834
b,34,0.6463673750566334,65,74.59201999970503
l,75,92.77528487129433,98,9.380049922129508
h,71,43.400622923790486,34,62.7790223716991
j,4,99.01944121385772,33,87.09076019170358
g,56,30.253805390925802,7,14.130749627573858
r,75,33.318991237993124,96,16.809961780278293
w,55,24.096238891473888,15,68.54745231012488
j,36,61.54212730419035,13,47.61511630153098
w,90,31.73399907134229,50,37.381461973458244
k,27,61.89311474712015,1,88.15162333852044
e,73,53.99006475434026,8,21.559288197111627
l,77,74.91835703150541,21,74.28532079514855
y,6,74.41120433404235,50,97.04653581703745
o,7,50.6545619425695,66,97.55536955607221
z,46,87.07940612850284,24,45.613557350006154
f,20,87.71794572207357,51,25.464358514560725
c,16,48.13310328835543,47,81.28224289509257
v,74,87.36128088953524,28,86.4638826119385
q,47,85.41968320337953,81,33.59643979750272
z,81,42.33870829337854,76,93.02404128177025
u,73,54.298124357385845,91,8.828813633069021
e,68,5.877896073824274,40,76.22193106917963
u,100,97.68998456354271,56,96.91959812638532
b,21,13.076786285935304,17,72.97512245333854
r,51,68.83676062434208,86,25.60560770010294
g,74,3.2533748466688883,57,88.76296297529333
x,65,55.16236721107728,31,46.76909881616679
j,41,0.48235364922910584,85,74.08868648357473
m,66,43.313462675910266,52,87.95590427610139
b,0,53.34925608358241,63,30.116971766424562
l,8,81.75364765736654,35,45.91574289187268
l,42,43.757835692290904,16,20.285589620476696
i,42,90.37518391020234,76,1.2238381739010817
q,10,11.700758311961934,0,53.743467753055896
f,1,4.365848914771031,16,53.44348846334255
x,45,83.11843010734033,43,6.823869836485108
n,39,37.34384504160645,78,83.39982576271831
p,52,59.162383839916224,82,36.08230746247628
c,95,20.902510474320323,18,59.57591798463262
h,55,64.009002288703,37,22.65108924700998
l,18,82.27528577854709,20,30.873943213993616
p,30,37.578015242162344,80,33.78776568321249
q,52,18.04052655952565,26,88.39951448822731
e,20,2.545040129851306,77,55.05824183141799
h,6,8.650192466325478,51,29.05657629052657
e,24,10.268351980842105,36,35.64071735211443
r,91,70.7177974452663,78,80.9705673258772
e,56,31.757412344616355,83,4.19831084019714
i,55,67.06452359372076,63,37.23397485939925
d,88,31.57972336050914,75,0.2088795873066096
d,25,56.26500161822045,18,34.86497988132168
h,68,46.73759475488317,15,67.9987189013326
u,39,62.32395045162412,42,39.48865009566762
n,27,71.84410708254465,61,65.68283758786849
u,31,11.364448614700763,40,18.623963359985474
y,81,52.39811264749864,96,66.115000253596
g,85,22.503788064574582,78,43.43330991352475
f,6,59.610461707852636,55,60.19686830045077
r,14,28.153940324954284,93,26.397393108169254
g,87,49.56091282399827,69,63.08425962735081
b,97,56.584146902263434,91,26.311254511701023
p,87,30.52189112670093,22,28.01773415724922
r,91,46.747402315807285,76,44.82011278100051
i,11,58.34144957377808,33,22.986987843190754
f,11,38.117528081445926,17,85.71863777043434
x,92,78.8268868634945,42,7.38082030486471
d,76,87.43280286319919,60,86.42351948955408
r,6,46.77737507359632,84,71.06863622768046
y,94,85.9570845860919,58,43.01334218689473
s,32,96.23643790476123,87,10.318607047915428
i,99,17.833615128897197,6,91.74848248972394
m,37,34.75394019915977,65,75.88814954590588
m,74,79.17690457175401,88,29.144233978774015
p,37,3.7834618266975317,54,67.89827937112229
m,79,0.20433325492424936,72,63.88356637020861
r,74,1.5871782314845428,25,89.57460713580072
o,25,49.36545168641639,63,1.3673304747069848
h,84,61.52024684163474,36,3.2207980584825435
y,44,61.724616886863174,48,31.125614881017437
d,12,96.94626210154279,58,54.103096992204925
b,60,31.907295688172045,26,76.23224019581524
b,62,8.094123505489259,96,64.47682639467887
w,70,57.01875145359333,83,99.97117092236736
g,9,41.279992471161265,49,30.357091268093882
y,17,46.298154100796566,26,44.11957704191406
k,95,14.230588267240773,38,38.52023815354653
g,4,4.257712689442439,77,53.44590807690518
o,46,39.25019480918293,25,77.53601475181529
i,60,99.6222785988223,79,39.777506317266806
z,55,27.040382545020947,40,89.64174913011941
k,40,35.91585978199138,86,66.47541042166861
i,56,90.27109827372848,13,46.40363767834528
x,58,95.09568060056004,58,88.2331110381006
d,38,21.85305763764439,5,77.48877861859206
g,64,4.490869958521049,71,80.68726744940368
d,8,18.82455000250507,32,90.66722988888517
r,62,49.53726334649266,52,36.43985647947739
m,71,75.11362799197374,2,97.07257040580252
c,14,82.75063664391674,64,1.9614027941483592
c,40,45.92643726360708,25,25.78754277687254
y,43,51.893569407236185,64,70.12679231610568
l,64,67.03146404255976,70,16.334216834798543
v,81,49.214061669083065,47,50.833760354474464
q,22,74.50371493186316,86,37.223215066120495
w,99,73.38352388458371,88,69.74799177126401
j,65,28.876980546728014,31,13.940690492075824
d,75,23.516801887625917,25,6.984634830199477
q,86,95.50880751896223,30,81.50296783715042
w,40,87.39040333349281,8,35.22646677886861
d,70,57.37695536988727,16,22.385918216257483
j,34,12.223134873519903,71,31.18972685459488
p,68,22.24381433235697,54,59.92030514380168
t,52,13.310861273986351,42,94.52437026999515
n,86,20.811411539340774,94,52.59493270097323
b,16,70.16729471224036,64,68.59475443025525
u,43,86.5212353532623,15,3.9484154706724173
h,50,9.434758227709617,60,19.522139077720723
b,62,62.06093542791179,57,62.76279405284703
z,3,40.15262377952256,46,49.2528775642061
r,26,96.53133431672897,85,58.56841045838921
h,29,26.67929650127182,12,7.689879761968776
n,58,60.76299928503855,72,96.21222061925782
j,83,42.28547980434286,16,1.148882352855618
o,71,67.90312049646681,93,97.0210517600622
l,79,67.94699130142547,63,29.63367214030844
d,57,60.35344337983629,43,3.6388995037091476
s,95,82.28167259054585,94,32.310382284930505
b,88,55.39250510259164,81,3.5858657333859734
w,14,42.97637914092098,72,54.141378677719054
o,84,46.047656225098635,11,45.210724862807304
q,3,67.10018648153783,93,7.86273690428102
t,89,19.747565648004105,64,91.98554919958676
a,98,79.77339637205539,38,69.59543121454118
e,46,76.81769622890738,33,35.53060356232013
v,4,58.6386461482479,79,49.42750624889884
l,15,82.1237391040354,1,5.618545109643758
t,85,1.9119739166190586,47,36.63577114867172
l,60,6.456831886445535,11,92.12676465719248
r,59,18.1411492298716,38,51.66580966140092
d,82,19.385815240389714,78,96.82076067426357
d,93,67.00766783429829,94,47.417010519580906
d,20,5.577476439942597,45,64.32623791065298
a,34,50.07207638522546,68,93.49198739361768
e,53,83.56338200978648,36,28.065541414764294
f,5,1.6984972316886449,74,18.637874368067166
r,55,82.27860103393498,25,39.749856085804346
o,3,59.8081143052617,62,74.14293338921321
m,70,73.8849979123563,68,76.99733810677974
j,15,94.91122009901957,6,36.53680539744551
p,7,17.913484673948187,85,41.72991245670566
h,61,7.925687016575078,1,71.40065935455544
n,80,43.52667909365404,48,10.517312490750896
o,62,11.610726563857432,51,56.87984473189404
w,16,7.522191336888707,42,75.57261677021329
z,74,48.919132063478145,67,8.530707682540118
q,83,29.526431299700086,85,34.67979772935602
j,63,68.34377405517107,84,92.58469459691861
i,56,1.3820912538939245,23,50.65093528618927
a,68,95.9130570007809,30,10.393391223611214
t,78,37.86803674553787,37,91.389709475416
c,34,69.53124089446477,56,83.28261735629053
a,60,84.76302865501397,5,21.09390781780567
m,5,45.04272097868673,84,83.11414540481675
a,18,25.818948470179393,14,66.10537597300964
q,24,4.548044841349464,47,59.62733486654436
y,14,36.74413312429344,30,95.0656605008441
i,16,43.67821590304904,76,96.74534191086973
w,65,11.37348536492554,98,18.658995773845042
n,42,4.114427301575407,52,64.43475856247727
h,57,72.53709069307722,18,1.839692214591937
q,31,33.822883070092416,20,8.06569727127705
k,67,52.61812245753489,53,61.34004167879227
u,51,27.156431617203268,16,26.03600705019986
b,4,23.14569146947154,65,3.0954438850127164
a,28,90.04730023173015,94,15.92660160872904
a,27,15.338282774794864,98,47.77214179347651
s,94,54.78150722423054,0,84.5204370751464
e,42,5.105096809077381,93,21.742526851891654
l,18,77.0270326229657,5,68.57922057860215
o,22,41.89493843876724,56,60.686939126930085
z,19,99.99241529437273,66,98.62354630798139
l,8,52.91328307121211,98,6.143428475067514
g,98,31.639960577060243,82,61.565849793029294
q,23,30.92469549042057,86,8.786465004349342
h,8,75.10040967492922,29,35.73103435723167
p,51,24.529072948778186,70,85.5619590785034
r,10,10.980251242144723,91,37.760448864974364
u,27,43.02553046465578,38,57.84951501354813
u,84,76.172803259051,59,3.9751266015467746
u,65,69.53814354646198,92,16.69482071767089
x,82,25.695957876579524,93,29.69010042256175
l,29,79.21292592406488,48,27.360780552747944
r,69,91.92423920454131,27,94.33439879990566
s,61,63.522770961207854,63,30.066075152211692
m,4,37.959862557413736,41,48.30987732255368
f,44,17.90897545226302,94,49.960863291333936
t,73,7.103575802792572,67,33.96232781673011
r,58,56.347906692951966,72,56.48381600955648
h,47,23.898381338360565,20,91.205638709353
a,68,25.46309489021381,59,12.528242918913058
w,61,6.443685412419065,9,56.94805327156093
v,89,50.06155826262131,56,24.104452619273577
g,84,36.657445037474034,6,56.32102118298554
m,34,9.559824781461613,17,67.83179205422402
q,23,42.31332281302167,67,52.703326254387186
q,50,86.85930949830632,86,71.40538481688563
x,18,96.36206263759979,88,24.658663741139698
u,38,94.03732491737024,27,62.3097445842674
k,65,26.002085648346906,92,48.329291208335825
e,45,26.036212211404386,9,38.42756344380325
h,46,90.90352795439998,26,43.86354616686492
l,84,10.739339730055185,0,60.2490779832075
y,35,1.0714712767394552,17,31.058040748530125
z,72,26.10473637280286,21,22.479166628569114
m,13,85.6484463431869,12,69.73986229647984
y,5,45.85871109717154,86,57.31041571583139
g,99,54.4397830293932,33,71.60908497984381
t,86,1.7055190678037957,78,64.13457705625312
n,57,10.270229579610302,81,73.69575024882782
d,79,82.17557802999427,53,8.048863945534613
u,44,41.86709327712697,27,29.967707520620134
x,17,54.59766524927336,90,55.590975535491296
z,32,82.90830099430396,62,86.21587606091614
k,35,98.95781816976866,5,38.89080371516758
s,45,41.82893069217638,25,2.5736513540210226
h,98,38.288482483288355,90,70.1625008193678
f,69,14.200804492625995,62,64.643207639137
u,9,99.41219930502845,70,51.53985075001596
z,54,54.53491108053531,85,18.99781553337193
t,3,38.789943937907786,43,64.73732506460972
o,86,80.1285289899188,57,40.7239691442962
q,71,64.69329394725264,76,60.71724186025209
h,14,32.53975026728481,100,89.76170279753012
q,13,45.46358860541376,61,96.07331364844572
o,74,4.957566973976801,1,7.364419495200747
v,85,0.6673452170074978,60,37.74048763452672
m,48,83.44856685914307,38,39.071304436059876
e,10,41.67596915455858,12,87.64644597380837
x,55,36.02024473385678,21,60.51735979911582
o,24,43.395631081035106,91,87.43388843067918
g,24,77.6396547232955,23,50.54593934814186
n,96,28.83412107477943,93,32.90262351353837
e,67,40.66819416278848,80,99.76512260215685
r,71,42.57980916199179,93,35.602914735966394
l,1,91.76559774332736,62,4.518345658911615
m,77,54.03815686606713,83,49.45732380818896
t,13,6.951126418757381,18,14.118402943148178
o,70,51.41957586088359,67,97.70686550357284
q,94,77.73632551032719,95,55.91400675186693
l,40,5.5782859926256645,12,18.259527553827493
v,97,68.92083068151176,70,72.0542516945431
i,51,24.26314178875152,94,38.58245774003453
q,98,10.468835854830939,3,41.69313344636901
i,29,3.825314382463607,29,63.31858748979982
h,0,22.67210685568798,64,63.17661904651332
v,82,5.860147345891997,3,47.532691494374305
a,1,13.103647922014684,100,11.276574771564075
f,50,93.26333601395716,11,15.675762179849517
v,37,98.76448739407265,53,88.35756713458322
o,51,84.56455690367665,57,75.75558394160565
v,81,6.836215340025054,58,4.197273987114613
d,15,93.16073281574303,29,4.6864685110744375
k,76,60.91489807749751,59,2.572458403838007
a,20,16.48629839457618,62,76.93903328358874
u,20,10.576064849187139,28,49.56477228163932
n,25,80.42643143789921,84,70.94205852745019
y,88,0.4086429204061548,65,47.72198142657833
w,8,43.84831764211397,72,20.834803080453256
b,47,86.57262448761423,87,1.2505969507925263
p,89,71.91305334056467,19,84.8617338796606
m,100,82.38886733377538,68,61.11412714083233
c,3,23.13642202495275,39,42.511607372324924
b,0,5.817489868207504,34,64.86219124528735
o,83,33.06977948695739,62,32.72950283785977
d,76,4.806872869593515,8,35.992716423360406
f,24,36.3071478999656,67,72.50993141429147
o,77,9.837582776743814,45,69.5341163899191
w,32,33.57704955525633,11,90.81025156836478
r,47,32.44503464634526,55,0.14093412828579677
d,19,43.39562489643729,1,97.74351457381853
s,12,26.22590768090085,44,27.09602647341679
i,34,77.90068372759315,51,94.21130757931464
w,6,91.4814079730546,52,13.707770008918752
z,15,9.846224525642455,72,91.39986503852899
q,48,27.3115036846309,56,16.399136160216177
e,96,46.109558885008894,62,48.04326482422512
f,72,55.72501097333543,34,6.692852989028431
y,23,65.91993162098717,45,41.76116850032957
e,90,51.28368634523962,43,55.60138085330423
z,79,45.54522380082281,39,32.358523889303385
k,97,39.6540430403996,95,74.36653374436034
b,71,26.51257824002674,7,52.745316268641915
b,24,15.999293007383597,42,14.364028837700104
j,17,65.8341973088683,3,9.576830388142454
g,58,33.08871990139388,48,8.808216420185177
a,61,0.4637257568300579,86,78.50456852566943
g,18,65.08703357558767,89,12.382589374158359
f,19,27.211791575239474,15,49.091250054008654
e,46,93.15585212883512,85,28.729636966027815
y,26,56.85257633306334,45,32.006183705070804
o,70,4.00776683706926,100,61.91992658989165
t,15,31.428342469240878,67,33.56792651219447
y,80,66.31742434940959,72,89.80461899244257
q,10,71.20677745810528,61,87.959817885844
i,89,42.19400769001512,67,48.22765364460189
a,95,26.2035745721635,54,16.294812683125258
s,21,10.036411747504626,81,15.583217090973967
t,32,92.36969751882702,93,7.220948009388883
r,54,39.851268651524116,92,6.58106597714151
b,79,35.61557022236234,85,97.63539653066773
t,55,77.95606037415921,89,63.21743118907966
x,8,97.34188003881148,37,4.721946961474266
