D,T,O,G,C
a,85,45.594312174729836,26,68.664915755914
z,8,86.46549825126549,24,68.22666205202222
q,24,10.681102510821116,94,89.65945844136111
f,58,89.8671300972092,84,36.06575779336869
d,39,83.69492017895071,25,69.70512069133525
j,12,53.35611751135267,79,59.50431404671098
l,85,59.158337073880865,85,89.92833278908509
j,25,80.83667115341592,61,68.50530808321346
u,72,83.67106616965769,95,98.44630987161122
c,97,92.51999624373586,30,14.941897702005969
c,49,47.314977572582826,47,69.4161591729912
v,79,67.6114878252492,83,2.9885109623669304
z,43,77.64663520400528,33,97.39749881603589
t,49,75.66097942934026,88,78.62290302190765
p,51,89.7036166190018,84,99.35184115570948
l,19,86.06325862955562,31,29.74109779572036
i,46,37.105487277242275,5,20.19504855302524
n,37,0.40634938419079614,34,40.728873896661945
j,57,97.57648829784367,29,25.184187106894008
d,12,61.591618108487175,66,65.91607992319523
d,53,6.434973401291022,55,1.6023743482172503
h,41,35.8917916363673,9,56.26096178685428
h,8,14.372088430415442,6,81.45924302226777
y,50,29.155662545895254,77,15.263965488393094
j,14,64.69724621642182,63,79.78228306145417
x,54,88.87117768258955,25,38.37926436268795
p,55,1.7443180686461224,25,4.66757127727907
r,99,48.23386315245071,42,52.37902230912162
c,80,11.831981358222798,12,8.529184929674226
x,39,14.371675833006526,1,56.88494483356863
p,25,30.157820461530115,41,3.730358495790642
v,72,38.431737488425036,26,60.713163114673044
u,48,53.71000505019944,57,40.27857256620406
y,9,98.69245384852867,60,18.24876582968571
c,81,34.707871302346206,51,3.727993428360965
w,94,40.03257779277985,64,23.770178709439136
v,74,84.16285342968175,17,78.15984023634796
f,15,80.72819448996685,90,32.34071421101792
z,74,45.73909391389207,9,38.97774890461974
j,4,71.68544081322176,0,71.37010019420032
b,11,5.663772712213744,38,69.81091837632476
m,91,35.14400058972525,77,50.02901522524418
q,35,8.755497018391612,51,60.75837921435148
z,96,53.319966601758814,25,32.24521888669843
y,27,32.91164673756217,69,52.38352334284342
g,69,79.2314201584935,73,40.46886024692328
r,56,29.134147581421043,92,34.00185031062014
b,47,81.73906081656503,15,46.75243543606188
p,70,54.46758086305131,92,99.11725228812602
d,2,63.50775365060024,48,89.07780604344048
a,15,77.28980915607828,48,94.77488697769746
d,87,93.62003163638155,41,40.57986621126213
z,88,84.45467493896274,17,31.360510411460417
f,92,6.169315821244692,4,48.67375412318362
e,36,7.424627277954388,13,38.512166398219314
z,61,11.351496013763839,7,11.54940192336127
k,43,2.735305161130519,28,17.626681434321647
o,34,18.394254920625396,21,91.37203776385631
a,35,21.106479148962777,3,18.015416422180508
v,86,98.81702061572656,98,0.271603215246663
l,85,52.55327751247643,100,64.05066873919539
i,88,75.91866753941032,20,17.449602522756848
e,36,0.5981606479744772,48,57.08321437396292
j,7,18.126573654188537,13,46.90291410716089
q,6,60.9559185960616,54,54.286811185631564
f,28,20.028414567112574,3,23.356336174889
c,80,88.58070422394468,65,36.51316395571147
b,1,98.68198558275301,41,51.23139879780273
w,71,92.64537535431666,94,78.91172530811184
j,71,29.67716080974889,44,10.350258193628758
x,54,14.921670425938437,35,26.019662071000692
b,82,49.565946642334424,9,35.7619896680155
v,0,83.57573162734808,18,75.96373119928278
w,35,49.26906598778873,41,54.66823564719776
j,44,40.274314236867646,71,79.01861406764742
l,89,7.844327054297084,42,35.63114943007252
j,73,97.69696357554567,5,67.06632883261334
w,24,49.77702067246174,89,47.85790761629166
o,86,51.94347762677024,66,35.199090719931924
m,49,4.590204326259539,71,72.78104995433425
l,13,6.281358424143768,8,73.54458205609428
r,13,56.16663446740423,5,91.58294160989108
q,52,78.7684494209393,83,52.36059304786115
x,34,51.2627904887863,9,88.44909464532216
j,90,6.345741654818637,13,13.14396983943803
e,60,50.098502332607396,99,11.790292870188445
x,11,10.27254350754243,54,57.45222197278592
c,39,30.34548549101519,21,84.70168545909
l,82,54.82840080679704,1,30.313818777412372
c,2,96.93893740763909,25,11.745740221819979
d,31,29.372158194937427,26,1.1204075960175364
w,61,52.609080017332985,14,91.22020252838108
f,89,74.07629302405185,97,35.64681734918717
y,36,21.787310906246937,100,11.174454808463597
z,61,13.541978584423287,97,33.434761254615466
r,47,37.956304033396435,84,84.0414540635455
u,44,15.346256450045892,1,47.67434536818536
t,76,92.66800170729178,73,58.007867320301266
c,9,40.71395929290892,80,69.77414096182336
c,82,55.046025331470915,29,88.55850529327886
j,64,23.636310829269668,71,40.29505166913589
z,34,15.733897521128693,39,6.718540836783071
d,20,10.477730348865489,4,52.55108614024706
h,81,9.799890888579954,81,67.39369945280151
d,98,91.74972378955661,52,87.80759137660642
a,66,0.275863010068933,59,81.99154121241558
q,42,41.67241084640302,3,54.30183353838331
e,59,11.50425265949665,51,10.054826252152626
n,40,72.17620522226986,52,20.326281486850807
v,87,48.83286485278647,8,42.228487507710824
f,26,17.758421636456323,82,49.20771655090076
r,34,70.34655192488752,45,48.91046985417292
u,47,31.05594729641499,29,27.73263369668021
v,82,60.344341250481406,88,86.09560015457488
q,62,89.00226296431882,38,66.9502395281497
g,3,67.71763858420944,37,87.99398637544297
r,30,33.81960281550632,99,96.63323216129214
u,63,36.79631379990187,17,63.200104209400074
p,54,23.90526500135146,22,60.53831451621532
l,33,50.350702669241635,26,40.491895730373614
o,42,2.9374726499833526,59,47.119972058591706
h,6,82.33033614311393,25,34.13011068050559
v,0,91.72120354016441,89,49.95260348589835
w,47,62.673138327018115,14,53.30911500817533
x,9,81.58825091693268,83,63.710466422026954
w,2,10.383033677453534,99,12.30858683605005
a,57,42.103924115583936,71,12.237726106199853
q,72,97.69892102958438,90,29.2653539510777
h,49,67.85291191753686,95,42.89073570396599
l,41,34.056844670490115,23,14.092023344882465
b,7,85.90985262395985,47,37.116692758975475
j,53,1.6143256709020726,15,39.56574744882361
d,50,35.644263492850634,57,17.949113103917714
m,91,38.459720804541085,3,34.05038756609159
d,41,73.02697725910964,29,5.955820326398209
h,64,46.75966680619111,55,72.51652855406154
s,25,53.06563207689816,42,19.85028876270278
m,35,96.15664651899985,31,39.80963887273424
z,54,20.10257072532934,64,17.97833167512365
s,77,15.401157571697599,27,63.447148831579156
k,83,89.69231457284228,20,60.68334187558041
s,26,59.53791115895311,23,84.55071438507305
d,24,14.887084284360352,25,75.90599129514104
k,30,10.476964008399314,90,88.69369925915805
y,6,35.45656413864816,90,52.05836145929457
m,24,69.77835605308229,80,8.515435552241414
b,95,71.5954883024238,58,3.585899562442507
o,33,81.30540448662913,27,78.54889828403638
a,46,70.80409784558248,32,79.0077059714427
v,7,7.266797481079901,75,34.404880023463846
n,27,71.77422726470083,84,74.53234736482366
h,84,88.94270165600986,15,15.876892663882247
y,97,10.943997044385611,64,20.28745898279276
v,82,5.6611580130306205,88,79.4794742258411
i,89,2.3649417735044365,10,39.80910497982366
k,82,50.83301795620429,49,0.8234935530856857
b,13,11.608666918757592,0,8.283199131107189
p,90,37.64096831864989,6,54.42648637055284
t,3,74.15576223180062,100,25.971456598099195
w,26,3.5540517062738752,54,67.28715699806867
y,99,57.83226619877526,25,14.988910503152075
c,64,77.18982500760205,66,77.52128027835224
g,83,44.180728136962934,3,80.15913741089244
t,58,16.545907440830167,78,97.28073165935547
l,86,88.54804309395603,83,41.07039462893641
r,82,99.92686722904389,33,93.08045787378387
k,71,12.283391811288336,98,37.49681808195168
q,77,58.733547069829584,74,45.81451342695674
o,0,6.1408468105062735,39,94.18973408104218
r,83,48.01124085585056,94,92.75155348671814
j,79,23.58808387799144,53,9.0947843593006
u,50,38.72912827725708,78,28.32175442264183
b,84,15.168561853089201,61,48.884997801136166
m,68,34.63952964295057,43,10.971457663269113
s,72,7.658027556343649,33,44.21408669712565
n,83,49.60744429926124,25,31.265751811886567
z,68,22.353463203453604,70,71.8432441240113
k,79,23.52985910030114,0,69.77102571526099
l,8,20.097767108362664,18,0.771410461374622
o,38,12.875770280129661,84,72.32392640796166
e,87,3.9588990839548033,16,22.28920312182341
q,37,19.839180393891166,0,27.180584605856662
z,80,90.53854331339913,80,86.75332219543446
j,46,12.569459277333605,32,83.99203732537097
x,55,63.29829150900645,61,25.000333320624456
p,20,63.06124710933246,67,56.447011498298714
b,38,81.59591478202813,76,55.067600239992196
l,80,52.421246733179785,33,93.18232191655957
o,28,57.457198676858276,76,6.613077928812105
g,99,54.795232698223906,68,59.72567771842976
z,63,69.1074469753379,62,31.67016575821893
t,81,73.50062918900797,34,77.76837335344663
l,66,55.165165838579156,42,24.334318877114125
o,21,77.59163405152904,55,93.76967640825791
a,48,33.60333118350205,37,46.77253710896149
e,61,9.57360371214514,42,71.32471750970018
k,36,85.71849614232731,100,80.03280316999867
c,77,86.42929787052174,45,51.11138534770048
i,27,93.84820786952204,78,42.91056435708908
l,10,23.088254840230483,77,97.80489228633647
b,67,12.11738301388955,97,2.6030324456881693
y,36,96.80753088382987,7,54.751418745493396
v,92,38.50428192269343,66,20.84129174915872
m,44,34.41715122546331,41,36.75134032707168
t,18,28.40697119777741,52,72.60041298557465
x,94,52.29564753452932,68,22.71696974171462
u,93,31.852921277411774,79,16.987348532543155
i,36,2.644813054102324,70,58.316700621273284
r,99,79.4052097152496,97,34.5567941423199
t,1,82.00684315338232,37,42.725887316416674
r,28,86.53768077276524,37,91.75873280307407
w,97,72.78640836623693,98,96.22185423692063
j,28,54.873198146015746,35,94.6270446358986
i,44,41.787810902280384,93,42.80303059416472
c,92,33.11500756498571,85,53.224414305812914
m,89,13.262579289019039,71,36.12464933895989
k,86,45.10305220411976,58,53.727598698692056
q,90,2.639527891809834,50,94.52480456074588
o,12,19.85280332488113,4,88.16786651526748
u,37,28.278598646351195,64,26.590284777900997
m,62,15.208556797104656,9,91.85848500220467
s,97,43.59370663447639,12,46.56356848317379
w,98,79.01818009677334,55,95.99689023591762
i,8,27.669475010034272,50,56.977901410984025
n,32,58.11454632354055,91,71.04778806959999
d,2,65.68649354626025,40,11.70477105108395
o,90,65.37543568962386,3,46.76173743433264
x,4,66.8600299528969,77,59.17209205562727
l,11,29.423158563234487,28,97.39437203610413
r,55,32.644418349570635,14,11.532993225725374
f,22,64.59303231007546,99,16.038900793367684
v,79,95.08633696088265,27,77.54816682547919
x,47,98.80630707509293,69,31.86931450352285
c,61,18.569357750829518,12,25.703910217953442
p,15,42.764879004537804,79,66.09632954715255
q,23,11.724764582897784,12,54.73758108388315
p,75,84.26022630268449,8,21.38968268077154
z,15,93.61129170023183,70,43.48451038008868
l,72,53.417947646952555,34,88.86929799646536
g,79,82.44834394859463,90,94.6104404554252
u,63,46.98850962801633,98,60.58983311576721
v,44,74.65302726255858,43,7.8548333242130175
u,66,39.49228975340083,37,90.53598744162903
g,89,86.30395442343276,80,94.52446962576452
e,95,16.86391855894516,88,39.63742055842355
x,51,92.73132943462686,72,10.809610901435429
l,24,83.57717540817818,88,45.336318694938484
q,75,90.77893935677105,89,72.33291311001283
h,70,45.48102254745918,2,66.9472874807023
e,99,0.680970697223704,5,19.2399577804075
w,16,64.33308688811307,55,55.922117815524395
y,20,9.121071377809686,22,34.923661682975094
u,31,20.908351536498447,14,45.92523174221469
n,16,83.02836981010365,37,35.274833536770934
i,8,52.50034559804831,11,58.41726817737942
b,36,72.31152841666793,37,76.99308844405411
c,31,95.44345001109897,51,4.018566023866632
p,87,94.40938359605752,61,73.72301687458065
o,30,55.650282156291794,31,6.066565645711918
w,59,95.80854796267714,48,82.2410141192469
b,32,5.072235241994605,76,66.02231102834364
c,67,95.2360190857736,8,88.06799144644579
m,66,89.63789868951118,51,73.01018405011163
s,38,5.264834316820821,86,59.89131269879102
z,61,74.16936176068198,50,80.73520978203908
w,42,74.92038578519647,50,25.05621359447415
y,77,62.24188579863842,6,43.214043800409264
w,50,15.649913948710958,60,31.790159469091563
v,86,80.12467842155796,65,73.72296467069134
i,98,85.23740757722302,45,45.61796446330787
v,16,78.02995057806197,44,9.799451764894396
l,5,97.0655544511321,82,65.64274105257535
a,74,94.58270159322933,69,96.97618360588123
s,24,5.703958613520211,56,20.703367250965453
r,27,53.540869504204416,86,59.914823809639664
j,79,52.910725421745894,66,99.50189693792991
g,20,15.438186820615641,82,89.94683746023946
o,97,50.238838049776604,76,96.73372802431251
g,84,99.32007189607248,40,55.13214203266805
c,11,19.41038922770253,29,7.170868564060207
k,36,98.27679916929952,50,8.937707208001576
m,26,30.147386959706978,83,52.09822058868385
j,37,5.572051378787624,89,3.8907010357638994
x,54,79.47451148993642,38,41.712840558857124
c,47,36.57667707419018,67,13.676299314264496
t,46,67.37984802908042,77,11.715811028022161
v,19,56.6298857616609,42,64.84905789009666
j,58,15.440234534128805,11,26.219497709592467
m,8,9.248930648461561,82,93.26066658953168
k,33,95.27510166815564,9,89.56653264347715
k,96,4.884124050978766,56,52.75314849558828
k,70,63.75496357983668,35,77.06265072313813
f,57,8.71150401181362,20,71.20752245131588
d,88,49.763721894081925,25,99.97038996476417
z,6,97.36150509187718,85,56.909632481267934
t,76,87.23384245193138,42,50.260842396621776
o,41,70.224366898083,67,51.47785035327359
g,2,98.13847648711378,42,8.365130979355728
u,35,10.335569888625429,66,95.26140506202418
a,57,76.51573471126294,48,31.668735496515097
q,49,55.6567705191754,61,75.45023870185726
q,98,19.96908644525601,65,91.66774733618274
x,47,25.285658709733216,54,80.55644884481279
m,82,26.583527242466843,38,15.462001523626402
b,84,25.745176420429793,99,9.47741795476208
j,18,61.218688403677746,33,58.42930292253053
t,31,75.76594628592022,45,31.4936618534966
i,54,94.40555914134177,80,44.96597207388903
w,22,70.38778879959145,73,92.55114323224377
c,14,84.43169505370565,9,90.6541318458986
e,5,1.9387100785739797,14,1.2784547954085457
b,1,87.81329257201952,69,89.53865192066479
n,70,29.9350095397673,24,34.62834041308574
x,74,16.047468297723423,81,42.21622308336068
z,82,68.02658481576884,45,78.76439322197942
k,64,25.278189319599022,42,47.51071229472138
l,39,37.36994203014058,26,29.51541890428616
g,17,77.84655291637445,43,23.97722142160812
b,27,31.408601235661738,76,36.64246574763019
k,54,62.736237683028214,46,63.93225936614838
s,72,50.272585587903926,25,29.782650487576458
c,34,84.8270995629666,28,57.199412060328726
f,65,44.52835865344991,77,47.61198392760154
e,62,61.003939116679184,62,52.24183543046988
h,1,31.695664564031155,83,76.29308172701657
w,70,44.9784313891438,10,81.09560154302555
s,17,78.70382376922134,41,96.91074201430864
x,33,50.41346012975393,62,26.19208655468055
o,0,43.096346667075466,74,49.4709303187575
d,51,30.094988322458438,26,26.6985662347473
z,89,6.027316553605244,49,69.51019758638904
g,83,64.05475775653696,61,85.10765815014466
w,74,74.37541852815097,84,98.1637889804251
i,57,35.25505259200755,80,35.841990884531704
y,57,7.620863913970888,48,33.80275225868069
l,60,87.58818380573037,43,88.89529277207563
p,21,74.51603235336236,100,23.378809836494675
p,75,47.06677925797923,69,90.28143808421535
k,54,51.364828151464614,5,92.63440141547278
u,38,56.16229180378741,97,35.845732714833176
x,1,84.36029146108669,90,10.14168326705157
a,44,63.182416760570106,35,13.823789526035235
f,18,25.21285352289859,77,85.22610479337675
b,84,18.10425959439503,37,55.66332107707972
w,9,66.8015517796199,30,19.602064905568962
f,77,76.6659728616342,38,10.882912442076941
s,51,58.463207766634554,19,31.303689246075916
e,64,43.259046440546875,61,92.219391958396
h,90,80.43321103648593,94,15.103820569329896
l,34,57.00148916297609,48,53.5107707232476
j,7,10.457121076853094,72,38.192519909880865
y,61,12.083120205090436,39,15.748219168350385
y,27,66.70517402471837,23,52.47720297869961
h,94,86.20837149557332,2,2.802135760239577
f,63,24.57632163730149,87,69.01808465522858
h,2,94.32741716300718,91,40.890898775596874
i,20,97.64728471682874,2,79.85999602362587
o,23,55.36608882348328,79,8.407988132338584
j,47,99.06564884436992,50,91.24690711978188
e,71,7.396750780652795,84,17.346756688857678
c,95,35.886606048637844,89,91.89797549187539
t,42,82.07315257082168,61,73.73415568588551
r,60,85.48359878960551,94,30.48102630897873
l,76,2.248056491219963,96,6.8545463378149485
h,9,78.69011043103549,33,78.56870519506477
r,8,95.13031111453411,62,52.83452931003939
j,78,65.10482000309743,69,39.46126251076829
c,93,43.696379068978295,77,54.03689626807521
q,67,11.202975535742743,34,19.4717446304969
j,39,81.1490980416121,92,93.05091196774735
t,87,32.12455221182715,100,19.31006883711487
j,37,58.08657559786845,25,33.82813759673867
g,27,70.10617034319593,7,46.36786243066543
i,74,33.46928045798463,84,94.05644773350083
n,50,11.483816304916905,36,46.169406220045595
f,63,19.925576604793317,93,60.852100684849674
a,84,19.05375995332641,6,0.3362331906879845
l,19,41.428145178356765,89,28.03976814949758
h,2,70.98340348627202,73,54.830554905214136
e,67,37.115738168306024,36,33.72112690837877
k,84,42.84600993548141,54,17.721697346300893
z,20,49.24899428128936,10,65.07548083264436
v,42,0.8215234017017403,86,98.22920165804224
i,86,49.84260501697857,82,82.20041661551855
