T,F,V,B,H
q,9,42.21982792991893,58,23.660423077766758
z,79,88.16445148354218,32,32.40929709503367
c,79,35.473780341741744,57,5.68235155693343
f,62,14.752588435002167,32,93.43184517929824
y,71,37.681260167500696,58,60.70457192778312
b,59,83.5975329772119,59,46.60996936037648
y,88,38.35975785576119,10,28.894289695572184
e,49,0.3715498726034827,91,75.96457150359568
k,88,76.36500194213832,32,12.395460988729312
s,91,59.79312373839222,92,44.698946449845835
p,32,97.3107888169705,28,17.065438837101333
s,67,39.27884313800926,91,5.028097362834338
k,79,27.6973387433201,29,92.07667351917912
x,30,38.408430331907226,7,62.64734755023361
l,46,29.750322169034117,51,40.25836859790369
u,44,65.26827466968857,87,60.382353417818514
b,100,70.5127611571591,55,84.02214788561865
p,23,38.39919390729716,17,68.57229119988246
c,79,84.5835893950932,97,3.8210601275453615
x,90,76.10618104621814,95,31.344180528814203
p,56,35.98566302388313,66,14.898653856650135
l,65,3.543156961846916,85,7.179925258997866
d,79,51.633738053590704,88,50.28733785680034
g,97,18.922377860125017,42,1.0820319001822343
s,59,70.92340876591213,69,2.0175807823593184
l,72,43.955622560941165,47,30.373598843327088
f,80,34.1253849249605,54,73.55581220212058
h,14,12.188376987012173,14,87.84858619242
q,58,75.84724409595687,69,32.44010215310218
n,93,90.89754132004838,18,67.90062616622718
o,38,56.32025275044855,20,40.172685856151865
x,1,80.18085172233312,91,88.54251517444384
k,0,80.80039942205136,81,39.749197786891756
v,2,7.4425711982461396,50,51.415391981397065
q,8,14.62118097493651,81,34.429906571882626
b,25,22.76031292800277,52,65.600013831733
r,14,77.17960469630319,9,55.51541541824092
a,0,91.86870437689775,89,0.6311333119183526
r,30,13.495965903113161,49,20.637014778997365
u,76,59.62524428338715,1,26.609297706392777
k,29,88.65853980693413,57,42.815214343884776
n,17,24.190272315860817,15,60.099062632150336
q,83,39.6828612578754,47,59.3593619671397
d,89,9.801321073628543,36,16.932913071752232
h,31,73.12914731449902,29,38.31295272677116
q,95,55.25668433987392,26,81.05043872849183
n,73,28.962788839243725,34,66.12341615365919
o,46,50.49693604289997,61,56.82295442416766
x,81,1.8295779889330621,90,96.27227341209007
d,66,92.97003256787848,66,7.876383710505685
s,10,83.93061172969506,39,33.85686868133728
q,60,59.01311400128313,63,25.51002064338842
r,97,80.36876461690116,7,67.15554842479017
o,1,99.27621939474992,98,23.132021655175492
d,2,23.357219427887234,69,60.45056862549654
e,78,33.457446241610796,88,67.53433524338
h,16,45.45933369577458,21,83.78558669693886
z,41,79.93709738961581,6,53.08678911335728
e,36,27.800435194090745,44,60.42072698200512
u,63,62.07232246811147,12,63.92157774934335
x,61,1.580525392115284,54,27.571679389909708
n,98,55.74882547746408,13,75.15569680885771
m,41,84.82419396397398,28,71.15981573616412
b,12,37.03751363829178,25,22.02945215054164
l,16,43.815841412874434,38,39.595645155841574
m,18,6.308270109316194,48,74.35887960717564
k,33,42.799491438249085,9,1.4222144345540366
y,47,68.40274000634811,14,42.92609747221224
p,83,91.4672296717006,59,50.093122203617824
a,41,23.309840215930656,15,62.20615041850899
s,85,43.786576425162124,10,95.26701845188843
x,80,11.753851919918523,39,24.294464476653033
c,1,30.888211387722443,81,9.824610507384534
t,52,81.84542766280252,27,1.6102455365093582
u,75,38.84228338031996,81,85.07337270351042
k,42,93.52055315022743,1,8.156630246268715
f,56,3.1305662701088477,22,11.613576420221627
c,26,48.77148794721591,47,10.825492589526087
w,14,72.61958746403182,11,96.36699871599336
m,75,5.551976276527892,71,92.1031615797805
w,7,62.448762193087106,23,84.55377784286688
o,100,22.631109793423786,76,75.93225345517821
w,69,54.15174849600752,79,26.10567045338682
i,67,29.28662711382799,89,49.17707497918934
r,21,75.26811846137653,34,83.87145251075995
r,93,84.85738574542299,61,56.23521213538165
u,26,36.2126806502757,68,2.276000157799385
v,16,2.5027032840887142,8,89.84590386830521
r,93,27.69481493596311,81,39.070637146551555
x,64,8.277467601922128,83,83.37254581183888
e,69,11.49347909796925,68,30.4663280128066
s,85,60.71129676689675,82,19.236889667053614
g,14,85.39475948060078,76,41.36450801198688
r,52,93.05891186544802,15,94.43483774836628
k,48,82.32921758874947,83,89.141477308784
z,93,99.57653504594278,42,73.59337390553117
z,80,77.22434827047216,81,68.78022982460584
h,54,42.896283945858094,60,26.088370193385458
b,88,41.63871379194358,76,90.11668988942732
a,72,4.326721213124129,23,48.83682992161267
e,63,47.4427771002342,23,58.198372135923904
z,12,95.78906343605841,47,95.31712844345799
q,88,67.32212710899606,2,10.127875398760978
o,18,51.18528749961793,40,94.43946217034926
r,51,73.0215808086034,4,37.01054181463279
y,44,69.32657645392013,72,87.71083840944142
y,25,42.43155106865022,17,50.46089719653539
v,48,41.638293573395345,21,74.9648047039121
r,77,34.65241301239741,2,27.104270297893496
f,73,13.420215485613983,91,50.95085010041389
a,85,21.876952184132215,10,62.848125227760285
a,17,60.98792610046348,34,12.255944758735293
c,35,20.355590691059465,93,88.65755510353664
b,28,11.431589853212188,97,28.81415430192379
w,36,0.14932116186566757,66,35.054623299069995
l,29,18.67928187301876,14,33.06831993574373
a,51,22.417340340236525,51,28.660640975886544
b,8,53.458807043234266,59,44.38020530712853
h,0,86.23322926098605,16,37.169947070661244
f,78,14.79960053280619,65,15.110754801396787
n,36,88.49667075478781,23,87.85520064078015
e,45,77.92829966374669,63,95.861472337675
e,52,65.52055043068226,80,67.96399927282842
z,23,79.25611073940165,56,26.386615017797176
l,55,77.35631666820555,41,88.71496959464228
t,31,90.518917034332,6,92.84210596249436
n,59,90.1573252843687,10,29.336338885537838
a,43,62.152421056502085,77,17.14949068417554
s,72,29.832873576259,69,19.41753494725491
k,35,41.399228973765545,36,57.442759666347655
h,59,27.02905065291872,50,38.13592133824765
p,82,77.72983767857907,61,43.47717617387451
s,36,1.3766773128128018,43,57.90282181984948
x,67,98.46224842168633,28,68.31165343326546
b,97,81.44710621722335,2,65.90028153742733
r,96,26.41813589391886,9,80.44727892416567
s,79,24.98212732430094,71,74.30126594789961
i,84,75.04078750349326,3,82.21217963694491
g,1,11.123473624182234,19,55.75117480142984
x,67,70.03720035952983,42,95.94195515099088
k,83,66.47235679003107,55,48.583407099607
b,88,18.736128632385963,90,54.190296447417396
r,16,86.9110907622958,37,76.23140725077077
h,40,17.661624792213225,87,28.086657598308683
d,93,96.68168100018303,82,7.554651310554139
k,30,81.12013837169968,35,51.391246522257596
v,17,51.33741091192757,27,34.631551253570805
d,13,3.3870981310229475,91,89.27635350843687
i,45,92.68688897324253,58,46.617823937151826
e,44,16.56031855347997,100,70.82436703990327
a,71,48.1914687407618,55,18.933543779521823
e,79,33.10294587776984,16,5.161509696348698
t,96,10.352057383787205,17,84.91488102907827
i,55,25.20702396557609,25,16.539819082295814
c,97,79.42543805763337,84,95.56800067390888
z,62,68.9779695772148,66,35.663758124970556
k,19,58.78780153876717,31,64.19959119407487
l,14,67.28242347319923,100,85.7452211123135
i,97,90.23750652161081,25,22.319971297406216
z,60,42.893976636404865,5,38.813464037066026
q,97,17.418357663048322,85,10.598716380700656
f,15,32.66086106850259,21,70.67509808186777
f,76,65.8262383684241,65,52.77533360641051
n,92,92.50335890774619,46,13.346544355175228
f,61,43.296891144925,89,31.386005190026744
m,52,69.84454889544577,40,68.54227328625386
p,30,2.9925091204191623,92,91.75780026135435
m,41,6.7465374156680085,30,5.174928870487006
a,58,43.33677314084679,92,99.41807147678999
x,99,98.34712109091937,55,13.031541993954843
e,65,95.11502123748194,71,3.8421749844337327
x,55,48.21175318868433,11,29.96534938433253
w,72,21.89481033279438,99,41.043219066192016
s,81,24.43685716266497,20,68.22495919472755
q,98,86.89089743390966,94,15.310692201514541
v,24,22.350574355572217,83,92.84119449432256
r,0,3.1103897584868534,100,14.86063490412427
q,34,60.841642841331854,5,98.89144475667052
p,42,29.260846421718366,77,66.85032731153848
l,47,50.79340656113549,7,93.67085872787251
p,49,61.23577474338555,42,56.25357104788594
k,58,74.24644490687929,24,89.38031230959088
k,97,86.86233627594959,56,9.227913136697818
f,74,16.49199415995575,48,14.500004186750214
i,22,47.22303591407451,58,53.073162237468686
x,93,2.692021213535478,3,70.56660553337025
i,75,38.014199528540615,88,45.49741702883856
g,63,28.799663318323642,90,79.25375896898586
d,73,98.4909328229868,23,2.8812606311486855
w,10,38.8197965294073,20,94.27282861996257
e,34,31.171925038843117,58,88.59067495685011
d,31,38.19892681354025,83,72.85586516451889
w,23,87.21351296938442,12,73.72149912488352
f,54,39.068864704728,41,76.09854841752552
b,4,41.64437724028108,88,14.910181504195098
x,29,77.79455468949766,41,17.899687338324345
k,92,41.10695572533053,13,4.90643258791078
a,29,81.77321999571261,46,12.453080237312298
e,2,89.59375680005837,33,37.80815747938794
h,55,40.88836647909074,4,0.5106772388963843
s,86,11.660620399635102,4,72.85445740548326
l,37,21.211963346063666,87,38.85830694538789
s,39,92.15636445129667,31,19.760662875821367
q,55,67.77866483729774,85,92.95939837558649
c,32,95.79202196121223,99,76.43090498342183
v,62,53.02239158075428,63,73.73723838122766
r,42,48.09575105894957,82,94.05413206726585
j,67,40.288797539668884,15,1.9824312360603336
m,4,21.934813174262214,62,0.17730754522007341
v,62,19.04071011410695,14,85.79688906899443
t,72,66.09942794735922,74,84.73371863491558
u,89,17.11205380504265,99,0.724559189555174
y,45,51.00303871964773,19,44.100467149280384
h,62,20.351685511447638,53,93.91321445024826
u,19,77.01133214493915,49,28.11260408143378
p,40,15.650734228813235,68,36.28380067082365
i,56,7.6780301274053775,42,26.731378486008783
i,89,10.790423998704624,31,79.65590533147288
f,52,45.33825665948443,0,32.400198624665244
l,85,82.55370206381136,65,42.661640226698594
t,38,8.022258357070056,87,93.07379617603576
i,19,28.435272679776368,12,48.21164311742968
v,96,0.9485757040228915,88,30.60646576191838
f,8,3.347602841414765,0,79.13762412360764
e,0,73.10746271380052,76,57.28983727150827
u,60,40.7542120726563,100,27.881623407013166
p,1,16.682042983648948,54,17.42579802915083
p,20,39.36158150396617,70,15.818805643366984
l,38,39.54355502046161,3,37.08533441097044
v,97,95.2058790223481,21,87.25276995430052
e,36,45.96963768788104,2,12.065584191506373
w,27,6.120506059665864,52,62.889847931524336
t,57,77.4969743030754,42,98.5452318825958
k,79,21.83923325674443,48,70.52752054311348
r,3,50.57435418183347,85,55.78395060595843
p,20,80.3268990425963,64,58.08454906918008
x,4,30.101003383560744,42,40.897936468192796
v,46,17.24342646202317,33,54.07691850693354
k,11,65.60925657115348,67,67.14699155446742
b,5,79.45128137338915,67,27.771187559232057
t,19,54.44327352045432,79,71.19112226404525
j,66,66.98758604492507,40,86.03250744427301
i,83,91.7166833913341,46,90.58919043965888
x,19,61.29416757460145,32,33.03147702895682
o,10,87.62967395194168,68,43.006338061038264
g,78,49.84381216217205,79,26.138869263001208
s,27,40.71206263400481,26,68.97331969797312
k,65,91.00459452873446,15,47.06244955615766
m,42,61.1794991401335,53,83.17566756274137
h,9,82.32078620580947,89,28.337604840227648
j,6,76.81983931848939,96,69.34309427367089
t,79,96.72973304913369,28,41.10779387651703
n,93,77.24212286494463,29,88.32090236554106
y,96,51.52364024448105,97,80.76063875258914
l,55,89.29477297924386,76,80.40605221110633
h,14,0.9264017601749552,56,21.255933748291078
c,38,99.29297706828946,67,21.050325578284735
r,98,36.56333638945925,81,60.31441848176588
l,12,58.11573350016028,72,39.06504443314257
b,100,72.47029044482967,50,26.263583295574655
b,14,71.31231583254407,68,20.26864645874864
u,58,92.98325813609168,53,58.42561464065573
n,54,62.06685675110507,97,18.7149329445209
i,46,57.216142714777675,72,37.90610504080066
u,70,19.652602176745702,16,74.92504206526597
l,50,73.70919258323148,9,3.187836783236786
x,35,86.12832838989549,80,79.0242444195501
b,61,74.63061057224886,69,51.24958530177251
a,36,34.16227675257826,22,46.539034179829116
v,61,88.37098819477593,99,24.253627275719623
m,49,58.43102638553115,21,16.95806602078127
r,0,87.59662292605503,38,97.76680100836263
d,38,39.69062022362441,65,45.5470390774591
q,65,80.29096241906973,95,44.06242964237853
x,78,5.747118482425551,31,92.51916481918904
p,39,2.7575322146777603,25,96.75101886505739
c,1,49.65788193678286,41,55.80244298864743
n,72,29.731993230227317,88,83.55956724287776
n,10,52.50559531010942,9,99.29615289768307
w,49,30.91257164352158,16,98.3092524297091
n,42,86.05357794277259,2,96.27788175790263
f,81,13.519397816023604,3,23.048827028074783
m,14,59.75225212872212,55,15.680871707000698
k,97,29.976549009510368,8,61.27509931067944
o,24,63.200631472035184,64,17.54355244543676
g,81,27.316696808581497,74,62.28669219130858
s,64,37.00578758416477,30,33.76358417531505
c,20,60.520937997835176,43,66.61714466254475
h,96,58.321767200882434,97,99.73886223643117
b,63,92.13081466638138,82,22.946501824099354
g,67,5.944974342053033,99,85.57071680106341
e,76,19.653149457797547,92,71.25826133569541
v,47,36.22986444285464,50,18.56485611386035
v,91,73.57670656366267,20,27.41551166904921
j,34,74.00777603046149,60,91.56776693848343
b,63,4.817618256377498,0,24.152727953722795
y,3,51.904280504176846,79,87.4208485093698
o,24,21.778374892785934,58,69.2091739951415
v,37,6.542636217347053,55,88.60967934048423
j,75,50.432660665153094,41,29.5304720734904
x,55,67.25141233589387,59,99.25016402770581
n,15,42.942731867836045,10,48.43604248602919
p,39,18.27417910664374,31,69.9203924127964
s,44,73.27413442165904,46,72.94427371629854
j,88,36.69768924021237,64,19.499808010609264
m,65,36.00473331491951,51,12.073236977586221
p,31,32.535702686002146,92,24.56401225092518
u,56,65.80315671073309,42,21.601411562100193
s,13,27.531503105312616,37,85.89366126836622
x,7,48.511267515972136,66,94.74424771991565
n,37,14.125608134070934,67,90.66270797303727
w,82,76.98256453364975,71,34.61256903209261
x,80,92.57975807443648,6,90.9270698380077
m,65,47.21965342032329,6,82.75808025111878
e,44,4.209559523815265,76,24.391426990521005
o,59,71.42528568713068,95,23.805895907607223
z,77,89.73515498625929,38,24.78403349768177
t,71,45.57789951702523,49,36.8515469082932
a,82,43.26441642368755,48,20.92663898220639
b,85,25.393743234574917,70,28.46197987530783
q,69,60.54896862707596,50,66.90655055266477
v,65,2.1948435502640917,96,40.93074880866848
v,45,40.101463171280216,77,34.51654872576292
e,7,28.491465631132883,36,8.640878957722064
m,89,76.68557666431344,82,7.574805116940341
w,100,89.74395092295939,88,43.965860681477295
k,36,78.41335646791786,82,41.38755200745816
o,17,10.201593831585598,39,49.45266671251688
l,97,78.52762276542951,0,17.591178537055217
b,6,86.9485429134146,6,58.06737189597353
u,88,67.6845351130846,99,97.09000545507986
q,98,9.403696622113278,84,12.47185967953518
g,68,5.5303727261006514,67,7.372969563331755
g,70,28.720817630346197,54,27.620216305466393
z,91,93.65303230501718,91,16.657176813279474
e,45,15.064977910815847,94,60.49146794804694
a,8,77.58529577226194,12,48.053594996962154
q,29,10.642223316069021,93,4.525990856955664
j,80,22.19939490533761,21,82.3256469626658
e,5,30.75998980429182,2,80.47270265642774
j,21,85.85236460250928,92,65.5382535416792
p,72,11.593730896199395,63,60.007474380803004
s,35,15.680152764262612,46,22.958078537206294
i,35,81.09328309109468,10,76.90586469822375
o,85,52.20802693402277,70,24.695473640938438
p,25,63.756253975766,28,42.62970328605446
w,8,0.3012665254032654,32,63.1851796979063
q,22,44.61970271291699,17,26.164082729050286
g,40,14.471774876311173,41,39.37641130581082
m,12,77.3688488325839,29,54.73989523237004
z,19,83.9046032026607,37,66.83376904932288
z,49,77.99100897020537,51,56.18514301033852
i,77,95.31296034150009,56,42.27241873301602
v,36,91.40314317394419,40,18.540251812441554
s,8,97.30626936231282,30,62.619388439769786
e,67,10.282953164974817,24,12.912687054945692
g,100,39.478612818475256,38,92.73039954650278
n,11,15.31365102042862,72,66.81955098139358
c,46,40.61800850802374,91,48.12380345715938
q,2,29.769887252505576,10,64.11633405616796
g,14,2.9969244750174373,62,90.27394529087319
k,72,39.319073375457634,98,36.609340901443666
y,55,87.81373210099761,70,85.63316439382966
w,24,89.06171659848721,62,90.99160507175671
q,61,3.9167821390144297,1,64.47069084741486
a,60,58.41892868790238,36,92.16518734307722
j,95,23.672375350698804,20,12.033997054649227
q,45,17.21232717817982,29,16.833535367030983
q,54,48.89319621338385,94,59.83834907799985
l,6,29.231713270479364,81,89.77999504900828
u,20,17.15242563079371,7,87.19362871580284
k,64,79.35324029564211,68,8.539585187057263
d,47,12.224706068949597,82,54.440640524912844
r,44,74.31263934164055,22,87.10698270725334
v,40,96.53518826577968,13,33.664332321883315
x,68,82.90629857073095,73,28.196807243525978
x,80,18.46720175299541,20,56.04432916315437
p,31,3.1444043441841263,62,6.076267989192696
v,36,12.701721359017393,15,19.191879339357886
a,56,27.432720856015756,68,53.36644489612805
x,9,93.30557767514125,38,51.73865723199872
s,28,40.573495078628085,56,54.49007605630456
a,94,74.66796276949769,57,75.72430021510344
a,43,24.086932782376035,3,75.78392439502326
t,27,66.94847648832994,14,96.96960113718517
