P,O,A,S,C
w,64,57.68602437208653,55,39.44375189037122
h,63,98.10424158038045,17,96.71270658543874
o,32,62.50705218888615,82,75.80186957704905
z,65,77.38844707784425,25,1.113988764273388
j,88,10.795464609113015,45,97.60636544594938
w,98,44.090543814718266,29,70.81761194809046
b,43,11.478906056633132,44,74.71855105775799
r,56,70.09156930096132,81,64.01777344996289
u,81,82.9402649760003,59,90.51825375358912
n,74,41.55770579634758,30,78.6811292210716
h,25,0.7315162736829972,27,22.713987505408117
g,16,92.97301564776771,42,89.16387948524036
w,37,45.09199686442322,40,41.96103126290625
b,84,77.6407885286242,58,43.108624690753615
y,82,56.71527740389926,46,44.87404094905002
l,44,82.88173279178037,75,77.8451438198634
o,77,49.95428590341645,15,3.4310080864556114
r,93,62.39758794784528,59,48.96864142159417
h,1,83.43626890360719,83,45.12923912942476
g,66,16.833810227816258,74,28.785541739971897
g,39,14.751189699471523,57,19.574704781230036
t,48,99.3561240591067,49,74.61550027790882
u,48,48.30623647927974,7,77.0547477296057
p,93,86.85413908928108,53,11.248736255408009
a,21,79.66181763083526,5,78.6708687000435
b,17,47.83228604755122,7,28.55937304626699
q,54,39.19080287650723,36,66.63821288802282
e,11,49.04214894681216,20,33.375365558459194
o,61,96.32068055349964,56,0.3396044094909678
y,76,23.270405388131287,52,71.51609182823205
h,51,76.75957251368146,39,27.104428557552872
j,51,64.09736509387159,24,78.73311714963359
o,89,79.36945275109653,63,12.003288746544815
f,22,11.724717395780504,2,32.07261012893249
j,44,35.12011726787784,36,80.49589148442712
m,80,5.8417588917976,26,69.3926078682636
s,88,19.5174314019395,48,8.840417769716403
c,42,37.359996129855965,57,45.278292165742904
k,95,98.31169526961794,87,77.69595225216509
q,16,52.16956136389097,85,13.829638345458362
h,7,8.778028324536058,64,86.78743957965332
t,70,0.5267988498785625,92,4.742044466565232
m,67,17.252053284097713,7,47.403838626296
n,47,96.1768050192646,44,28.765801571465655
m,71,10.386360791305782,22,0.9437950238931236
q,95,87.07598747268116,44,14.858925389147181
g,69,53.763707643283965,44,21.31524400441015
w,16,84.97004946633943,45,99.7537253341076
l,39,87.40048722246677,12,82.57728973362408
x,6,68.46187465545151,19,63.17084971709015
s,39,38.0358519594434,77,72.51947929214539
b,42,52.72699253373101,0,5.727988409601014
n,80,57.98278616941378,66,34.88275213225299
j,95,35.9910279141161,23,15.261313046190262
t,45,87.90896204697937,76,49.327692502858724
q,13,97.0125872893157,51,13.547311821132302
y,98,80.6296551775248,84,92.6945306232342
e,8,32.09585561307385,69,37.53844809014535
v,63,63.102260637117105,17,70.27902155576355
l,9,65.56488158546894,83,38.19078237362421
k,67,43.79318896604209,48,63.64603490021147
z,12,44.40864819549828,18,80.01930883079636
k,24,6.755538191069554,65,21.654197694261356
z,81,87.19551195558063,21,93.45035795804019
v,79,45.18832801773405,96,63.03650433203555
q,78,60.92346063293223,85,89.81158258951857
y,70,11.021569827663136,57,29.788863383058228
i,84,42.853447366859854,1,1.5494013127387851
o,62,7.667790787304152,23,86.60933779827948
q,36,88.94289878683762,99,19.958986520112276
q,18,83.91957087591312,30,30.97407778455057
g,8,44.9760585382372,68,45.06682974315402
d,67,36.029765525731996,86,32.55792811348094
p,18,40.257971960576015,83,98.89273919637454
b,100,42.975367964231026,21,19.557381280062646
w,24,88.75098736735427,18,76.51624944414753
i,34,58.46030606328677,15,16.30512081172316
q,8,5.187975425376545,90,53.262576691551054
z,20,45.95402322728217,94,34.31252942767248
j,92,9.112933876025398,32,9.384723601796086
t,55,27.014529146842335,96,77.61965310122612
q,97,81.86063660899575,21,31.33467760832368
c,71,97.5063460307931,33,69.00121776734653
w,67,7.0339491083490575,68,23.235229856571838
e,97,83.94126420324895,46,59.844970317670644
g,94,59.51087757991211,8,11.614601378207812
j,4,55.96215094937874,60,46.95462872025388
m,22,2.598333998131175,3,72.10395983102107
c,23,98.39354778506592,35,44.857614579988656
r,60,82.42207003270207,53,78.74870706222576
o,1,2.499575383180974,40,19.07037829574848
z,8,4.138973888625397,62,13.175934505388176
x,79,66.29721547665875,92,19.21395697831575
d,69,78.23006431096977,88,99.43591160125357
u,46,73.66986724719531,32,34.19119573250536
j,26,30.755264056174337,0,60.83138802020288
h,90,94.87049041910996,35,33.112913554908154
w,4,56.73995511755111,51,81.25983773540622
o,99,35.56386672894875,37,68.21217272725994
d,32,38.125467761080515,88,45.23051893592154
f,32,5.304087389501888,47,36.084569147496005
r,6,82.91803141812002,79,82.27081062454995
e,65,63.21845753603847,6,26.374624775046463
t,23,37.911214306990196,67,29.203569069527035
q,10,71.44982127484758,47,0.5890071867180824
q,69,10.197025812999838,23,49.781043927023305
n,77,66.7177082129519,92,38.828202379652765
h,88,27.551392939734075,88,86.772671237426
a,15,29.819180962477386,38,83.8987914876608
b,86,65.39140037161386,64,40.53727707173651
d,57,67.25322733451121,48,12.81300513597432
c,68,85.07823802669115,98,27.752711467272672
e,41,39.62601635371954,56,21.949769318678637
a,10,0.28313558165941055,68,31.54047389440553
b,69,1.2063503003360343,22,63.633864018293515
y,78,2.019310942420305,20,14.515335287732444
q,63,0.25407863521847984,5,20.375406452552813
n,4,72.7324363476697,33,6.784788148480015
w,95,83.6403217195521,80,60.28561334204014
p,24,87.57646042133675,70,31.98549720311504
g,99,5.33150495678637,50,51.25245320175574
v,58,64.17670974627238,67,14.003824799467724
o,33,35.06123690205241,0,20.931682636191884
k,77,18.961893898311498,9,48.834348448805734
n,48,25.368722291467037,53,72.00970867235883
c,46,49.864554150841386,87,75.16070339895325
r,80,86.99807714111336,51,91.38207804043147
i,43,91.66332361720134,69,62.15845228603779
c,22,25.744698836041646,28,12.99717464369653
i,59,60.728559963465564,92,54.615087409279084
c,55,70.29992505056344,10,28.02312686655832
c,75,10.979659706988654,56,16.38284155727111
o,55,13.608043887398036,39,4.385298253556291
z,61,51.83828392060612,40,40.0397907041245
o,68,22.992145662607534,49,99.8934485994116
v,31,54.788542109238705,41,19.295761623701637
i,19,41.310662205397506,94,63.27673132776065
m,9,69.16579760351237,86,57.913458891603355
k,91,13.614007537159301,70,29.83701556066385
w,61,43.448336675153676,73,41.9688253397304
x,96,9.246783325574203,52,44.337379989313895
n,53,88.19028643088406,32,42.98798921894614
c,94,97.12653538214605,82,33.88670307819757
e,72,87.90599463530998,92,83.1174200945735
r,1,48.43169604717643,67,21.871437097836633
l,68,43.1588791173411,84,24.389443940780875
o,41,75.32633613605071,92,53.51397040057799
v,91,96.29847280382468,21,3.176526790124534
b,66,13.338817455032059,9,66.05827042687534
y,18,96.68712525997167,72,9.86008114706406
o,78,9.236116074711099,47,74.52791983955342
t,9,52.93723132183095,35,3.4080185470878765
s,55,72.72395228885225,17,53.98312292715377
u,37,91.93064700039433,89,32.621535441020676
m,23,75.58904570684561,44,31.29982077768355
a,37,97.10232329420121,70,3.551791649726377
i,85,19.54430139978809,85,72.6480111530549
x,49,88.105118344553,23,20.56568041330209
h,24,7.467655629227899,57,89.27852373944229
f,89,19.966684543968192,7,19.70879959274371
t,39,74.58626610611819,19,38.7630750900392
i,9,97.41408704862887,31,55.180817155799744
p,92,9.399412308678235,81,50.191988536066766
n,73,9.521363133645966,62,23.626262536278762
g,2,49.46673758868254,47,20.788089085723715
w,85,53.96581248431899,48,31.14699875421607
i,45,1.7224753569301532,5,64.16196853726917
e,28,94.23994448616239,27,58.98583328201467
q,14,22.351447281737403,87,25.920714806143373
b,67,97.60177934052392,61,82.6723418263141
k,89,14.961202543656594,94,85.76218693656482
g,95,45.125129813003895,48,84.96271474097026
r,90,91.1543483570046,56,27.630006421638875
y,10,26.449697512127713,87,36.78923301628344
b,46,82.28897156470848,93,24.190607082876603
l,0,92.5935338794247,60,39.30188043933933
d,61,94.54912658585629,70,83.74102924977262
q,30,79.84928935874098,96,13.284253575498129
o,64,63.44845175266002,57,87.49884098757056
z,35,21.23784137108853,81,26.463564081769753
u,4,84.96197117546689,96,45.201924137337535
t,11,51.36602592049252,90,91.84358389260318
e,59,56.30205550737638,56,53.31780377223363
y,2,84.03627581517209,95,96.68735099409159
u,71,8.912064496636674,63,56.070594518720796
w,53,82.83627358829887,72,97.40705323496618
p,63,76.26891081769699,8,75.05393748061849
p,13,5.767971992865329,54,56.87311619091404
w,15,17.133044616954585,64,82.03777485391505
t,47,17.37481748548644,63,97.95347563351854
l,58,15.434170813938852,90,34.22122077067631
b,34,62.86358932479755,12,53.88474445924458
m,3,72.35692692180638,61,21.556767001744113
e,74,5.4929219109258405,49,88.78108294521496
f,83,4.896042061686412,77,85.67637773383471
n,48,76.15693459014547,67,44.69981582134381
w,8,42.55293523708833,71,53.26209531561938
f,5,25.127107004123374,23,19.23113004142911
m,35,43.737947851660266,95,66.49952738178088
z,33,79.27969798014752,49,31.933793149686462
c,19,63.476101386361584,67,99.51241132021566
u,14,1.9563705414758603,45,69.37326732408597
x,82,39.45626042103784,83,65.40549632016818
h,43,49.73533713892843,56,5.960100591666928
b,85,36.43916175476911,30,19.685387449004686
g,60,44.35855321423351,51,95.2854025485405
z,74,59.62298422730845,25,5.793740680564063
o,73,57.906118537807,81,8.602180631847723
c,16,29.153139294749774,41,76.16940987390554
x,86,68.16660513011463,89,90.56224405885158
g,61,38.83510447659777,50,67.76208381720609
n,96,87.3730815338548,31,79.01341743918512
s,47,96.89577564557787,62,4.925260117185704
p,82,56.526339275079366,32,81.72270078489055
c,26,85.66294219202065,82,92.36776056361191
r,74,75.96594270626575,13,29.42214531800268
t,90,98.45966794154121,33,86.25024835252418
e,66,81.29986143889947,94,44.01672693359458
n,89,38.79619906325519,42,87.76588951792867
q,97,2.3116350907041117,40,40.94043273449722
b,80,95.32968367507544,75,76.91999308716292
v,91,7.126247717627898,21,38.41351158374101
w,37,97.44975910555279,49,46.479273390365826
y,96,93.30558437571862,87,56.426046240593664
d,56,98.37823301741602,35,13.039376353632825
a,88,7.776621541167684,0,89.03686488094355
l,59,91.38946617860351,74,82.45872836335458
a,83,67.58029759274689,86,5.945016244959678
g,46,58.166638795947556,62,91.11010186240065
v,7,80.42365340922937,70,20.310248417681187
t,10,4.5538436242947515,29,92.63887575975593
z,54,13.854231607010837,80,53.24004444954521
h,60,34.371342959383114,60,38.8202370599233
m,98,38.13335519849607,48,77.18211080177522
p,26,97.47491842601886,14,51.19387263116
r,21,43.829365401136975,45,66.71082098571615
z,7,89.94844003663535,82,53.62634007510182
b,11,28.645659655561474,12,81.83798974775405
o,8,30.626891819010705,93,58.262597573040075
a,82,62.9935515562287,58,32.69620109976709
s,48,9.497903029594458,80,19.625064149749583
c,52,63.904347286964544,88,72.30666326293881
u,67,36.23588358275837,4,99.9765525392157
r,100,45.43169552142531,21,94.30883853745425
k,9,54.97736736826641,30,36.50763907646702
b,4,41.18793613551194,48,5.545041708470578
y,92,46.12904588348741,91,11.71800262025191
c,23,78.28916615403998,62,65.84628463535257
d,41,90.34319302149758,88,69.59916002975916
t,1,7.88489086853843,44,94.87715853336326
w,26,26.19273070901541,75,68.82896092086754
a,63,4.711214617291349,52,71.42330121140338
b,64,92.54875408289224,30,70.33768432877713
f,31,18.91540708174585,22,95.15076804728047
o,30,33.76326681435754,25,31.27439311322785
o,96,29.79402594845547,86,76.31697911251733
o,26,84.0881118193989,4,94.67964549978505
w,40,98.28488056676166,23,9.545928179068087
o,42,13.82327237586578,66,19.01332118912389
m,6,71.57969605278932,47,19.20266175081369
q,84,16.979730295411855,50,8.780330239763956
x,78,56.15445832906347,4,29.38170671204667
a,6,78.68030607148096,8,13.27328410244666
v,99,72.4730754527551,77,35.98542366811574
h,86,45.18406929061284,0,65.81535253931634
t,98,26.61416680332782,86,50.064701935516375
s,92,58.851161491034055,96,73.96509488574145
o,41,72.17315259210714,16,37.456790000156424
b,65,19.9240488410385,68,4.22098352313075
q,0,97.04524954536392,24,39.33313473526191
d,69,32.51489835338569,22,62.78865174221864
j,37,97.21388848405395,83,81.0510690626229
g,32,45.75886303107614,54,53.88458152817424
t,94,73.8837283493648,14,50.67960574726178
z,67,15.785888757743471,77,20.46081012646097
m,81,91.74369917014013,66,14.001170545210073
j,31,38.766596072059265,82,62.90344690203731
e,84,39.72465860625044,46,95.83280680238484
z,48,47.66526522602719,57,92.45610937932898
s,27,31.66172315463981,76,63.07835380858893
s,92,27.878358439699056,17,1.0787271483733707
b,97,48.31462088013476,65,66.95928994319425
g,69,3.313177382881982,98,94.19721464730827
f,76,77.9764815330246,41,7.538745877006203
x,74,92.4724263446102,62,1.1915113851429182
f,49,97.01178937301675,73,14.41458321964838
y,51,57.30244346904052,34,83.58703912924254
e,31,40.90404963271289,0,7.170737635669178
o,87,77.82705117640084,17,99.73674210466926
f,9,43.26842454043219,14,25.54195010347542
h,60,74.23683615267468,28,99.58136081872276
i,45,93.02613158845107,46,32.83323657824306
w,47,15.428637897016417,33,51.79456330811579
o,47,42.83372969054885,45,49.12261698938034
x,21,86.11866765911255,41,21.126678477000816
h,1,62.461994578458146,3,13.799535072340863
a,74,73.1134848136061,9,54.73285001215012
q,61,51.200129723767226,39,59.467989928684325
p,98,73.30043000331138,97,27.342870068816815
r,2,37.92024064860067,61,89.5482494853308
g,4,32.434199454178355,95,39.452469451553604
p,11,25.781409527966037,18,97.31189894802179
v,88,69.62850721414343,14,90.20334075379446
w,59,97.12164028588587,85,37.01334235134751
t,15,42.718506469638754,22,11.976227522648397
j,64,33.25043743119301,100,60.7041659983344
z,79,9.292628310107665,4,92.68367204163583
d,8,77.13228974181891,80,45.519015738688054
i,18,46.34865077969587,44,57.92658555479699
c,2,0.9203612321882382,44,33.50495516752135
o,17,41.60367799186106,74,39.88701681937904
x,61,93.74438246850298,70,14.203665122052566
e,62,6.93786562309816,12,88.93803448037768
z,94,22.574302221759844,84,33.14546003131718
g,25,41.08738492570737,82,99.48571908892151
l,30,94.72804619292087,4,1.3618157217452853
g,9,38.790271258856215,24,75.20279283156538
w,18,77.28396917266164,35,66.32536645483269
q,45,67.52081309580798,92,21.697593736514463
v,17,12.028141899125766,78,7.035848642880627
e,80,66.97705065623431,11,14.944964127677796
c,51,29.639877526841385,12,3.571091830847284
r,91,46.36736921380099,38,84.05963930167991
k,54,66.38345018961608,40,83.49108643886018
p,16,73.21816937402855,95,85.14862200837153
c,9,61.37529361569251,68,5.195803320036263
h,50,70.32570047442954,64,24.215825394180634
o,76,46.5028091123314,81,42.89564920002683
w,63,17.873523777844223,63,43.21074289562087
d,29,79.9694823088149,97,28.52000838535912
n,38,94.1347777417239,1,4.937725786063385
n,10,50.28091891329281,37,73.2456322725345
h,32,98.47499570893018,44,44.523390202907585
z,4,1.1151257148924398,89,0.37487523068288064
q,57,40.34039014213495,21,29.787124490694772
o,77,79.83414707714542,93,61.509121213155716
u,8,91.7914650389714,92,20.18997604017062
k,81,94.49339076366068,12,58.569869177693725
c,41,76.16467624733573,79,43.48530941825257
a,54,23.303623077069034,26,49.995443229819735
s,78,14.664169516394644,79,82.11109165923163
x,15,17.705671216915253,53,22.85823914324291
u,6,11.90792375709211,13,2.487696995094557
i,58,13.833554351296339,85,41.96823572960127
k,57,57.42208968147909,4,48.1150844409015
g,66,4.346110761799693,19,64.2358579455806
h,43,25.767187565199922,86,52.35966971726458
b,72,34.34410338249918,33,1.487991508609765
g,27,79.75968023409901,67,67.18823091662816
u,57,20.57592349069641,53,54.31194833469445
i,74,71.16779774176678,48,53.939302493577856
m,7,79.58128930255943,70,28.528349946672705
t,22,40.0809729237216,53,50.94431078522453
n,22,31.09846455436506,35,81.73506008520043
a,40,61.69687335014537,37,58.71340360674305
y,85,68.04887128891814,28,86.71879625007773
f,54,56.42067335654096,48,24.90643134934779
e,26,92.15108274837496,13,50.83504906934584
x,0,4.853278448734066,39,60.61869247395958
b,17,66.07710404777545,41,51.6479269550273
y,72,21.165378310286698,100,76.94974321622911
y,58,33.2123595342263,59,39.444345063233946
t,75,48.4146754671685,45,14.00455589713674
d,99,64.84219214235655,79,91.5544459883857
q,100,99.44402900525473,80,13.587918388198672
m,76,15.825061974469856,37,17.05616017132948
k,73,89.80347774622963,3,67.84880292407578
l,84,16.043103222661305,79,99.9797254073605
w,96,33.44083549466108,52,25.112208686235928
n,49,94.98768258300852,19,48.50967465312451
k,54,68.24748530579734,78,69.25899135260974
q,62,9.49814683877378,18,80.65310401773942
g,86,57.68911642721496,88,14.779740667498487
p,0,96.63619100428205,54,88.10038479137532
j,52,87.75530409166494,1,55.38779640328701
y,35,99.94317708135999,64,8.113292577212306
j,58,11.874669579404651,2,51.91067985026091
u,66,11.25807112231707,33,59.561715871331444
l,19,88.68978463884731,80,8.18394114334241
d,63,61.43422223640722,86,16.138239462667514
s,14,34.00259401351904,70,13.64431450370056
s,63,53.074621828372024,4,43.01681723442374
j,95,38.21723199017375,66,41.639412896022364
s,14,40.29696269195194,8,68.69487085651387
j,55,45.59518441232834,3,16.232628033890094
