I,U,Y,C,J
j,100,10.373166761953378,91,64.34923589461205
o,3,85.13399412144751,14,89.07637609826313
m,73,93.46666713657996,59,57.56710710606876
i,98,54.340700475965384,4,81.72028195947883
p,63,8.772815860753925,82,55.634370305338706
n,72,19.1736873643519,18,92.3830153607125
z,90,68.221785619822,24,59.00396254678678
v,20,26.96822076610479,25,16.994312216024465
v,43,26.03224502848972,51,53.58402733177452
h,67,12.480231562128397,44,0.3283528929970969
c,7,62.16440345665504,44,50.46209041900508
b,81,41.2660706608851,71,98.90791532895821
p,54,48.78540208532378,10,7.385405966160874
v,40,95.10935856259105,27,9.13325626043272
q,42,6.941222458760987,20,66.96029976419896
o,44,54.63334904640568,22,68.72977177477362
d,95,18.56017894408707,41,32.39882204408351
d,18,69.90653930081643,28,60.12386575782368
q,78,86.55858294989294,55,89.35875277670588
a,88,78.71417050153468,57,77.7730998756627
u,2,49.981866701300746,96,95.16797590174298
m,5,93.1785035538567,16,13.841924226831015
b,30,81.36953947500365,41,21.809011838410186
c,3,64.54511992872135,52,65.00873744129188
h,95,53.28945256205871,77,73.52954170105748
i,60,95.6014039539678,9,13.768625633452647
v,10,56.62988060742159,76,17.413476473073974
i,55,88.65998102255884,51,1.4276436003272552
u,90,84.53157367813856,14,32.05739269354301
u,74,18.73352835081722,15,26.878220049697433
b,51,78.87655137606772,79,41.164939704400425
w,11,36.81286478032825,8,38.38996995620539
n,63,39.95532459564928,6,55.7422770166947
s,36,98.41840912519241,55,39.80490063477578
f,99,97.81766739570347,90,62.996418343053975
r,87,55.338070868335635,96,34.32861660449271
m,19,71.12975179616498,81,29.163516089197238
r,31,5.333179104746144,95,25.330839322782627
h,45,78.48216431797385,77,36.32753601197485
g,35,49.554000483540264,92,69.92490462652093
d,66,66.81015450101594,24,93.41147926734578
k,9,91.79939125560011,22,46.2942514899093
g,47,21.4988200924086,24,8.100854016174397
m,70,39.546273880486595,78,64.87402909308528
o,66,16.45962905465417,42,55.53074102906839
o,58,28.22783471214172,86,48.75593434279575
d,63,87.38061715669487,40,60.48505573981456
v,7,87.1618300568374,50,13.531002909322797
h,89,12.384386568210049,40,66.75476265149901
h,37,82.28007378391928,32,72.58729613702319
w,7,32.93739689486469,100,27.901540150944626
z,5,54.79926236306294,48,57.034569091549734
z,61,3.4896623055417852,78,48.81637718895263
g,19,98.85788511533559,84,58.80452278714042
w,55,26.505945436290045,83,70.61836542089132
e,37,47.17843854610953,45,28.85860406347006
i,20,65.53360645475887,62,77.28459091082837
m,24,49.846231629876044,54,40.49223234260582
g,10,97.64328680739267,72,40.216914555468875
h,63,91.34354981059958,82,62.82207601731206
p,28,13.833534199958741,72,15.240276103030459
s,1,3.105620515245111,12,96.65730268194609
h,93,58.85276192751886,69,10.92604612485345
w,96,68.70720306007249,51,76.80611978449727
a,17,99.89749541677575,57,1.4599729662709393
n,95,78.05985500723843,12,6.815223357420641
m,22,12.465457115037449,63,69.35618613997805
v,77,92.47854670743273,57,83.98497654630647
q,92,9.203812772253317,97,83.79742688000827
b,24,25.347280756262847,42,56.879434094227264
i,98,0.902454054008972,89,91.97733794945859
h,79,37.161610960424355,14,40.96411640907035
v,0,84.82522876008717,98,76.4044692599229
r,17,82.78107827222992,5,10.470714811883497
b,31,89.87785086862806,71,87.03279102228888
b,66,90.26100987623421,69,39.72297417994447
b,37,55.229233077591125,62,11.029796598038931
l,18,26.12418169690742,31,85.46026610935701
v,48,84.06152157243174,72,69.22320258685444
r,57,39.30960675036217,49,65.65479762940976
h,0,83.12660991746348,74,24.007518084423985
t,26,39.998555961777384,34,39.50356897389603
b,63,95.90811091546286,91,43.646090284209805
x,74,45.11706159911694,86,5.398671632704188
x,66,25.526548583341768,95,75.61795179921053
o,97,58.26447754824243,21,85.02451374848494
r,65,36.58624556050991,63,37.69077675788145
j,91,10.257917506524928,42,78.49051291843914
g,88,23.050015350231767,33,63.949872511289115
r,74,31.092042073170845,47,1.2585057387836551
u,98,60.03108736573084,20,24.119838070245347
x,46,26.780336435942143,35,66.72692701051098
o,75,38.26014151382152,77,66.44624342702076
c,26,15.25518992704601,64,48.77932346225563
d,44,15.477378556510878,76,80.14514587287267
k,32,98.91298100218414,93,67.60858469306609
n,52,60.63382700376907,30,21.241226080672416
c,74,84.81018211685625,86,51.008299971160106
i,12,16.35950495350191,66,17.469342699778334
q,2,82.39407186232589,24,44.53849921654536
o,55,41.02658592448384,11,77.10008418169222
k,51,66.36803794852035,5,88.74495074714342
h,57,49.66376273096801,94,24.194826463536568
f,48,71.55805194954304,28,57.10031886195546
v,41,6.9707844133933605,0,20.331078375071023
e,43,97.76673239161443,54,32.71250555785017
e,58,64.33349865381717,96,85.56399900869336
x,39,65.13380935607279,52,46.89950204016888
i,59,64.42046279346417,36,87.66940934164637
k,42,48.48031662944878,13,35.16675440058281
y,93,92.67413756176099,55,46.953522237748366
t,49,31.845877408449407,87,25.53126143680615
l,71,73.70824579660636,72,47.15593049092317
l,92,79.40699745162952,68,89.29186545850084
n,35,59.406647740332794,96,57.651778741275336
l,12,17.06955865140557,22,3.9925230648770516
s,30,91.01134543798342,70,85.32426620966564
k,67,41.745622746900025,54,66.4375540554247
e,5,46.42731520685405,66,27.113253339982613
t,51,68.56328730729017,35,75.185749775874
l,21,99.75303558427568,78,72.04716732545884
c,1,95.97640819203764,36,22.060436628465563
b,12,18.52231319003047,23,7.254211149170087
i,17,56.61315602128523,87,26.59149409163354
k,31,17.77460346565942,85,76.15853312316543
n,97,5.767422730434346,62,79.12450424931968
a,63,93.94447605136786,22,14.854722456451208
c,36,99.26959585224292,23,94.5100323049905
x,67,97.3861308913347,52,2.521280079043131
i,24,96.4722788434342,41,72.48302983748701
s,70,4.937154413417188,50,58.15699594017105
b,46,78.17376036672627,17,26.911494276042646
l,22,16.33763806498545,21,83.03663672088291
v,68,89.90556483942595,58,67.22761340574979
o,66,13.139844907145172,33,60.64254911636397
x,62,33.25814237743867,58,30.506923084401947
i,51,71.55375844851643,97,1.1436360669039969
t,44,45.76886613647444,0,68.98097675257839
g,38,30.36441050920238,81,95.93120748998555
u,33,50.630843594181705,2,87.6894048320959
g,33,6.456449228532524,83,40.473642919604615
x,28,60.757313417866534,17,73.05676647911461
b,65,29.106246009990954,98,25.965748384203103
k,21,15.908797500658212,1,86.56535873128063
j,60,94.70175650168156,71,49.24039431288342
s,97,76.8728724716642,19,91.85965584437442
q,7,88.9522489430771,96,26.84789072138298
f,26,29.77224355786563,24,91.49984381520072
p,81,41.63516966131306,20,93.71819074600457
t,17,5.009171751433206,90,11.65818281157317
d,51,5.555972498087314,29,1.2404565491777375
e,37,61.83435369660234,68,84.56786092578398
l,89,50.30338629730885,37,44.58690485257873
l,9,10.87306030170394,57,7.801764104744691
p,83,35.6462450022442,44,82.47867989112083
p,12,94.87433325790846,2,31.002450936134075
g,24,91.35957824106093,88,57.73876648124931
r,34,89.6242022737095,52,85.55698021580704
r,20,4.739636191125807,43,70.83670090526452
g,59,29.645827220049714,11,74.16866430817973
o,46,63.32347857887779,53,6.184166202785701
c,53,63.6078561559384,56,20.740725686374784
f,46,15.09237678821177,10,66.95244789149416
i,91,21.787254653856348,32,85.2341192373848
l,30,74.93704152603358,34,22.50629543810384
s,53,97.33112596647474,8,82.34661875708478
v,7,14.876290468287301,4,48.24835171653724
s,47,37.79123335376065,6,2.096651804209926
g,95,48.222903143402604,97,5.666446132310354
t,4,28.23790709320254,97,81.10731622665173
w,85,31.512807438737546,31,75.25815772588675
p,53,6.5845042373445235,0,88.64988468643803
r,54,87.8426025955703,96,30.949418821697282
e,60,12.435776036462743,0,90.19615899454321
c,44,11.053744517709907,57,86.47099004866304
b,97,32.56892876825417,42,7.06181147157049
x,53,74.15766204288425,30,54.171455239465004
b,69,71.97630251393026,45,5.200768959460877
e,48,15.28298149366506,26,91.17806326953617
z,92,40.62250296252711,63,13.065491100661442
r,96,79.85777346645447,79,3.5292065722098753
l,25,70.70628395197299,13,10.54244903355338
n,28,97.85449135359633,15,37.602586216529886
g,92,90.3246068659201,78,54.73479995368208
s,95,56.49974737804744,30,3.2981820585849198
y,99,13.171133103562038,54,13.305226251428259
x,98,34.08083941946185,97,85.23961816498891
r,57,86.40919089531656,47,32.26315128047265
r,67,46.52593631023685,78,49.9013322146185
a,100,38.321288841413704,15,68.0368319106165
j,50,75.13728744394903,80,45.228255856304834
n,57,4.290912033230554,69,14.804680741212739
r,44,48.472000086940234,57,67.75415166217262
m,77,41.179517639689244,30,27.53529677773866
v,77,9.210612408698504,87,42.245161769937866
x,58,99.8112033090909,26,91.34858222066276
k,43,12.176877993949608,40,49.71954606167432
l,2,27.257744090715175,77,82.94059867195867
q,11,88.972906298689,14,10.577181968180083
o,97,90.85546338464098,97,36.90052766200878
q,38,28.1884378987835,3,84.87237427585008
w,33,33.00867872949623,25,81.00231502491727
d,6,34.175732281509,25,9.88744484795424
t,1,42.91079081237091,5,43.75333981580587
y,86,20.22134605643985,100,55.53645880325436
l,66,61.53136667497158,85,46.957384272446276
i,88,24.375813821952818,58,29.35124498476882
h,53,92.13411539372818,5,50.5348373006678
u,95,43.84381228653784,42,59.51544130788776
e,69,51.90416632813821,88,71.5562844314202
y,19,22.619693061400127,76,31.909360847712943
r,33,83.95577303433214,38,42.436136526023645
w,77,46.47743698692087,45,52.98586652795699
l,79,75.11899589378913,43,2.352737956150319
z,81,35.20733854212356,61,43.86432073617854
k,25,44.41370309816388,46,88.38996204862657
v,50,40.31968413767115,59,77.95008785013823
i,65,11.6376504204183,37,28.543141939240147
c,67,49.81172339110393,67,18.42501344172677
b,66,92.39121652415653,1,84.35116097671677
s,79,68.38344260253801,60,28.63630345357244
u,51,45.281431830150886,42,54.26439160543901
y,73,92.0128497474602,59,97.39855968579339
b,10,78.8901560858314,7,90.73445773172443
o,94,26.729988173802088,57,39.51750209445548
e,27,32.62955309660609,60,15.14543033914223
n,67,28.865845980678838,40,64.20859141382802
s,30,57.6751170152958,3,94.86121322265592
x,10,53.92677958961516,70,69.79839922203718
h,13,11.29567445940034,80,69.4624762488751
f,96,1.4434009232376366,17,76.29195830015885
s,68,61.91783684389265,6,56.58584952252297
y,31,56.86278942803149,5,67.03259016239559
d,88,98.56381318767076,99,23.588298140162635
t,9,90.30456297069193,15,53.07384919707327
q,7,20.364346101716578,44,25.03024836552774
h,67,32.9208807656787,51,59.83830183166262
i,98,6.524952521819127,6,77.43806616249299
v,39,90.09422015184191,64,67.02249615208133
h,59,72.42765519835834,2,46.71476437489871
y,16,94.57134161543425,45,39.26561256629461
n,43,68.39157778049953,54,19.345106621933684
h,66,54.78598426077208,47,86.09580948028963
u,50,83.63861469385326,45,35.73711256661791
n,12,16.667293461041645,20,48.650311072449966
m,91,27.385668972751056,59,45.05211358572442
t,27,1.7659429274131777,64,93.82536146096643
n,97,48.201305632504486,89,43.603943761732666
q,43,21.97880622404631,41,53.75058897829603
p,94,33.6260491238145,81,18.076534867263515
e,11,95.2406210709909,71,58.99982362468143
u,17,85.5834500552297,65,19.00410626146689
u,21,94.89964428275049,57,93.7219113457896
j,15,41.50411544079171,77,54.91932524208059
v,7,99.80692231265134,96,89.45997981177429
g,16,34.9440600699676,38,24.439637798831637
b,100,87.80957838302544,48,24.46579163227507
d,46,38.397820137628635,79,76.51873061028385
r,77,31.892823272870217,85,58.74398593250474
c,31,17.279029748594144,55,89.78081100060416
t,2,14.37482041480781,31,11.30021758770875
x,39,34.20221395673243,80,55.41156937855367
s,13,23.175786398989374,0,39.43436757417239
b,28,55.96792065072695,43,6.346741964866243
l,64,91.3555478895293,79,83.25943091937508
x,74,61.35848864140792,73,26.296289587657384
f,24,86.82999049735231,15,60.6583883266879
h,18,14.507617396551653,53,67.35537941357033
s,64,81.28373500721466,69,40.191583828082564
d,80,1.4057488095287063,43,52.47168626330496
k,11,29.395600388955312,26,22.360496981495658
j,98,29.929458356895942,85,43.568772496038676
r,82,16.333472716456665,87,7.429104915524309
h,34,74.12153851784802,97,24.212184664507152
c,17,60.82839529000365,32,3.2203042607099386
y,39,71.37261066365309,75,51.75837467202881
p,0,40.98704037904955,100,90.79356468418347
w,62,16.857601292264867,90,88.02457774644564
j,54,90.97278279194214,20,57.990719219609666
h,45,9.758543512647066,51,26.790442819510062
p,72,68.17903196015496,80,14.823437807452077
v,17,90.49192220657616,77,28.301176495497373
y,49,12.197106648682022,99,64.88052832625706
f,47,54.2537127228092,78,3.469757979335919
z,33,59.53844943615657,43,47.37416724161039
e,60,28.832462097033073,20,30.045454245261116
a,94,23.17235287086853,99,10.295466481618586
z,2,50.33563492907137,94,20.958279540495404
b,42,24.084987517733026,86,63.63851867851199
i,40,45.87343428722086,72,18.146552968691875
i,60,24.013113033015053,80,37.727468751251116
o,76,67.05024902770408,70,80.12854379076207
o,51,74.32138388201807,27,60.39786279929391
b,27,77.3724993227194,4,94.93033265004487
g,29,52.55995167958329,30,17.524246071904937
w,9,79.66804766723686,58,19.01195843487472
g,96,68.50918581686408,25,50.38104553887869
l,68,65.57941887823581,96,78.21296098084883
r,59,33.87484482945952,25,15.343331302951825
w,75,27.60945504578204,83,77.57098225998125
h,67,40.072881182141565,74,43.883670573966896
e,16,80.6319897170503,10,5.2975054795658565
k,20,10.119507725819021,20,52.94831907615964
o,85,48.99454403732264,92,22.182228445632212
e,26,22.121789773749978,22,65.58699195945574
k,28,67.78990253497945,47,47.966055532492376
x,72,47.64376136102991,13,88.25482809735081
s,6,41.0353107516224,66,18.41791015584179
k,35,35.31405798704016,56,44.67904388265956
u,61,99.14895780143465,23,24.179706736646246
v,92,4.801406987341361,21,85.72425604030516
x,67,84.39572063334857,23,32.69988263427496
m,64,58.44405893928154,11,34.76747830207758
w,59,66.7485273069032,76,90.95865508415332
s,84,28.254895782282276,80,90.71503621526264
w,61,64.08963813494712,62,78.06609360612474
d,26,82.01546143852167,84,19.45761717719853
m,39,98.65792600420097,79,12.450539627251878
c,17,86.33265195140496,52,83.68663019959169
v,26,98.40942916198489,63,33.413661462663846
h,21,19.576900880870753,68,92.26112229092546
n,100,1.939877657558453,46,72.73220301462882
a,98,20.89029964214818,24,74.30984782031366
n,40,27.801227204242252,0,11.576151755190999
c,75,17.371406861032767,22,7.713585651436472
y,16,17.365140374957832,57,96.30789271504577
n,68,25.866490935134934,19,56.24463965861454
p,32,99.84417849925336,29,20.815607221476505
i,41,22.37866461590371,65,5.645138964474894
i,99,0.7382669524285346,36,30.928879125053488
f,54,9.805030052683383,65,20.44755313372032
n,66,9.147043904090623,10,1.4355739525812594
p,75,83.70571893148386,10,86.36464398752587
p,31,44.98920357761463,95,13.549009573327474
z,60,34.62576731852689,48,10.64411021934224
v,97,50.947106687432,65,11.784553030158074
b,6,15.374239170803172,62,2.7017207568400647
x,3,59.58357541934443,89,56.30609697064052
e,89,99.8901638724056,17,31.389200030239838
i,39,19.848278233523086,64,43.15393910580032
d,78,47.66647403260564,74,49.77425612034499
v,43,38.573178669260685,4,67.95376834661869
j,29,68.03722686072206,66,14.091467311170868
p,65,7.588561010065897,23,14.056697681158214
r,41,20.579946767243783,1,24.34760034797
p,49,99.43831177589007,33,69.93505285973798
i,33,46.15342220794826,16,19.873544325748828
t,51,2.812349324364105,37,12.880081077660977
y,54,46.323909485929704,44,1.444365312779683
f,78,89.12835157811637,68,81.96198592412844
p,75,76.09620652475833,23,38.78835380818894
s,91,15.825184839701201,35,58.324616678671696
m,0,27.938680425372763,66,44.16098560204276
r,79,43.14658122966654,27,18.101633682086447
u,7,30.268774144418853,46,59.718151517700754
t,51,32.385058742398485,63,45.502789756703024
y,12,25.401166740672465,54,0.4572440124366639
k,57,90.54760775353566,85,35.83942861977718
a,25,5.35231413719236,32,99.41861621412141
y,58,23.27882567541957,92,47.170197180393124
i,0,17.38589303151421,7,2.267672709017954
f,98,54.72881258065456,45,66.5496890545016
l,34,94.2178270637323,27,10.022917839141199
i,67,6.236834161429172,88,96.9126924632255
i,63,12.99782429309191,97,67.43727210962184
n,43,49.04628875150784,7,34.46093197177177
q,18,77.09819720276026,13,50.48284515656166
e,31,53.994618629993816,95,0.4710846310334471
p,14,40.74345106064895,8,53.60775112990366
y,59,62.979421097607066,89,96.8460883373226
w,54,89.19438416125925,98,1.5507675829136591
f,86,94.68883586501346,47,80.97638881690894
w,94,72.65328843325344,32,61.87153389291971
c,75,48.7279440344106,21,67.80996021642747
v,51,67.71635263140801,11,49.938842398996556
a,53,96.6998047918152,97,84.2194287438594
x,36,9.422838801299738,74,62.39632268981633
f,83,35.65577562234672,58,81.93819564651939
e,34,81.0580306748252,16,48.888729417698286
c,65,81.23828344914646,65,25.880634758127353
t,43,22.232304306213045,44,18.530982380721063
a,90,52.45437576802091,35,73.4518588520559
v,34,28.135499430923595,55,13.09434344124698
o,52,57.76860669731928,5,47.08004917726607
t,66,28.14056120300492,87,74.28916756325992
a,84,82.88474354670412,52,76.08370992589322
t,54,89.5962627118553,46,47.96191160946483
m,16,35.58025672243523,50,97.24786150736242
d,78,31.05222207534063,50,15.519693649037281
e,92,35.856392567927465,10,84.40138388259544
r,43,74.8602859998028,41,80.89564765009476
i,2,30.454292626928925,38,24.822580539310056
f,10,2.2133820453385633,29,92.1922898802195
h,61,37.40254718762475,54,10.405308923600066
i,11,97.71315025283414,26,45.9447584902415
g,47,3.3840256012287573,79,87.14343521587446
l,59,79.43528852943832,47,6.771503537839152
m,78,54.46283454652345,7,63.09258538686742
z,40,30.472263219117245,70,67.72985963644136
h,77,74.27939595372146,47,83.40506576573773
y,26,85.36972196592919,58,5.902236328649058
j,38,2.7607692150178886,19,75.33927605216851
f,50,43.54481122055146,18,87.55227837012784
l,35,98.85360460222647,8,70.77261916045198
y,31,70.65751349838628,50,58.36164316792064
b,45,35.63175014212281,85,72.9156419279099
m,19,70.47699112253059,78,9.480765159298087
u,49,44.475218619293166,24,95.42256765480684
f,88,79.93275578405867,23,88.61506494853852
g,55,36.734215618931266,8,31.039470941160687
m,72,50.47132964602646,79,77.43156616314518
w,33,80.48107151862298,77,48.98287925878054
l,57,82.00729745916277,93,72.7629134418024
u,31,92.97572014815265,16,84.62243335176062
r,52,70.54360838686787,78,70.00718235826902
y,40,90.73473837174052,77,67.25499129530704
d,65,51.192602284228315,22,19.40098702350188
t,31,55.74791947338047,14,93.37208914350754
b,73,50.25601187081822,90,99.81800174281268
w,0,22.492423213444756,39,52.45852280461456
r,49,26.93985499871231,55,94.82680116969455
a,28,75.45011261538339,13,37.81809575956152
j,92,94.69848682219629,77,22.536794903458723
h,85,72.23014063451278,27,16.731304166355756
j,24,95.14806004181334,5,57.0887680555707
j,49,93.94961285717656,18,98.53515051200532
i,35,47.09243263787114,16,75.68698475718934
k,19,96.81047781565897,47,29.025155236732925
n,98,54.920372515395,60,54.63298605415591
q,94,28.343141174582374,0,43.732363707944465
d,67,65.32095645009795,76,60.193158383525514
n,92,79.03248669079849,17,95.95855475261662
f,40,98.13994019024547,63,15.659301064016319
o,7,69.1517503023727,1,84.28449540320214
o,5,88.71625239026102,31,28.64347702735788
u,48,86.74487325841517,60,46.63309706109487
d,54,13.626960964685553,20,27.680973699378786
r,87,77.62661694622334,73,94.32712761656548
a,77,98.51609804405003,28,85.0017507539427
g,31,36.29805176314041,96,14.612475417322013
x,2,9.522163086924396,42,10.359474413340774
l,2,44.10450201506138,30,64.14069503198124
r,28,31.766981950782046,47,90.17367820757222
g,30,99.45427050611578,5,7.067876762155956
m,100,82.64456160748671,55,78.83292314276831
b,82,86.1275478242754,98,13.884818668353226
x,6,99.71665781394863,19,7.4662009490716
p,43,85.8242349652804,40,71.85483877392582
p,10,69.28681343756324,80,94.95320037733329
d,9,14.013069220989527,41,4.8455741652574265
d,23,79.62566666129916,11,84.66234800923674
r,43,43.57550792124108,20,43.00180222723661
j,7,93.23805115925408,36,24.81128326969573
j,10,84.72298119916543,82,5.182451803352606
f,49,32.34482657279229,57,36.19683510759756
x,94,0.8629599338022653,94,82.46922097181039
a,29,47.1211352849097,51,38.351924162087
x,3,20.368953208338326,16,42.195631598018636
j,52,4.552875521504729,44,7.3572510483473135
x,54,67.63972294413496,72,10.143331687471102
r,78,84.4225448491031,63,80.23090312386115
p,81,49.901582215655374,59,72.71345485373979
o,14,47.90636104721345,6,28.204440592621705
f,54,18.96651619368548,38,81.78613592098897
o,22,43.1998418355809,99,26.382664383420373
e,42,22.932850808885775,11,31.75229197841786
o,40,8.238776642421453,20,92.72677181817312
w,7,47.09232696111862,16,22.111036404329887
x,77,86.88564135206816,88,49.8000863962999
r,14,65.28145924221378,78,36.26734657127317
h,52,69.711926592343,47,0.12178983354805828
f,99,3.1344161013052596,34,17.18663193615506
b,97,46.29843982293396,100,96.97961243593761
t,40,84.92082781421058,22,20.038873568972615
b,48,94.84607925438159,68,77.71032972471555
r,32,2.0692571795586923,68,43.957141192561224
i,63,98.59776251569696,42,0.6016010972759056
j,53,16.032095087957366,45,56.10463711669659
t,51,69.06804286115263,49,10.712731540687715
s,68,15.680209493423936,10,17.046778221450353
i,44,36.6247692564775,22,79.07453195344367
u,19,21.158792285035467,89,25.864220875001422
t,8,59.14652389303132,7,52.3945971705461
e,17,15.125905792848737,75,30.649235165593225
e,17,43.13210481260954,74,67.04249492338587
c,79,26.30462081789775,99,50.44381135791064
s,76,58.48628473132174,85,37.515723947930354
b,38,19.031049800279387,3,16.456815921930577
l,25,77.31278982215935,41,7.79072708613503
o,92,9.466336833891042,40,74.19105869011935
n,40,95.68347836287624,92,18.823024075788897
k,96,68.08591389430963,25,45.93391836079628
j,56,89.10837827098108,45,54.87374857634465
j,3,8.754136997783702,2,67.9554974713185
b,53,40.41394232444917,58,59.26795060913344
u,62,27.614355409151024,5,2.093403952836781
w,52,62.894168206646526,20,84.13075707309076
p,90,75.86871395268489,62,67.19438857320405
e,96,68.46537781523743,95,76.00501004647886
k,32,70.21042242814104,38,25.49366540935527
x,27,5.175561769677572,52,51.80947495087137
c,46,60.075387741090125,18,96.68986496440995
o,16,78.08805014893086,5,0.7960366009393871
p,69,80.57541037632176,27,16.169400886127296
i,55,71.8819380555178,42,4.898458840237952
q,76,36.054660866487566,94,67.70704110947725
b,14,58.21475222045104,78,3.5029784474706838
v,26,79.06497572038688,17,29.468071661995566
i,23,54.087587306869025,72,94.04871703865868
d,50,22.909765247112624,79,48.79225900465448
x,97,8.508777099427633,2,57.04801641544016
i,80,5.09190444007478,47,94.89253638191694
y,73,55.251031298969046,90,54.51436900923945
v,59,30.61331637519905,7,1.3738016308471823
b,17,60.60921263301009,75,15.139285110550516
r,10,10.44433613789395,25,71.77414909043985
t,35,70.91015172307765,58,64.19501887154243
z,13,50.94133766074788,83,56.18853009846929
n,9,73.76589244795278,22,95.39049689770546
w,56,14.017528476005758,71,71.8672794509471
a,94,36.771855610342485,40,40.549784199713734
f,54,81.40327220687429,7,35.13722098838793
h,40,51.379214360552595,17,18.593492174702988
d,37,54.571847622811234,39,28.925210773748322
l,22,84.1149921176732,63,38.9385792048699
a,16,16.039454481885528,61,75.88851193350234
w,12,75.45847927177441,32,33.14155489895657
p,100,29.88511993841523,58,13.831737355012308
v,38,82.35686313018613,44,50.21544526519571
x,65,26.9271005609911,56,46.627897706062505
q,10,88.53264871148708,14,16.180430560078396
m,94,5.451358691925268,44,13.128731927782077
l,28,30.64841791226377,23,41.819545129495374
o,25,69.94294234899901,31,39.30401370711717
x,64,60.85427996384748,25,46.24369370069218
w,64,97.57899330426434,61,20.568577716099256
u,81,6.110043383332664,39,96.2198511714025
n,68,63.338104328100385,71,48.357007076897716
v,1,94.35379592682092,88,72.68660696360148
x,55,3.493847598375488,26,97.95910694793012
a,64,25.086049446626234,9,87.12724321993832
c,36,26.48881401806833,64,43.76076432974764
i,48,47.82442289528284,15,94.67960826452259
i,39,28.75257996586772,43,78.06798126799357
l,3,92.98113562020093,78,20.949007314561207
t,22,91.27400136897361,98,95.87486329335552
z,0,89.40838474603949,52,50.6641626013957
q,98,43.78955679308313,35,74.52816647361038
k,7,14.379031855650325,26,21.335996440210526
m,35,90.37195867645009,45,70.96121985181276
q,28,60.16954774312827,34,2.206095882037473
p,47,32.16918778780023,50,86.74622462052632
e,46,37.513225859041874,31,3.6548146328877262
d,68,94.7365818049187,15,26.276784626864803
s,57,5.305111770591386,89,90.31617882197268
r,59,35.103950174177,46,77.13336044299153
p,25,12.837943340156555,64,64.83206712420456
m,69,96.33530333735062,44,90.48066194453878
m,19,61.91382432576128,15,81.67894240297741
l,38,48.12740261111753,54,93.1626076849309
c,52,3.200944641688863,90,4.374134587241885
f,51,94.51867861579204,23,50.340955898957084
k,36,56.9753858091344,32,66.84729157545554
v,70,12.660501990609552,45,15.987537953934005
l,95,95.70401057296316,59,71.9858676913765
r,58,4.294204821716141,89,84.29041136031734
f,93,79.7975662017681,71,75.0389046447181
p,71,39.29887862097915,50,72.71509141609249
o,68,66.33983663241847,58,95.43005784010157
w,89,46.7747978237541,32,55.35097499973569
k,77,98.69432398062446,89,97.61986135971533
e,29,41.66034779044918,12,62.799596796525606
u,2,5.896630501605649,6,49.23015039122777
x,69,47.60735342359983,89,16.08293352612501
t,7,29.49100502192784,6,9.151888300293132
r,98,35.49110159980775,45,20.37248179192269
x,17,52.48430211431635,79,11.633059778228583
h,76,15.349329245367437,91,44.384444949226584
c,18,50.27366741225274,51,98.29214339709664
w,43,72.02755067218155,31,13.51418396618439
c,48,65.18753117576743,10,8.250036666378058
l,66,54.31768620624984,0,19.33379599338312
k,95,89.49906239885334,80,74.74731968731095
j,9,65.55753273417677,99,36.17206398864853
j,0,45.6922512280464,36,80.90382252334842
c,27,48.19926045856637,56,91.29348793380734
v,64,37.37672205926322,31,92.6831798355566
u,97,22.655707284940252,85,72.50860951231702
c,80,68.44725882443707,39,66.98082880487469
m,39,35.08834686245954,5,46.64689306271924
z,13,75.86080761024455,40,2.32715047584211
g,55,62.9268575322577,18,91.07327861684446
g,91,65.16211491804627,20,72.32796960440687
h,24,85.69497563687914,75,20.362810828992917
v,22,79.3684385366916,92,99.43761187061443
u,30,0.2523199629206885,35,23.299572306468207
g,70,15.953923028335293,52,16.461024677261094
n,50,52.634900093470804,44,25.90562584742767
b,18,29.689216050824317,45,31.785064155951513
i,34,13.355358246790994,67,70.24976503156594
h,81,77.09120446936917,87,26.102119706696136
c,35,29.481697010478637,68,56.47253658336835
y,64,10.682767196399833,20,28.184918100451327
y,66,0.48191486404308703,95,98.90008906601078
c,34,46.08288641356215,92,86.41366689685924
n,63,32.60003698897507,92,32.303756193436904
f,65,91.05995155989588,62,3.322422326537544
p,52,10.414646263583993,39,74.36704309779914
t,56,52.579146461933,65,76.05804810906275
z,67,28.7334852067482,56,19.129360626107495
d,66,1.707694510199198,25,99.49214239926653
t,49,33.94833863802307,14,41.60712580913035
s,42,96.93895316797702,70,95.71119984287171
c,66,11.714523782823228,4,36.55925387140674
e,93,23.903632968005628,22,92.20241347418202
n,56,1.7945746031684084,11,5.07757234310292
e,99,72.59893488805702,79,9.350572347119012
i,27,98.52881364979432,35,31.257542569681352
b,83,4.86339257519357,10,67.73120748755346
k,19,15.727557139126603,65,87.8778610439502
s,12,65.700888348559,16,24.569463781876124
h,84,9.01579037329493,64,35.92138832359112
l,83,39.00606378387715,11,28.552875931049883
g,7,97.00779478842266,50,72.72102611979973
e,10,44.132467807347744,66,5.095010371316732
h,68,77.3486591569807,73,87.3625409361225
a,59,96.4498175200184,24,98.97646284307018
w,80,66.31437100633258,67,98.10081303404735
i,79,80.0794913552167,44,95.62410142678203
o,58,51.03514602848544,8,88.0987230115035
i,9,99.6899259776673,58,69.86642858702726
z,78,29.434331205416896,83,44.14496327657328
s,47,68.5346213034971,30,66.15246484837773
j,28,83.14397928575583,53,7.382120719653229
