A,Z,W,J,K
p,99,86.33341815605377,99,1.6050516832484374
x,98,88.22193286274386,55,37.19638355464543
i,49,82.6786628815499,49,22.176229519392933
g,78,68.19849912171668,96,65.64106441541462
u,90,54.48428231629325,14,19.541356101373452
f,6,66.99840914812023,86,42.65110171167623
q,100,33.99694550833756,39,75.47245670293093
q,5,95.01480881590484,51,83.60012790777861
n,81,53.171032167030006,23,4.32173568389751
l,7,96.59256350320724,64,85.30938423279957
h,88,39.49746673600111,12,59.49960917972348
g,35,45.16219258980837,8,50.1738276704386
t,3,70.03318322397045,58,81.76188430697114
u,83,26.94377538192946,52,41.360196936622785
c,32,13.070363879448632,49,69.1906526504996
m,5,16.089852684242423,33,6.497304047814101
t,50,73.42583444688103,21,95.12106977145663
d,17,68.57671520566548,86,95.07019563722548
d,49,41.558982094926435,22,16.11137046273081
s,33,85.51529503129028,9,30.632960689689416
m,24,31.579506408685944,64,64.94501793341934
h,1,6.562643908757771,21,70.33828032645867
w,26,1.0393473024199906,15,22.11582856141976
l,58,51.318836281233374,48,45.74497896308098
t,37,74.00519412603701,22,77.59494863340292
n,5,79.85211714690277,18,28.89057315204284
h,15,94.97321422008773,4,49.60878510382163
u,8,43.634892701216025,91,76.9627778280493
t,64,93.82853047542726,42,54.00724004244787
p,82,92.87160716370363,56,98.16584966759724
q,13,40.69200104269734,39,64.21337164383398
n,37,71.59404281917095,68,88.10069489209673
z,30,23.31508626692206,58,70.84699914422832
l,35,7.06819471575848,93,87.70594812772886
f,48,28.55868896729845,28,55.30338460593052
i,19,0.791118626111087,49,26.076131723995776
y,79,92.09013384950131,49,47.74594881503522
r,64,16.233937859861125,55,99.07366007133938
p,6,87.58253463189972,66,86.28260841306034
q,67,42.257343056221764,84,30.775128347967694
w,55,52.42716436151789,44,15.605562615646019
m,42,66.49026892243532,39,4.4180148719533126
h,29,20.100799025957684,26,34.63842825050243
a,2,75.4191943000339,92,22.61338285661886
t,15,86.13613301994127,43,53.722342001520055
o,82,96.62890888040259,28,1.3222595350363742
u,41,93.05717522514418,84,30.29010132845561
j,6,52.70257544862809,73,51.145959332444576
c,74,3.8271063395947658,2,34.51875671946015
o,33,77.98832007459204,46,73.3151024009533
a,14,60.92272702709318,79,70.47866137881888
q,29,34.604483857518446,1,37.922928569345856
b,75,1.4793582194951749,4,65.93385343508822
v,93,94.08870997450852,32,39.25233979705697
w,99,58.439499655146044,36,92.91566730519128
r,58,94.41539099056963,9,20.802569713711595
g,94,74.42051118422204,60,13.67268379517138
d,89,32.36175797772831,40,47.81882841268942
y,64,27.52634332451568,19,40.03263806535139
i,73,68.44218157402346,45,93.48855146685345
k,96,29.39748502566588,8,27.789405193131454
m,32,66.48750483415975,93,91.42075242824373
h,78,62.58370707837806,51,24.49762587091122
o,23,85.6386979634921,59,8.584400053973729
h,81,44.88158927517859,70,77.93812771259358
u,64,15.330005854009588,63,96.1374320649055
f,15,10.231329278704814,62,95.16725758466752
b,78,4.829438960128707,95,90.16562712183763
d,72,38.124663613192155,68,99.3765845080172
w,51,88.55197993706877,35,6.802483329263087
a,79,7.58335467467176,7,75.59806386617541
a,7,98.17208048839213,18,99.67060344155077
i,54,22.673149665286918,72,58.17915589556769
l,25,53.44038295522936,65,98.90223340061675
g,14,93.24545858218158,18,98.80128042840502
a,70,71.9262011758269,68,59.537532132356866
q,53,59.129934023896105,43,26.95760506803343
v,45,7.648923822903219,62,85.5921194711302
q,90,72.52983364463141,52,16.525394360914103
i,90,54.43491934168592,76,10.634715997503651
e,0,51.70464240421238,70,72.38344219296087
i,5,95.83219017786168,63,32.65794846407354
x,72,76.51644470896622,69,0.4863044050110621
m,85,74.50721976559166,37,26.904100563066503
q,69,59.191216984423654,33,46.1684616191496
c,1,85.22303803986868,92,67.24124803273999
u,39,29.431238452641317,91,75.84243217002175
y,11,75.67893867826575,8,30.17361970772747
y,54,66.7551008016654,10,14.939849875642741
t,78,65.2891762360553,34,21.046187632765566
k,91,84.01624271422922,9,13.848049376981619
w,82,14.756471803867422,48,47.15489902181791
g,15,46.59631244208404,88,18.077642373107405
m,55,72.6163347645334,94,15.83537972257293
a,1,94.80380406630319,41,76.2586883150891
a,50,70.07989914026588,11,36.439238891846514
m,14,14.571787540682202,33,34.21977667014745
t,7,45.03022276384597,94,1.4246268452762
p,73,85.07221413377319,80,12.755173657046914
t,78,17.422847957383592,55,57.63066832727498
f,68,25.29543078614427,62,79.59983505329204
m,37,49.938056027737865,33,2.930013195308312
g,98,70.12132754181793,35,74.61612781776722
q,43,20.64227003799184,89,8.641520631301859
c,79,88.95385422727361,53,59.858955624651564
q,78,20.729427583010818,81,60.80802380737319
s,17,28.09794925018424,61,62.690259109288846
f,77,88.40482086416775,39,32.778541772997215
r,68,38.05760238557142,99,34.902348399223705
y,63,62.99494232664025,62,13.770023245139384
u,80,7.177941151471678,31,2.4952046936966066
m,39,78.52398255007942,45,95.99020692513244
e,78,55.993075622423106,61,36.90939767707473
d,56,11.297630347010678,23,47.09605289257102
h,58,6.6424652325000055,26,42.21494340314727
c,93,28.892828033320306,23,16.839350473236248
c,12,77.14594003148625,61,73.52194177341894
p,10,45.96065669856304,38,33.34313793988027
q,96,18.325837259757062,82,24.187962071983637
j,23,83.77094847932824,21,85.19776999147922
j,56,45.96666235547195,61,90.44045457192628
i,51,19.589569846719513,99,48.39629016722239
f,28,21.521196735924864,90,24.015069514102592
z,2,2.405639164699791,24,79.8646621839753
m,56,41.058902810247034,46,60.105113094569354
d,10,17.357084415595846,5,24.75115911283793
q,95,56.786618259319276,5,92.60685484518196
l,55,55.22145230022222,11,63.997417285887
h,94,47.48372629967281,57,54.61394177402986
o,83,98.46941106277743,52,38.80708454064566
w,54,4.4962496929572655,10,45.054896995739625
z,61,13.0695643842769,21,93.43246498071561
k,54,11.047549252433653,14,67.71085522312497
y,32,7.766845668453248,55,71.46073210157448
n,99,94.87670450628372,80,41.261607767207295
q,92,7.180735210568445,36,7.557203667515699
f,11,16.198051588842542,83,1.5160457438663344
d,39,68.23635397574505,11,83.94718964629647
u,26,78.4723265330024,45,6.732575509692751
z,25,1.6203336539923452,53,68.73757504810034
s,81,79.58323756094691,26,87.44699004239284
d,76,78.74117319680556,46,0.35513134588699424
t,13,86.31117585981082,77,56.5492907637411
x,40,96.9588023254878,65,91.71622658218331
n,81,51.791921372495985,38,75.71979116610866
r,1,51.45332378307871,69,18.48120440088864
t,99,67.78619731396232,35,64.58617546702612
b,44,6.4335624012851085,87,14.895737873710836
n,17,16.951894794100298,70,75.42091400874828
e,17,10.04438428759774,6,17.344471492350433
d,49,51.185965606112575,84,2.418047948715174
f,61,8.276939370684266,36,0.8738217038555818
s,31,2.1082753192069648,54,72.76317402169592
v,59,43.01209015473655,20,40.12182334543567
f,30,82.77344523257246,23,59.90448241808748
w,17,13.795650906616142,14,8.14852997421025
l,57,36.71780807850546,69,59.19238460932043
r,37,5.640096971484187,86,88.17199354543324
v,19,85.73679199090932,19,95.02284301644745
p,75,13.870186617117309,44,48.248879325768854
x,67,88.79762731758873,93,37.139803766254474
g,38,65.71889021702533,60,11.51630569759774
j,77,64.34096396433824,47,94.46929057845765
z,16,44.071995196534694,38,49.37542156270652
e,32,80.908768290531,86,19.973333563711627
e,51,74.56444974063604,76,57.85923511464247
d,8,48.30497723520516,63,36.34274828858018
c,100,89.80733067871677,4,1.8892265627001636
q,33,93.04898828598813,33,13.44979705853737
o,23,19.666696839814634,46,16.919323886298045
z,54,26.00408629861224,85,82.89421673678585
x,23,90.18207750150573,2,6.569453018497995
c,27,86.35183519154072,67,83.00394766263611
j,39,29.500143456053816,25,77.16790122139898
n,5,5.419895115817564,8,9.525545585572925
q,99,74.15065819534739,100,58.07216304674985
w,98,41.20505568615428,83,69.24161442703014
k,31,38.62363426229375,41,54.70829660387615
o,45,51.966326458596946,46,87.46694160137756
p,65,86.98792018602519,23,3.8590598579736457
q,7,87.88448958145814,85,10.078679716783368
y,45,11.627222540611271,49,31.96908566282135
n,3,2.5963864717842955,97,40.068641401094865
a,42,88.04577078404397,46,99.87781998529502
h,47,35.022165735276126,12,89.3843574039822
l,25,15.738659134465738,79,27.38759804124229
e,1,22.099981611849383,63,64.03388964816298
a,3,51.86383670054783,46,5.722583835147066
b,50,4.918185553152954,85,11.69734244662256
d,96,44.70906067583464,93,71.36218618736687
s,13,31.080420173017654,88,68.74942342747468
c,54,43.746001967328986,52,41.86920729153434
r,41,51.221693945382086,14,50.09804567026931
e,73,58.5447476499824,36,50.750776830355335
q,57,92.67810371727823,14,39.837745909707614
h,61,56.02805013579126,36,24.49811062334947
k,92,64.00224807902795,2,85.53964680455975
e,94,2.5749399041495313,47,48.06766967445836
j,54,18.713205351303962,23,34.39815403535047
a,17,2.887723484323068,30,63.77813447495486
i,95,12.173959840402858,70,95.57140332352088
u,75,79.89299765784254,85,9.311974320165762
r,98,25.886429302556103,28,52.32915040647532
e,21,45.55679729528273,7,54.8489250294167
c,93,45.67667536819503,47,37.403172593023115
n,22,25.70303570481697,56,29.20907476216833
r,11,13.806799390042812,21,93.74163229629369
m,27,67.20597739426448,36,71.90613935158161
r,70,23.84139700555957,32,84.14857032749319
v,83,1.6894212613121407,48,73.12277360530459
z,74,12.11213303011739,13,49.225270728728496
p,59,60.55828386767818,75,92.08255132231344
h,52,76.9572609663113,83,38.69617635414482
m,86,56.60739165494149,15,59.12043155942286
h,84,6.305192583689124,61,8.175160816790283
c,22,45.9511933277608,4,84.95320060579819
i,31,9.872318023515058,67,48.15164494471734
d,95,11.533585198709684,12,19.779060133367178
u,57,41.87520570092603,0,32.05699888232738
d,81,72.2821783757689,17,51.56477049101177
g,82,81.77988916598561,80,36.16190777301247
y,15,59.17164336784641,39,47.19152747110129
t,57,73.0491783589617,74,36.15642858200139
g,34,21.51805828677019,43,30.593267445481164
u,44,40.57827463374345,17,84.45072667738512
q,45,17.650824037340584,60,23.350803133660992
d,62,29.287108769126256,89,78.79929156684356
h,54,60.522725320635864,7,81.16294331565153
n,92,56.41928718269607,82,6.639042391478844
e,82,89.85571151843264,69,79.26982045295156
m,14,54.02276892681201,43,33.546061254257964
m,44,55.77925266818239,96,91.77387800165253
d,99,19.475939347627847,68,10.3558081438597
j,44,94.95285404278968,19,73.53164524858234
j,3,48.458935807993065,88,48.75286787815263
l,3,34.83145167186431,61,86.1492448983988
b,35,96.8383859992643,13,46.91399328031605
j,17,63.89070455792598,3,94.22728531516991
c,91,77.83297236706885,16,54.50154042080674
l,15,3.0550607455940626,91,18.490099263796232
v,64,49.1728232045377,66,77.70970730087247
a,54,8.351193247665844,49,18.070707132702204
p,29,87.76008143015754,48,4.502188124858941
b,3,12.471873826633306,91,1.1887532727669958
g,65,28.21814257750017,34,44.40368708397167
p,47,30.136010043118368,46,31.76905157228197
g,51,5.06906681303626,23,91.06935673926846
u,25,88.77288827622102,70,88.97040226185355
k,61,50.74257861932211,60,44.9166269332415
y,96,17.663906455993327,62,94.97172368711972
s,24,93.448308264991,71,64.03325454806239
a,22,43.56406976001652,51,5.7246345116947595
q,57,70.9588298244,61,67.52093289542628
z,73,23.66464556711846,92,43.222128197596966
m,50,46.597648614132915,25,94.47191474016552
x,23,68.2448287303826,22,17.462789967275484
y,27,79.83190193809581,83,18.86101849067273
o,95,74.31500799300359,82,35.03583800575999
o,44,34.238105116506624,53,19.993376697182942
h,56,6.502703217999106,74,96.39975381458113
e,85,9.802326100581826,76,7.4611481285933205
f,97,0.22486922659761266,3,44.14153847683671
n,31,90.15272417395363,16,66.13772394825334
u,98,10.872419404659938,93,84.25621072284497
x,39,36.833063621477066,4,87.16519838155664
v,1,4.649747854848152,1,66.9488703460781
p,27,31.988043710425252,13,60.658934053146574
y,6,68.27673267392194,93,52.75081198305352
k,25,69.55545237363778,21,70.7030920790068
q,100,86.60364901764659,94,54.194177510427686
l,38,63.36242398505707,67,41.65851521481672
p,94,88.21969365933437,26,21.33411028208265
k,6,8.406732835797326,64,7.42820517687205
y,68,43.36418690984516,36,30.3044270907034
a,14,44.36313095406239,73,0.7561773042823572
m,23,70.72912970616262,16,63.76162341843774
y,2,3.7452978762560707,63,24.498717077083366
o,5,93.98215761030059,80,37.57598583403734
a,19,77.06905116546328,87,97.90346935817284
b,29,9.36539235630789,92,71.84834722128899
s,12,13.828044303194842,63,52.48559937851643
g,67,40.135330228143026,69,82.20119989290306
v,50,67.982488876495,95,1.9167884291067194
q,76,35.5537696784508,94,60.01890379057012
u,23,37.85526480939541,25,43.00502566418061
f,28,73.56540163332672,29,19.19155847871221
y,80,86.74598787503088,53,84.13465748577994
o,6,82.74800056578677,15,20.806815244687783
h,82,49.89330029173732,49,7.366491147630705
g,42,43.42294370364461,4,35.34015016258808
q,32,13.074769707837742,63,81.87131238445959
x,88,41.08421253614739,46,56.36623100108746
a,86,68.86690672449534,42,49.08324409007972
f,15,30.564751717797655,87,85.34079121867401
p,71,63.13725674494924,91,39.46874839937314
y,21,55.50753904629527,45,64.70874945996769
i,28,56.87096796873451,95,2.448988680429509
g,46,46.167012672140984,93,55.20121038382917
s,35,39.639534994173346,28,20.174890558002634
f,7,42.45571729803845,52,92.28386327488481
o,82,94.25770421442749,4,16.48530171582827
u,46,70.82467843872543,58,89.6694919062222
w,75,60.934751993502914,34,57.412612976544196
d,27,70.14352060659154,94,9.866260504959445
e,29,20.61145844131954,92,55.412979180028685
t,29,4.094688836057669,31,52.03957009854028
f,6,77.94823899515391,37,12.29583250212004
o,17,1.7023309586127189,85,67.97035437476413
u,1,52.424411453310206,2,67.2223126263613
b,12,38.314967639659706,94,25.260950104674418
h,2,36.49988019806047,49,44.69229374264171
t,60,71.90609759324859,4,44.60454929076174
x,2,27.146164207694177,54,33.469313978120695
b,7,34.02858512938126,79,79.48232331550693
q,87,75.19930462499251,53,17.277190590994664
z,61,71.90091593861665,15,87.76702144730338
s,57,75.38369271416029,47,89.09258742089743
h,77,8.984096055822043,59,30.559017666950083
r,30,68.58993826291001,95,80.63146999766118
e,18,24.28880489022953,76,70.92641112690346
v,4,93.29729603608581,65,42.61629657274827
f,22,54.2491694397948,56,22.316907252599083
s,48,99.68938360989696,81,29.985637229322194
t,29,78.4837887055058,5,17.068860378392394
u,56,60.141583316505255,7,95.71912650186472
a,95,16.225519166586665,20,12.387132223445397
s,60,12.107703605071606,52,10.899093360835167
u,64,65.0138703351934,12,43.89334163245541
k,83,26.215998431480326,75,40.44648678789153
w,96,58.14269973082871,59,81.78672233353058
z,99,3.384903802924466,80,96.56540323542889
h,46,91.83012213025049,67,75.54094289991204
m,18,31.365722520798467,100,70.9805861893318
l,64,87.14183401981047,67,38.62040043816551
q,20,42.42500897436706,23,22.56009021763029
y,4,68.89792857752104,38,50.26672183947208
h,90,79.23286921078099,75,63.37017006067745
q,41,37.92557072639071,39,62.253264982877496
g,32,3.8309618831586567,96,8.2781281779022
o,98,12.090668155994633,99,64.45090370093298
w,73,25.31344974150187,2,57.35317515606112
a,94,34.0891575953257,35,91.07912624225148
r,84,47.9865883889729,34,57.69514737175941
s,94,27.950068821722983,12,67.87284085173208
k,84,12.591145741316435,72,15.52128761355136
h,19,84.74251584256089,55,9.330642684842283
c,55,47.78329828662473,86,27.844978326395488
d,52,33.51983538355786,86,0.9442864118031968
h,44,44.12487509857711,7,72.64847613703526
t,82,20.65813554686621,33,68.85567063251936
x,46,27.952215854760297,36,95.92340445827067
u,67,16.35420907016629,96,30.961050932808988
u,98,22.719996679256393,31,33.58132116281375
t,45,37.95078248739628,97,61.64566246319837
o,68,46.05460976605795,27,55.147393937091394
f,51,75.5133842179157,19,74.43762080927118
u,70,62.107335768733144,36,52.38414762695872
g,14,48.95504120073155,40,97.6110056373069
j,74,61.1119693568168,13,60.51497755064605
g,58,1.7648060554759537,47,21.362374838261854
g,28,35.941975736173205,5,26.03101761735974
t,68,77.02209338015794,42,92.97995117278371
l,61,1.2210652583086068,85,70.07451701703299
q,58,12.379900694469292,36,96.08587417520688
u,20,17.737470580962377,79,68.1451527529678
x,100,86.04966832474176,39,30.87753990178328
h,55,99.23325385557814,46,76.50594955980047
r,60,4.378551174644452,32,28.97056629648188
i,98,0.7296315068209047,85,98.01748894512727
e,73,40.260943262322854,15,69.09117355791984
s,81,18.5189688201013,39,5.993624497286776
n,8,8.371756832703214,27,7.335318053495166
z,1,97.53812426048059,13,84.89106503791764
x,16,26.30709800999319,69,71.12685043837591
t,55,92.46041168292997,76,42.44811832700562
b,20,44.523559495002566,38,81.43409128563167
h,24,24.581900312618732,10,95.3127247660138
k,14,43.55314437553397,9,85.36211407844115
i,70,86.21162065657816,80,93.20006308120988
h,22,98.02271890303396,68,93.7608644015491
r,4,89.04163027155994,6,53.12679306774238
h,10,6.073927320413775,23,76.34702164214515
x,12,96.13992487097923,1,4.9221581331802655
s,92,90.39914956040472,72,93.90384640880151
m,32,21.905843549036984,54,59.57235726854692
p,49,93.1627967453611,65,71.4245992521207
