X,Y,M,T,B
i,45,3.2050086902065678,5,66.79047211315968
h,53,39.69654424522794,18,59.579644580914305
m,14,66.91699146810642,83,52.196973993407894
g,23,61.072689705154694,63,85.68796221955908
d,90,34.564667851856825,67,43.652763841457855
u,56,35.06055175861052,35,40.03904503938743
c,25,94.87649072370391,98,12.381454992243723
a,32,88.97463304495462,25,83.92386247746998
b,63,70.27494895961222,43,62.19715206904812
m,96,55.24468461497259,14,60.89740924731528
t,90,65.79458177413548,85,64.877324517929
y,17,43.75229359591742,58,16.04737842438396
y,9,8.504406264003572,40,6.217896911170351
i,54,57.02958707788155,2,39.396008673641894
n,75,80.86471501373622,17,68.34074325662795
l,14,25.172107437539193,70,46.916866886017985
a,8,35.38582170326395,44,4.9959838396536504
z,54,47.97633734169027,81,20.253928414806786
c,10,0.5364966772433255,68,28.146989404865998
k,6,62.532338071201686,99,65.05973883456998
j,40,32.18214411122955,71,79.31633821912816
h,24,44.69402677586891,82,41.237909011669785
d,73,98.07346504952815,43,40.7558809553465
j,4,11.121849422216934,70,53.55239870829015
q,32,86.00865821956567,11,14.942496104341673
w,79,13.942804468049431,71,70.94551469533612
a,17,9.353146872043737,84,83.14326100312563
y,96,15.50373952280184,44,85.49982448878752
f,76,30.053024967259045,24,34.14737198321123
x,33,37.26677919836349,19,54.988263381302794
i,45,79.98206850947733,31,46.71517933870933
t,38,76.11996932400935,82,3.178480618896884
g,24,46.90383767502482,24,98.05381673847167
m,74,8.730111107864847,97,44.63661393521575
b,83,18.882325019967915,87,88.97083786276669
g,58,89.55862158426002,21,26.36914914891555
e,77,51.909848365873,81,92.83775022583643
b,20,44.638219873977114,70,24.017965072567083
e,90,31.56569213438707,24,23.453881660015785
o,94,93.84032709631663,40,85.66647130192126
a,77,77.05251892448113,81,34.13350503113342
h,34,51.04868715680274,19,84.55222439819084
g,19,82.40342347330684,56,37.1828627153322
e,15,69.71769183127273,89,10.031759463377998
o,51,20.224729880015413,24,48.675923459764505
u,31,44.682365797620804,96,55.476717976816126
d,99,57.788207718177645,3,38.12065324264351
j,52,13.559585372064632,25,29.26625656718338
r,91,79.67033730595071,86,56.075398802134494
k,94,82.04219212609772,60,93.95406742874151
w,83,80.71814425648118,76,41.49698753082043
v,62,89.12715243084439,74,29.659450922955234
e,70,73.28912619124213,91,54.778218531354185
v,80,2.826939938607287,24,22.76409128567104
j,43,88.81881154380913,7,33.447285689644666
v,10,11.90394598225314,58,27.477961155616214
p,16,87.3125890556776,59,85.32145936613287
h,72,48.38437859542275,4,15.170964634268447
a,9,57.657533245298254,65,2.9745695100240055
k,65,1.55254532500253,41,52.804502700138315
f,90,17.689617940310065,98,78.58796187260164
w,64,25.82584066139416,39,36.648018595680945
s,59,59.21678687072961,12,16.878825186609102
a,49,51.358159396941595,81,18.15440737414038
d,40,68.33657230693609,64,70.78535667300604
y,95,52.90432154778792,77,45.20862214420257
o,51,47.938176960474735,39,88.91458494293587
c,67,63.84530639367645,41,55.71672327796705
x,98,19.03047526133419,28,78.56596017718464
v,0,8.120966979372369,10,14.940431647472652
t,20,62.930857994651305,80,77.12932148326081
h,68,2.5162667297604413,74,42.77895306749188
v,49,91.57676278733058,11,99.23261688186916
m,25,39.089921153609765,33,78.0737326797314
t,5,64.50725720032233,71,24.492964968756713
w,9,41.03881265584628,59,62.461216076114454
f,30,92.98597082323096,5,51.855930544003925
m,100,57.889221626608965,69,46.97043144177473
m,44,20.51378286068999,71,82.63822013681819
f,46,6.881272072831601,84,81.19980510653454
w,47,14.683252103293897,8,81.80879898186463
l,19,64.24042409629654,25,96.98501955724618
j,47,53.254413496700835,8,1.3427772074024347
l,30,41.8948564802022,77,40.99591738343342
q,15,60.716622887897344,98,91.46027175247768
l,12,25.31408464340221,34,28.67436456026613
v,30,49.5385252587368,55,69.29007981999436
u,15,94.02178908330563,42,39.211113487835426
s,9,99.57414439239976,14,55.878594486015324
h,4,59.18615222985245,93,64.18504291220101
l,28,65.3935472889974,62,46.78317915322084
o,32,14.778555898843948,40,45.587231122483786
s,54,72.2684504712221,47,34.66447816185878
g,23,52.803227437616506,29,99.27970778588694
w,91,27.379992317332903,6,71.7941855894847
k,18,91.76217967624709,80,81.06146058371968
f,20,76.17033359851054,31,41.83651806097707
y,15,46.88946318527773,89,56.80787138530838
y,44,92.81608210912142,49,49.149530563160205
p,92,72.2262916963823,54,73.73345296613356
a,40,64.99406926647724,82,73.50162659751922
v,51,98.3814042826736,67,72.61502405333944
f,82,21.232884122359142,20,85.17095396311215
s,17,86.2113029409292,93,90.12400038399913
r,42,69.769819523882,26,23.17663061977643
j,13,99.65283916816693,26,78.06173436877877
g,15,1.739686693813547,37,55.37604183044912
b,41,56.74664108171954,73,90.26822049189329
n,25,18.529526846808018,50,16.102010380025156
c,72,37.56174740441048,80,58.40439014076608
z,71,91.80047877680163,26,71.11860582634004
r,100,40.1599080249755,58,9.209646632282286
p,48,62.28994686435678,32,90.24594599324979
a,55,10.840776469160573,16,1.8769027601373889
c,51,67.77665771917032,52,22.760911563833176
l,53,32.082879695508325,63,57.24105375973838
t,84,76.81563013597021,33,49.17845525641105
z,26,41.83439216064569,53,71.70625891599403
k,95,4.445904375784682,43,86.78825348961054
i,70,43.99808917515712,39,33.27840260609227
j,13,62.5945210206599,53,76.94289632087774
t,94,7.3704753316980565,19,22.232590448523503
p,82,90.25807678569787,9,16.16367864417805
a,8,42.17792653844394,74,18.607413392441295
p,59,67.32993811377892,33,59.76852460818676
d,28,63.131411388933344,7,25.143359876505922
c,94,44.94209802740314,44,46.53144193182895
g,26,53.45922555103597,63,63.94992307160429
n,88,55.53318837583784,24,81.96384304587352
n,10,48.663883400348915,5,94.26316646741331
s,95,40.13886234511548,93,98.31987459031197
q,48,85.47658123014652,41,68.57871896419934
v,60,58.35292843293467,9,84.45216270238454
z,66,69.54306138120872,76,62.870173995047274
q,90,35.39107931604708,8,54.352957409715195
p,68,16.94353195657645,69,14.490053851828854
m,46,73.16321170110137,62,7.522422890315972
w,65,58.55878196803932,72,35.792385450407906
u,81,18.81256397448462,73,31.82137159726799
e,53,99.12538465595937,36,21.46851229083129
z,60,52.99229304633879,11,11.216997573538878
l,82,0.8675244630232282,38,78.6553509989984
x,14,12.52820342108193,100,62.113890697525186
e,9,17.221659976026803,86,32.20790245999956
y,11,59.45399271710086,78,38.903368376909775
b,96,43.04035609574128,91,83.58675503547461
l,81,68.26904758419293,68,15.45726272657857
t,3,99.92383932407985,54,14.318307384063743
s,0,50.74120790099619,99,19.1331709691552
c,38,89.4427727153274,8,12.70063834161591
h,31,51.55065681263851,61,56.60496816024169
s,68,5.779603469762229,60,17.382599448571632
z,44,60.23925653589887,67,85.70092587121852
w,23,64.04147309365474,40,39.39365847032996
v,33,1.328266007814849,57,6.122549393831422
p,63,87.19263110218503,65,87.21432762873384
e,71,30.03653552597815,80,34.29329094120725
q,5,5.568298566407703,96,27.619836180318536
n,66,57.55594729430429,3,38.190154721332384
g,73,21.267334239469125,48,5.224821602814456
y,63,28.688377398833975,81,13.027702361080774
x,98,32.25104917864473,44,20.009326070305022
d,76,75.37556356048582,45,54.110824430481884
k,73,88.62800512085354,33,53.930872584124955
h,0,13.798390639018121,1,66.34966042322485
o,97,73.39602340969638,2,74.82301386407725
l,41,0.12118763387931608,32,68.97609577689322
m,83,1.083178538924201,95,29.79671587178483
n,30,93.40013159003917,12,36.01867158913594
b,94,65.66763440791573,90,87.19303209074747
y,25,32.700878018357294,76,49.31864763320787
l,57,69.9600212835295,50,17.285678519158466
j,19,85.3638856455913,52,42.22005069410525
k,68,97.16803765023656,47,33.75949436665504
n,66,6.2826658594148155,6,33.08538796238699
s,65,12.246019371604856,65,98.3559553876143
t,8,53.340706686495274,1,66.53790868517314
v,95,21.16741194919878,57,47.68510747432373
f,86,29.62399067434327,38,99.15346104966497
h,75,70.25406504516495,11,96.40315897394031
a,24,69.85933639674325,50,88.27806463102762
k,48,30.874505913503825,37,71.29924150143036
p,91,81.13472510542411,5,99.80459524814985
h,5,53.3410193690094,64,13.814974618761756
r,81,4.742605026922608,91,80.7603822463177
k,7,64.67436544212639,42,34.14401407529658
m,95,99.02575750340887,40,53.09418783115868
b,21,4.491226226295919,54,65.35624493625409
p,50,51.79480058796083,62,15.190868252644819
h,32,75.43369931392915,38,80.41244503756535
d,93,69.96474071214514,4,61.178860201071885
g,7,96.16186411548367,88,12.933023696151247
b,55,38.31061151693337,18,46.03554737310852
d,74,89.05244948491612,96,58.28385817431667
b,39,34.399523080739456,95,75.14087259983167
o,51,66.73701944373028,41,12.569693504265656
k,97,65.72092392598488,21,15.202894522456766
t,1,98.46367182222141,76,19.50372297823342
o,68,55.887600374815115,45,77.34121118188769
h,37,34.947580192343,61,59.777988318537844
d,66,14.159704477552593,84,23.664505337484442
r,99,83.90563091787689,34,14.446492843756864
b,6,66.42369614688927,84,90.25085981955726
h,36,10.012395795510221,15,85.46670108520004
v,84,66.3312681688046,23,97.3545230524551
j,74,12.930276831301269,16,0.8687374315577645
n,78,1.1928690426305288,80,70.84275064394072
n,68,14.578693417799771,36,16.15923074242538
c,19,10.354093799031771,52,1.110467709857077
z,54,87.847116615866,1,0.042476851820116845
v,58,30.301984463062283,80,92.11005203448043
z,24,31.006686458106525,43,13.877137506806147
p,1,56.88764655472235,13,47.4837748366372
m,26,85.02210050511867,32,10.531447393892712
m,59,34.74283928136721,45,59.51640593009016
o,70,68.51014788968997,38,59.858259098710946
g,31,58.54125795816737,35,96.42273304194559
p,39,17.98994070370512,7,7.839616853093034
z,72,0.4731805867977279,15,20.303172807876592
f,71,38.09051233971048,12,70.10666422516778
f,47,96.32770282134065,11,72.61430151863443
m,54,56.64461265212141,69,14.624570194495046
d,63,47.34752125101842,3,12.176482948769374
l,58,50.84734236767591,32,71.11670670056544
e,59,92.36016170099464,15,81.19668886862056
x,0,62.64814923043798,36,13.645808308692276
v,89,24.90734862635057,33,65.12791378304901
p,56,5.2641670868070145,20,72.0213288760317
y,62,11.181529211041818,46,78.86835182434359
x,76,9.459116284566793,99,21.124359081327814
u,83,4.411242500748591,89,15.928663427122647
z,9,82.89743660807177,74,87.86005869808284
h,2,68.76781994250084,25,57.369439205769666
r,2,93.21139070142311,81,93.9552703077774
x,15,56.2869562829994,72,57.25711320037297
q,100,30.58793522664548,56,32.88925293171009
e,40,90.5635589596763,81,43.88202229405629
w,43,45.486910818020085,27,14.92040863301074
r,67,50.82674151451011,2,21.610106614280934
a,43,41.466980943076656,16,83.78806741637617
a,88,89.65296733970321,91,8.678027045743363
n,40,20.609206892607258,87,69.7595868858979
d,84,93.2127874582788,94,12.877541223012257
i,7,9.883913934639132,25,26.457778549488363
b,50,47.96783558860977,88,1.6073872180181414
f,36,57.40075092978822,36,25.850813643043168
z,23,74.38550807686039,54,93.0738889432796
j,57,72.63930587503312,78,12.880555991975706
y,92,92.070568329111,99,77.59278822942576
v,15,67.63040980377801,65,32.42243650104606
t,98,12.005456228638256,16,56.19627691771871
a,3,28.75940223276816,13,57.82822311769633
p,52,32.522745421961176,31,24.05312143155085
n,68,70.9559350355588,96,41.89603308022285
f,87,10.9061052165079,42,60.98380633156161
n,97,32.8897064547199,59,44.88698147177793
v,59,6.975858431689785,88,0.7661870300563978
m,37,67.75687643813059,48,47.11488441394497
c,59,42.383190181243016,82,95.12450258997349
h,57,93.28425322271593,47,17.27751050979196
m,20,40.800778367941206,12,76.19501010663056
u,98,84.31812219751271,81,18.899931332265176
m,99,29.541272133900076,59,31.283149080476957
z,25,13.904277444524404,94,70.84018288363855
l,30,52.09637434079557,82,83.72226263178739
f,88,18.761304317658713,92,72.32941239806784
m,55,26.791085684481253,43,34.129460971239645
m,77,24.767134492763144,50,17.418425839530506
b,64,7.219523809975826,49,70.98047875679569
z,45,15.894529919508782,45,15.651560485659955
c,9,15.897620706179417,79,51.21518739140338
a,65,6.854992326068121,61,10.696302762596554
y,41,44.66201464398042,86,70.07441539788505
x,41,28.385085949554345,45,25.78558331726325
e,41,50.02833204023263,61,62.7604083881934
v,85,43.15286415403862,26,21.313470453654272
q,4,36.29776967506658,49,92.62651273334207
j,96,37.830010881364565,2,97.02597377337804
o,39,80.35051160959539,29,54.5114884553589
a,23,87.97576447557122,33,31.69134965080126
a,18,66.93117255583287,39,56.45894034301314
x,83,7.3467603294615325,9,14.70840269501016
o,35,62.28182524438952,16,56.58228708402768
c,59,49.18255849786598,55,66.64119646408166
h,74,13.356199653728352,33,94.19427086709038
r,8,44.58732720642895,70,85.79745736982227
r,97,95.84707124105806,60,76.41385335487037
d,88,38.4941420413918,60,75.83562525513217
g,18,73.3410897513446,95,80.59377087866008
i,21,38.03512281732135,71,3.2627635822360057
l,13,24.14319203056009,82,42.06626065905621
i,31,81.07655692601946,28,79.63593150546812
m,27,22.73483493155506,10,80.87070866275097
a,78,2.396980353245104,34,52.957935458483504
l,7,78.21067647868144,88,46.99890710592584
j,1,59.02312222150056,18,8.451242707353423
h,89,77.73392996536333,45,55.94265925768372
u,64,37.003056743840745,47,99.94087805287076
b,44,4.59047251044854,94,46.33459911126515
d,0,41.10445837469644,76,83.33704277204578
y,23,9.493807722342595,76,10.764132587485864
p,8,1.1926944439501597,81,13.885364355213902
y,47,53.72118152582123,8,57.5978306132641
c,66,57.27881792785464,41,60.073731202677024
j,24,13.435652998731962,4,82.65450488848441
y,9,94.50238977475844,47,66.22422301645614
o,6,72.3431269168504,9,16.576685089079778
s,3,8.336235704806505,93,9.891018005835228
p,22,77.01614591020119,41,72.1500568417975
e,16,3.4137965134485304,1,46.91198026943291
j,78,56.61052489084288,87,48.35846967985372
l,47,78.70748501154814,39,42.85163342482223
r,39,3.82786395915935,67,7.598774192417334
n,51,14.2802846726637,0,7.679375201401029
o,72,8.260146543760595,84,79.20679827039477
c,15,24.47714460507715,59,12.896443270185898
s,51,19.72082459040618,28,2.7812872522048115
i,7,29.53534712397242,33,8.90399213909725
k,76,51.61282388456733,72,23.00253034983274
t,12,9.316296709802819,100,58.46048773816938
s,22,28.42652362203428,40,32.075616707799256
s,58,40.07488116284477,54,86.6911025371256
k,58,75.87440873627666,29,75.0290785925263
e,97,3.813234782249153,46,40.279324566053944
r,86,37.30801888476065,22,31.104017830044604
n,14,48.329094591122335,98,63.67344313467061
v,39,18.002094320310434,92,51.10918506691181
x,25,9.728198698868196,46,49.16135696911731
n,46,13.599384018636796,16,42.00494324969469
i,37,34.23437027747562,24,87.83460814266716
y,43,27.638276038883657,84,25.87966583125868
d,73,28.105226485969524,71,20.038600843055764
m,18,67.79324403879104,5,82.294403014201
o,76,71.5928741739024,16,64.48422544654244
m,71,32.763850576895315,83,55.1761907387282
t,79,7.646760698517808,71,61.19245190738365
u,56,37.35292866558595,6,72.51255488341803
d,39,33.3313208115262,21,45.08372403713463
d,9,54.709427014601644,25,81.6507679874838
x,84,43.97348159913202,90,74.97757808233803
w,36,77.1476342610652,93,42.42105837595508
r,61,48.265544835079325,18,32.91111075348204
c,69,51.59937778026532,88,21.95107107118528
p,25,85.11337781908584,15,4.50131108371421
k,34,65.5667069389377,7,46.62474370112454
c,23,61.31834679312005,72,43.71081788829533
p,55,23.282003461292287,2,17.70357202073438
i,25,80.38071069704922,1,49.93447622971306
g,64,78.02407342711882,43,98.13869809984634
k,65,84.40641919561905,26,35.939542549226985
l,9,62.82057808803441,70,65.25900495498834
r,79,20.122097215080935,9,26.049387920350664
a,90,50.629119231455874,69,77.6721916888582
e,17,69.44602077515273,44,87.65343721099799
n,7,69.04430797732401,71,8.652089806904517
w,54,74.99033898837027,12,31.212790493340638
k,37,70.26101048732632,36,87.3606990518572
t,88,23.93141446305096,90,33.270027489198604
v,11,51.57775534728097,47,73.07512081459744
m,18,39.30253430037995,23,21.86485374421514
v,19,42.52773738033822,32,93.12816466885668
f,48,6.761476391485766,54,92.98278486069323
u,51,74.1180237335752,65,5.389389980581427
n,80,78.42062234287073,41,34.511051487186904
w,47,99.22964999954546,44,66.4016798053409
m,97,67.91711887040549,74,51.41072745293843
r,66,66.87730256438756,17,8.073628401983912
t,35,24.896736199206682,89,59.68406362974439
m,33,35.20725422900475,76,99.64952756179957
v,85,49.65882481210932,47,22.693127385032106
m,17,27.95380748902474,62,82.7448674002379
i,49,16.076079984432855,41,23.343647621858565
u,98,14.579164971680381,27,17.244748660465714
n,25,91.12415244736535,70,46.52734801786599
f,1,86.35082308987417,80,45.11357780797434
t,12,98.47624662558717,40,85.2496436695556
h,70,8.223138283075816,98,6.439107249764087
c,73,49.722657153248015,10,73.40943727478658
z,64,20.14471254838459,59,64.61643331070998
u,55,34.89721087960158,74,51.17315277398933
p,85,66.10300373639325,47,31.43982362727379
x,84,87.02960722529818,58,3.7628605090292755
h,43,15.644035923839173,15,54.36402981622494
y,86,9.096439242323184,35,80.24007207565818
h,28,54.95082295459457,49,77.0943825045133
