J,Z,H,W,X
d,89,72.88940256897979,5,16.34132507886582
o,62,67.53951448132298,53,13.530697239916446
y,65,15.005523078608086,85,43.3522628169814
k,71,0.28904890800236505,98,56.46046859137049
l,65,36.245297337514295,69,73.94113739459168
e,4,8.000172795552118,14,59.472790661767284
c,31,17.40859977569619,44,56.828966924858136
r,56,23.803413768581084,57,20.256241394954444
c,33,40.53541260411667,52,68.85331335229124
i,99,4.291677773088942,53,57.06841974839397
h,31,16.6252965928818,58,58.05392373007036
p,17,93.03067513979828,84,34.7910525297147
q,25,84.45808324392546,84,1.1131539585472083
u,15,18.434143259631764,3,74.39683831828098
b,14,7.898481603687624,37,99.8275440091272
r,10,60.23008833759766,90,51.50975986772751
y,58,30.04835378299329,0,28.781478690054985
v,32,68.94899021747675,33,79.68763775515943
f,25,10.381075231100588,1,78.75357439460107
l,64,64.57211715868354,82,57.27594758484634
f,98,86.02634806011838,20,24.654978490879863
p,73,16.36466591099722,47,73.28878747046481
o,88,26.267477731042643,73,43.92002129057698
j,21,70.03935088456788,65,90.72445590755845
j,31,94.48199225097304,21,0.7878168611235914
q,76,52.219682829732584,20,20.838059537395747
q,46,87.45670854234298,98,20.20432509076022
v,11,42.740308746811806,53,92.3489842495151
h,65,91.39303086062873,55,78.42552592848523
p,0,6.016647027440525,29,26.70804082677205
y,86,3.3355911371715674,69,52.846275074557035
i,8,87.67171482433723,56,56.65527925171235
e,40,46.40162842047424,39,46.0902857752875
f,32,55.03850908622563,4,6.953192993716383
e,55,97.03943993460953,85,37.557666989036186
j,85,74.54080891863667,19,48.92319782936006
g,52,9.80775292510171,76,43.42962543572079
a,44,41.7631429426301,35,28.950114588018828
b,16,34.77841517190937,87,50.87315527165337
t,16,83.03441050946738,16,75.83997173529703
a,74,40.15561897689537,90,95.5019689945638
b,4,1.706560293847692,47,29.096413186390034
a,85,89.56607158242716,68,31.028872829299637
n,35,9.860297407371077,61,8.320101978184047
p,41,27.470488592605534,85,96.29067381601925
w,96,2.0334110769519853,48,36.08759114822162
r,32,8.611020898050093,17,90.35038056828884
k,99,2.62097069715046,96,72.56459981002305
v,56,54.90015133209775,92,2.6351365645270963
s,23,40.87471053932096,46,82.5135722624011
c,88,60.40008164419179,68,47.09798252228195
v,10,88.97901792981901,21,9.71591341135719
j,38,8.663876822379734,11,44.48612964304187
m,20,81.58287732000578,52,32.7178938763356
o,50,44.61673005714456,19,96.14870021796207
f,90,23.420312917199638,61,25.865620296388425
r,2,99.32046584551728,1,46.95742089591379
q,40,99.2965840802237,20,5.297021515235634
f,30,98.93208030756165,76,86.39846516401697
w,13,13.201263914688987,33,6.009320799213535
x,39,93.40811906755214,24,41.91737735431684
n,37,52.38533875777055,69,66.46208002665401
n,87,36.227395291270305,81,15.276438630443467
a,29,85.70801555530144,69,74.60374369229127
s,10,29.113251825817176,73,88.17321766747453
h,67,66.28323931491343,41,35.38381950432357
u,94,28.865394625499864,84,90.18452433201975
t,35,55.80159592049472,25,89.02841766391373
x,81,55.97904707232211,44,78.97374961180272
f,60,8.128526928843716,59,17.806147562378914
j,83,13.47965830307527,15,10.30687287295814
f,72,16.407832732813088,48,22.93747054598886
u,8,95.5765393303278,85,15.833342405821494
u,40,29.733159058692326,40,21.832420023874434
x,68,16.56712272191817,86,31.10373897015354
d,2,17.179306767240455,51,30.59601695167743
y,81,67.68039032860557,47,40.75223276372716
n,45,38.578360323008454,95,82.81092717132663
y,16,26.168652299011452,49,69.80537873903306
s,70,28.074544816582748,60,17.347375627169615
b,12,46.18078570920725,52,41.50509090582807
b,63,94.53022223302507,92,8.696804107262391
x,22,4.982699309230165,6,98.8231420453678
x,88,2.79454569288482,18,67.93459167845562
z,74,72.56254629058829,32,11.52801305626695
w,98,87.85886914786273,43,70.31289576151778
s,71,78.51863232512527,40,91.83690743860156
x,2,38.31739354129381,1,64.88661041610928
b,4,54.170112007657565,15,78.65052187762099
n,44,56.5890797266312,4,68.81630153100897
d,17,98.93903391733315,63,63.13257417476804
m,72,41.802765517696606,80,88.20898811900166
s,67,60.250661141886674,57,33.67140003245752
t,31,29.22543869422587,79,21.81510098656707
n,86,71.45489109701629,73,53.68583460037032
u,32,78.94387588560708,63,9.197817217990034
y,3,23.932802893389884,87,81.12496227480435
z,93,65.67432124625854,69,69.49598256090216
e,91,68.99025610804918,51,35.05313694331457
h,57,63.960852806817535,84,48.5192529249088
r,70,15.654938061663316,10,73.46497621287692
d,8,83.17166978714086,15,32.74860535811332
f,22,45.08629532554662,26,71.97216425200112
m,88,77.6186037619042,88,39.69832152998374
g,8,65.93406953300897,51,73.93075332352093
w,15,35.83807921915646,26,60.55523430701689
n,10,21.91678158753716,4,38.33447196594213
j,14,86.91868311656314,48,12.49132451799384
o,32,53.19378332868251,35,11.176236833831476
n,90,98.04785291067549,4,97.97797006831883
v,4,67.8705188174501,5,25.68460274972544
j,80,60.11837147595626,20,48.66816644517022
m,34,85.94139505687164,77,53.298002000097625
p,8,9.261062946787469,18,64.1733550303384
h,78,94.23859931003935,34,75.58377190952197
f,41,48.887368594755344,60,35.473275961604735
q,57,50.6917060009547,17,50.44503945867087
z,1,79.07841006848314,86,81.28350389575164
u,10,58.5420048085466,71,60.61561067480584
s,93,36.053968490632904,26,45.35496527962034
j,77,92.36470942160973,22,41.93935525174282
r,50,91.19085313585686,19,62.428074054213276
b,13,99.23415217594712,72,87.24224593514839
b,31,1.9542674100239799,26,35.55777548626895
c,81,56.6662328722509,51,6.047651779683938
i,42,35.576825465073604,55,11.203624102267796
m,68,45.653202055280005,90,96.65171116915982
j,79,96.15757278035336,71,44.93254129682036
b,20,51.25366694311736,38,78.06613532926757
d,1,59.82067776212454,36,24.103435326921506
n,71,54.54901665504535,4,8.47842516007249
j,21,20.17853585181332,3,68.45491975853419
z,2,74.59828941157525,63,23.62148085454534
y,100,80.25532895307644,11,50.97541037011919
c,96,83.81984230492412,77,51.78366134668691
s,29,94.60211370059615,65,96.67705403681886
j,12,89.31357429389084,92,3.1035661849923124
v,46,68.4900844125981,45,45.23845184666022
k,57,63.20491247624342,36,84.22848611954993
e,26,96.43892640771382,25,76.5579931971478
u,61,25.761030354156432,73,94.5656937390231
n,95,15.723564100754361,100,34.00331930064235
q,29,10.121972775273003,27,34.09430252536235
v,10,71.79527461118529,27,72.18037151811049
t,44,75.55205635493408,82,54.0803260319248
y,41,31.135730641127168,96,40.11135350353765
t,18,7.010318364982759,75,32.973355320359076
n,84,50.48204903306791,96,4.050045108787625
r,89,17.250239552894996,99,71.40974090118671
f,35,70.70250999776619,36,29.034131206196456
e,74,42.09586921249734,18,93.64774081116238
u,37,30.642298128986177,47,66.59958550621056
m,40,53.60520670802982,17,99.53346491042241
k,12,51.98035527241237,12,25.63545012928955
o,95,36.82752158068242,87,30.392375211812706
m,79,35.56775013878985,90,3.778496833501588
d,8,4.922112100575127,85,48.845526424873185
o,70,47.30053915775502,95,24.879357528856318
w,3,85.37055253760397,1,4.071961906073495
o,65,42.73539833792013,67,85.72477488184744
t,92,52.647640085710435,50,2.3895884809548296
c,72,0.07442330786727736,38,6.451659546882449
y,28,86.31084197275838,69,84.2970688680304
v,70,74.92557799977007,33,40.55083403122285
a,98,10.275639481946165,82,0.12761130314657976
x,2,34.318884194171126,24,6.918395753599659
g,4,62.89357803973456,2,41.88654446730817
u,64,80.10251690854923,60,71.83618597591574
s,47,63.43517631059119,4,62.71250967574149
d,77,1.5240144675927714,95,86.48225906161947
h,66,95.82438223529967,18,97.5855491732577
y,69,25.661053591068395,65,48.18275328801423
a,77,42.4796432139899,54,63.40373178847724
n,64,37.61459714222015,21,8.287330357552602
p,70,91.13646476377001,35,43.52202199621479
e,78,46.40079617615393,39,96.49197394060806
e,11,52.47759166657603,18,94.27833187144533
s,32,9.935531560831635,42,47.66545751223564
b,64,50.92842072958853,85,94.63983905175688
c,14,76.39143762253629,7,88.72452907911821
x,24,31.45944226204358,12,22.989627179092576
j,100,98.48428426782581,75,62.28971555319338
k,32,69.90478086084076,43,95.65395082467884
z,5,89.5401546988345,26,28.70465265351223
n,41,50.3089800766321,30,6.055208842109316
k,37,59.57592264592838,81,43.93746764974363
t,100,80.3812497950536,48,41.882263640170635
m,53,61.5058260434143,57,51.883179875613095
d,64,95.99155652344412,88,42.79240600722763
x,58,45.784865338823366,73,88.35813166587317
p,78,85.2161021437834,36,33.726350554616836
g,37,67.94453509720533,42,81.9104869839998
d,39,10.083240914464554,20,4.7705802840402605
t,1,36.949705843298595,14,78.40963934367232
z,98,35.65071141768092,97,75.96745560329865
e,46,70.02688365707887,42,4.079039400569839
t,60,17.391587403863127,66,68.18328052331493
k,22,12.467792175608327,33,69.42492022200459
m,10,89.92295531109754,54,39.07611773785544
u,29,51.53171963704508,9,27.320752425048656
d,20,49.13283059667171,7,37.72315382932278
f,0,97.34659765368546,85,40.1466392241838
y,22,96.52986587860013,26,70.00380237361144
j,32,74.92743737568149,80,86.16243619932922
w,16,53.62859152060655,15,6.928156225192383
h,79,64.29219621700459,69,79.47017901301187
z,52,42.465326027819486,19,88.99151305265589
z,4,98.09971156949985,60,70.65073337616585
a,29,11.408537510265848,96,28.4203811994186
n,13,6.3281815073258585,10,89.82759795712164
q,59,47.30449844824503,13,34.99573603613862
w,32,61.12268943467036,40,37.94552973596023
l,39,37.2350578852761,96,61.60986284848925
s,8,32.364483387381014,82,29.938892736772793
r,26,20.459489220102377,84,28.97161233123009
v,51,74.09509723835845,55,80.93774310512089
q,64,90.06831732819926,15,33.3741129906695
c,70,13.47398992125547,48,21.05470932224167
y,71,80.58266678524505,34,82.60559514426777
o,92,61.73074672431923,20,73.23424855379636
w,5,2.5204566906977033,55,6.427292354332669
h,26,55.67164744241301,60,87.3368786676999
q,97,22.84367164009422,68,54.353955046378374
c,82,29.92164138879091,37,27.228426491177093
p,71,33.49803177632118,71,30.837650358720914
y,36,52.1384380989157,41,33.507460142947906
i,59,61.15239322241766,31,38.58898790410081
l,2,54.80450838755101,59,85.80173400395712
j,29,90.59063581785786,32,27.57609041186112
o,79,32.954861252063886,79,94.06050002733568
f,96,27.44872403959314,98,30.036020331126622
n,78,45.297108439695876,95,57.08740816729826
l,98,47.67951306297237,99,75.35257109033581
o,44,59.91457208957846,22,66.98996366872146
h,41,74.60236954747378,30,23.195775651266047
b,3,50.563222419335716,22,35.89880848766749
w,66,89.65691144647373,86,94.52081229206615
n,3,74.04134130337778,46,44.08114914340962
x,30,34.13644143697576,60,76.50642205167138
a,34,46.12859141448871,65,44.91843681844541
h,81,28.469660972401243,42,94.1176354050666
y,40,74.95716026105286,86,23.929090754231986
y,28,25.351589954735452,62,14.529839641259734
z,100,70.547311483827,75,56.024565005615834
q,71,77.731306970492,81,95.37971423366989
y,56,48.17930279884741,88,58.84248852040046
f,53,29.12427141996249,9,45.50095046370242
k,46,88.29922420179133,71,75.52336546864129
p,25,28.795008705570325,68,10.537465558225435
q,46,46.77858123107633,62,67.12115837196058
y,84,87.07814818615358,95,88.37737312863699
n,78,69.51104304231454,15,13.494600961393166
d,100,10.906623840633689,23,51.0203358536598
a,98,78.24264313391615,66,14.166277259789627
e,65,35.18840916724145,78,2.3234461590466604
d,100,34.29135300051889,32,37.16847602285676
n,4,69.4408517409972,31,8.882650467363584
s,98,67.44764843217213,50,32.96133860960199
t,91,39.556889409468255,6,20.384792535524852
d,50,49.158336958900065,45,70.51936188058585
i,88,7.674743911967208,5,5.225204662828686
y,56,63.5810311430819,35,20.130230860713073
x,33,61.846037922845795,42,80.4641232098899
f,54,95.44301920633062,93,17.48467592121996
d,81,65.81027704872984,2,14.366520455877618
a,49,2.726164171356127,30,59.69428023992984
n,60,67.61509991600302,4,97.87763366864486
b,63,71.08791789679367,6,53.269429544501214
h,33,79.72972942369658,28,73.1504754629636
s,100,69.66697666528312,99,20.8272544799183
k,90,69.34241836031208,98,13.407134987318582
r,54,16.475280947736003,86,55.589248465109854
g,54,23.55524628438629,53,32.395593838029804
z,31,4.716624338487197,20,24.020999305473943
s,91,99.62666140925447,25,56.843439283002674
m,14,20.524061341518717,9,80.03650768338098
w,7,35.56061624014952,62,61.29384243707284
e,90,74.55076441437717,26,84.69140532138796
n,72,63.51327098117147,81,48.40987548261909
i,88,27.062075746578685,92,61.855134763897354
h,46,87.07285028520027,61,69.71399314373107
o,85,81.07750890465256,84,81.31849397080776
s,21,72.07495850971716,24,86.01683257872766
f,41,2.1181931091099226,28,16.176375332872105
f,81,76.14980571475667,90,88.79759544356216
w,1,33.464942961602674,4,52.394943810659036
u,50,64.70855933910072,16,22.531028668756846
c,43,69.6960435375647,36,65.25836082503534
a,82,87.17187253113144,81,16.44399299099466
c,31,61.70884938539566,37,77.73716426232453
s,20,53.97418664224411,69,32.66305628899359
h,2,81.67097306351675,48,29.84186343303026
j,12,60.66966698554599,4,31.229191400688393
d,74,79.11612080398143,98,42.882407992961404
b,99,73.80447155185969,89,2.8135449178587457
a,55,75.7853300351974,3,61.80865717871833
l,40,72.71722934825587,68,38.88287282777853
l,61,61.614825418406426,54,5.844161736053255
g,36,82.24532220054915,83,48.832001452496186
s,58,56.21832391898553,95,25.09873292567264
q,24,1.5140577544022538,81,63.22579118487993
n,92,63.72921165667253,54,93.71992936933373
w,34,64.75724111966667,11,3.684044174665191
t,40,1.6164426845273194,36,24.92719744763078
z,100,90.61840810655383,97,0.38118655640190235
w,62,0.4065259634107532,49,42.58678643239997
z,26,97.97815720750847,0,85.73100508024785
v,78,51.0210162731298,38,53.430319291536854
g,5,29.025157967943503,90,75.83096115132513
x,47,0.8764093226266367,81,50.821445208642714
j,57,5.974767973546258,61,10.860039457116333
m,13,29.737368088181746,23,60.60135641996658
a,65,81.32614612660313,93,25.884244654001833
l,4,1.3766665129902433,46,3.414802236814518
c,87,99.70639730709921,48,28.64451201350936
a,8,60.23045971997851,97,89.37590468395663
v,5,84.59886919229076,47,39.68712459417054
s,2,58.54211444193831,74,95.12941501534749
i,15,47.13268380838007,20,76.83197894193007
p,48,50.00143146110689,31,49.931258228308586
n,85,66.18284607629829,34,75.0463051711354
t,72,51.33073356999308,69,54.67241635328462
q,41,78.41181981050697,97,94.81564065459756
l,53,22.32578946089262,14,38.20105225737911
o,31,92.33697232865579,9,51.930316562999124
v,96,85.39992693872378,64,0.9226172686072176
k,100,56.22174136072565,31,84.18563547918498
v,78,2.4365503713156933,44,60.966165480210755
l,60,15.922815743802543,47,71.21782028507148
s,71,11.107217073667686,76,14.082474521060973
n,68,59.280164552217364,83,74.73201672661213
s,19,39.49082271077784,46,34.788293367318126
u,25,23.734773097129825,42,75.52883738466662
w,46,62.599363549247734,67,44.893528637037086
f,62,61.393733453770395,39,5.97242030026035
u,61,71.84240867502984,19,16.2659733848471
t,25,83.97379353036074,70,21.021907708110632
i,77,27.22501030918284,39,50.35032194123151
g,100,77.54603969327657,73,95.83545574551061
o,11,55.55363727860575,2,88.01171547420152
f,39,87.1478764928606,16,99.9221058286521
l,4,22.88732469613849,10,84.03643035129876
e,57,31.030434502918848,46,45.20572918573023
o,33,10.252838318900936,78,12.949595245184254
v,84,49.054456755993115,34,50.40165890869067
h,45,62.30137298130636,58,78.66332551320461
i,90,62.711758380477576,23,23.701159365410128
f,42,90.4840884167185,49,18.405930347482357
k,94,6.572527822472951,96,6.890003138974632
i,12,41.642533692250524,91,62.82893813559587
e,48,60.482652262412465,14,83.95973926021931
b,57,23.375297602420265,0,19.513146287809803
o,35,41.07623430222166,77,63.437504871372965
j,13,82.89203827969564,97,0.7194390926014371
x,80,50.44155324466063,62,7.159917849373421
w,95,78.98763377694793,7,33.807014081079835
l,47,86.29128327978978,30,9.705043988084562
g,94,50.458541988108465,53,74.72886610087647
e,55,96.6194880210406,49,19.337915617366463
i,9,38.64088058353686,76,64.02356581391719
r,6,42.90065601021088,8,20.217791005171083
i,57,7.39880533597812,40,82.26258718414692
w,74,74.52704805658406,82,58.029955364875796
f,15,48.42494006417656,69,37.285534418518104
t,45,69.76536400901279,80,3.313509678236537
m,13,14.754232863179983,49,89.21909518488478
q,72,39.69668402925498,82,13.428152144234495
l,48,45.56448459143599,2,99.05539415437278
e,62,9.1769789634918,47,23.549101704067855
o,85,50.224744327919225,100,20.683384626961086
n,5,86.73572423907598,98,57.48127604701959
a,35,58.017867943465504,72,31.602250802165045
x,59,55.30484070805921,56,47.187016129852786
n,87,23.183895208232364,72,95.5472143811812
b,41,71.86444018022112,65,45.310179029394085
v,86,48.289126645584844,85,73.46349982346993
u,76,82.94528867390127,61,9.957300442709316
h,92,70.7369165705495,59,4.985220124598888
p,44,94.94731090624298,62,22.67303832225306
v,26,69.65278982131234,72,52.966734421413506
g,60,45.05056029473252,21,49.39958331452543
a,13,49.13792663033231,19,39.84953857204938
n,7,80.30450662252159,11,2.263871341773116
b,3,76.86808188086415,67,41.44890145073133
